experiment_id,customer_id,variant,experiment_date,converted,revenue
EXP001_checkout_redesign,C102147,treatment,2025-06-02,0,0.0
EXP001_checkout_redesign,C109785,treatment,2025-06-18,1,3095.99
EXP001_checkout_redesign,C106172,treatment,2025-06-30,1,5799.33
EXP001_checkout_redesign,C102527,control,2025-06-10,0,0.0
EXP001_checkout_redesign,C102658,control,2025-06-25,0,0.0
EXP001_checkout_redesign,C102962,treatment,2025-06-21,0,0.0
EXP001_checkout_redesign,C111351,treatment,2025-06-07,0,0.0
EXP001_checkout_redesign,C112633,treatment,2025-06-22,0,0.0
EXP001_checkout_redesign,C110235,treatment,2025-06-25,0,0.0
EXP001_checkout_redesign,C102712,treatment,2025-06-05,0,0.0
EXP001_checkout_redesign,C111815,control,2025-06-08,0,0.0
EXP001_checkout_redesign,C107170,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C113568,control,2025-06-13,0,0.0
EXP001_checkout_redesign,C106731,treatment,2025-06-07,0,0.0
EXP001_checkout_redesign,C105968,treatment,2025-06-25,0,0.0
EXP001_checkout_redesign,C111081,treatment,2025-06-18,0,0.0
EXP001_checkout_redesign,C111789,control,2025-06-09,0,0.0
EXP001_checkout_redesign,C103891,treatment,2025-06-12,1,3545.89
EXP001_checkout_redesign,C107277,treatment,2025-06-24,0,0.0
EXP001_checkout_redesign,C110003,treatment,2025-06-26,0,0.0
EXP001_checkout_redesign,C104668,control,2025-06-17,0,0.0
EXP001_checkout_redesign,C112327,control,2025-06-10,0,0.0
EXP001_checkout_redesign,C112264,control,2025-06-07,0,0.0
EXP001_checkout_redesign,C107355,control,2025-06-28,0,0.0
EXP001_checkout_redesign,C103833,control,2025-06-21,0,0.0
EXP001_checkout_redesign,C108749,control,2025-06-05,0,0.0
EXP001_checkout_redesign,C103918,treatment,2025-06-23,0,0.0
EXP001_checkout_redesign,C105070,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C107684,treatment,2025-06-16,1,1638.05
EXP001_checkout_redesign,C103178,control,2025-06-27,0,0.0
EXP001_checkout_redesign,C106026,control,2025-06-16,0,0.0
EXP001_checkout_redesign,C111113,control,2025-06-10,0,0.0
EXP001_checkout_redesign,C109345,control,2025-06-14,0,0.0
EXP001_checkout_redesign,C107218,treatment,2025-06-20,0,0.0
EXP001_checkout_redesign,C114104,treatment,2025-06-17,1,4511.54
EXP001_checkout_redesign,C112606,control,2025-06-06,1,2799.59
EXP001_checkout_redesign,C114500,control,2025-06-01,0,0.0
EXP001_checkout_redesign,C106256,control,2025-06-11,0,0.0
EXP001_checkout_redesign,C108239,treatment,2025-06-01,0,0.0
EXP001_checkout_redesign,C108641,control,2025-06-12,0,0.0
EXP001_checkout_redesign,C106859,treatment,2025-06-24,0,0.0
EXP001_checkout_redesign,C102655,treatment,2025-06-20,0,0.0
EXP001_checkout_redesign,C103271,control,2025-06-15,0,0.0
EXP001_checkout_redesign,C109906,control,2025-06-05,0,0.0
EXP001_checkout_redesign,C114177,control,2025-06-10,0,0.0
EXP001_checkout_redesign,C104096,treatment,2025-06-26,0,0.0
EXP001_checkout_redesign,C100854,treatment,2025-06-17,0,0.0
EXP001_checkout_redesign,C110505,treatment,2025-06-10,0,0.0
EXP001_checkout_redesign,C107873,treatment,2025-06-07,0,0.0
EXP001_checkout_redesign,C106081,treatment,2025-06-27,0,0.0
EXP001_checkout_redesign,C109085,treatment,2025-06-18,0,0.0
EXP001_checkout_redesign,C113857,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C111655,control,2025-06-09,0,0.0
EXP001_checkout_redesign,C108452,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C102042,treatment,2025-06-22,0,0.0
EXP001_checkout_redesign,C104670,control,2025-06-28,0,0.0
EXP001_checkout_redesign,C101374,control,2025-06-12,0,0.0
EXP001_checkout_redesign,C113713,control,2025-06-05,0,0.0
EXP001_checkout_redesign,C102626,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C104469,control,2025-06-13,1,5301.21
EXP001_checkout_redesign,C107361,control,2025-06-29,0,0.0
EXP001_checkout_redesign,C108410,treatment,2025-06-29,1,2713.01
EXP001_checkout_redesign,C114265,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C107167,control,2025-06-15,1,4711.69
EXP001_checkout_redesign,C101502,treatment,2025-06-14,0,0.0
EXP001_checkout_redesign,C103637,control,2025-06-09,0,0.0
EXP001_checkout_redesign,C107391,treatment,2025-06-16,0,0.0
EXP001_checkout_redesign,C105727,treatment,2025-06-02,1,2249.61
EXP001_checkout_redesign,C100436,control,2025-06-01,0,0.0
EXP001_checkout_redesign,C113295,treatment,2025-06-25,0,0.0
EXP001_checkout_redesign,C100872,control,2025-06-09,0,0.0
EXP001_checkout_redesign,C106495,control,2025-06-25,0,0.0
EXP001_checkout_redesign,C108224,control,2025-06-24,0,0.0
EXP001_checkout_redesign,C114778,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C103862,control,2025-06-14,0,0.0
EXP001_checkout_redesign,C106326,treatment,2025-06-25,0,0.0
EXP001_checkout_redesign,C101337,treatment,2025-06-02,1,4946.04
EXP001_checkout_redesign,C106142,control,2025-06-01,0,0.0
EXP001_checkout_redesign,C103678,treatment,2025-06-28,0,0.0
EXP001_checkout_redesign,C100461,control,2025-06-10,0,0.0
EXP001_checkout_redesign,C105221,control,2025-06-23,0,0.0
EXP001_checkout_redesign,C101623,control,2025-06-22,0,0.0
EXP001_checkout_redesign,C111709,control,2025-06-19,0,0.0
EXP001_checkout_redesign,C110648,treatment,2025-06-18,0,0.0
EXP001_checkout_redesign,C105493,control,2025-06-24,0,0.0
EXP001_checkout_redesign,C102392,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C102254,control,2025-06-22,0,0.0
EXP001_checkout_redesign,C100627,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C114301,treatment,2025-06-29,0,0.0
EXP001_checkout_redesign,C107740,control,2025-06-11,0,0.0
EXP001_checkout_redesign,C111404,treatment,2025-06-09,1,1237.47
EXP001_checkout_redesign,C102273,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C114960,treatment,2025-06-28,0,0.0
EXP001_checkout_redesign,C111559,treatment,2025-06-16,0,0.0
EXP001_checkout_redesign,C107685,control,2025-06-13,0,0.0
EXP001_checkout_redesign,C107349,treatment,2025-06-21,0,0.0
EXP001_checkout_redesign,C110081,treatment,2025-06-06,0,0.0
EXP001_checkout_redesign,C100086,treatment,2025-06-25,0,0.0
EXP001_checkout_redesign,C101298,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C100311,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C112915,control,2025-06-22,0,0.0
EXP001_checkout_redesign,C103533,control,2025-06-18,0,0.0
EXP001_checkout_redesign,C102449,treatment,2025-06-11,0,0.0
EXP001_checkout_redesign,C108991,treatment,2025-06-01,0,0.0
EXP001_checkout_redesign,C113199,control,2025-06-14,0,0.0
EXP001_checkout_redesign,C113642,treatment,2025-06-25,0,0.0
EXP001_checkout_redesign,C108647,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C106934,treatment,2025-06-02,0,0.0
EXP001_checkout_redesign,C101821,treatment,2025-06-20,1,1775.33
EXP001_checkout_redesign,C113782,control,2025-06-26,0,0.0
EXP001_checkout_redesign,C103893,treatment,2025-06-10,0,0.0
EXP001_checkout_redesign,C104934,treatment,2025-06-16,0,0.0
EXP001_checkout_redesign,C101996,control,2025-06-03,0,0.0
EXP001_checkout_redesign,C100782,treatment,2025-06-14,0,0.0
EXP001_checkout_redesign,C103906,control,2025-06-30,0,0.0
EXP001_checkout_redesign,C113048,treatment,2025-06-23,0,0.0
EXP001_checkout_redesign,C113451,control,2025-06-07,0,0.0
EXP001_checkout_redesign,C110204,treatment,2025-06-19,0,0.0
EXP001_checkout_redesign,C107489,control,2025-06-19,0,0.0
EXP001_checkout_redesign,C101029,control,2025-06-25,0,0.0
EXP001_checkout_redesign,C113013,control,2025-06-23,0,0.0
EXP001_checkout_redesign,C108189,treatment,2025-06-19,1,2638.61
EXP001_checkout_redesign,C109776,treatment,2025-06-03,0,0.0
EXP001_checkout_redesign,C108782,control,2025-06-13,0,0.0
EXP001_checkout_redesign,C100269,treatment,2025-06-19,0,0.0
EXP001_checkout_redesign,C110353,control,2025-06-25,0,0.0
EXP001_checkout_redesign,C108443,treatment,2025-06-14,0,0.0
EXP001_checkout_redesign,C109421,control,2025-06-08,0,0.0
EXP001_checkout_redesign,C103963,treatment,2025-06-29,0,0.0
EXP001_checkout_redesign,C111772,treatment,2025-06-23,1,4250.7
EXP001_checkout_redesign,C102352,treatment,2025-06-08,1,2006.56
EXP001_checkout_redesign,C104772,treatment,2025-06-17,0,0.0
EXP001_checkout_redesign,C107032,treatment,2025-06-25,0,0.0
EXP001_checkout_redesign,C100025,treatment,2025-06-21,0,0.0
EXP001_checkout_redesign,C110073,treatment,2025-06-29,0,0.0
EXP001_checkout_redesign,C105780,treatment,2025-06-05,0,0.0
EXP001_checkout_redesign,C103941,control,2025-06-05,1,4761.3
EXP001_checkout_redesign,C109349,control,2025-06-25,1,1329.23
EXP001_checkout_redesign,C106825,control,2025-06-21,0,0.0
EXP001_checkout_redesign,C103068,treatment,2025-06-02,0,0.0
EXP001_checkout_redesign,C110885,treatment,2025-06-22,0,0.0
EXP001_checkout_redesign,C110948,control,2025-06-23,0,0.0
EXP001_checkout_redesign,C113941,control,2025-06-11,0,0.0
EXP001_checkout_redesign,C108576,control,2025-06-15,0,0.0
EXP001_checkout_redesign,C105908,control,2025-06-23,0,0.0
EXP001_checkout_redesign,C101108,control,2025-06-07,0,0.0
EXP001_checkout_redesign,C108618,control,2025-06-11,0,0.0
EXP001_checkout_redesign,C108914,control,2025-06-30,0,0.0
EXP001_checkout_redesign,C112877,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C108316,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C109079,control,2025-06-09,0,0.0
EXP001_checkout_redesign,C114068,treatment,2025-06-17,0,0.0
EXP001_checkout_redesign,C106397,treatment,2025-06-19,0,0.0
EXP001_checkout_redesign,C107702,treatment,2025-06-12,0,0.0
EXP001_checkout_redesign,C100713,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C110414,control,2025-06-16,0,0.0
EXP001_checkout_redesign,C106338,treatment,2025-06-23,0,0.0
EXP001_checkout_redesign,C106116,treatment,2025-06-02,0,0.0
EXP001_checkout_redesign,C104155,control,2025-06-26,1,2585.19
EXP001_checkout_redesign,C112244,treatment,2025-06-24,0,0.0
EXP001_checkout_redesign,C100266,treatment,2025-06-11,1,1857.63
EXP001_checkout_redesign,C105850,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C101106,treatment,2025-06-29,1,5119.07
EXP001_checkout_redesign,C105649,treatment,2025-06-06,0,0.0
EXP001_checkout_redesign,C103950,treatment,2025-06-28,0,0.0
EXP001_checkout_redesign,C112008,treatment,2025-06-25,0,0.0
EXP001_checkout_redesign,C110765,treatment,2025-06-09,0,0.0
EXP001_checkout_redesign,C113401,treatment,2025-06-09,0,0.0
EXP001_checkout_redesign,C101698,control,2025-06-25,0,0.0
EXP001_checkout_redesign,C109533,treatment,2025-06-18,0,0.0
EXP001_checkout_redesign,C112045,control,2025-06-26,1,2165.9
EXP001_checkout_redesign,C112397,control,2025-06-13,0,0.0
EXP001_checkout_redesign,C105447,control,2025-06-26,0,0.0
EXP001_checkout_redesign,C102185,treatment,2025-06-29,0,0.0
EXP001_checkout_redesign,C100726,treatment,2025-06-23,0,0.0
EXP001_checkout_redesign,C113414,treatment,2025-06-05,1,1277.51
EXP001_checkout_redesign,C108945,treatment,2025-06-25,0,0.0
EXP001_checkout_redesign,C113534,treatment,2025-06-17,0,0.0
EXP001_checkout_redesign,C110531,treatment,2025-06-26,0,0.0
EXP001_checkout_redesign,C113480,treatment,2025-06-23,1,4118.37
EXP001_checkout_redesign,C111217,treatment,2025-06-26,0,0.0
EXP001_checkout_redesign,C114221,treatment,2025-06-21,0,0.0
EXP001_checkout_redesign,C111393,control,2025-06-11,0,0.0
EXP001_checkout_redesign,C107840,treatment,2025-06-09,1,1231.8
EXP001_checkout_redesign,C110350,treatment,2025-06-23,0,0.0
EXP001_checkout_redesign,C102986,treatment,2025-06-20,1,5324.37
EXP001_checkout_redesign,C102209,control,2025-06-27,0,0.0
EXP001_checkout_redesign,C101033,treatment,2025-06-24,1,1715.54
EXP001_checkout_redesign,C114972,treatment,2025-06-09,0,0.0
EXP001_checkout_redesign,C107498,control,2025-06-09,0,0.0
EXP001_checkout_redesign,C100605,treatment,2025-06-10,0,0.0
EXP001_checkout_redesign,C104807,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C103302,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C100717,treatment,2025-06-04,1,4798.51
EXP001_checkout_redesign,C103268,treatment,2025-06-01,0,0.0
EXP001_checkout_redesign,C100686,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C105170,treatment,2025-06-24,0,0.0
EXP001_checkout_redesign,C105080,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C108444,treatment,2025-06-29,0,0.0
EXP001_checkout_redesign,C106524,control,2025-06-12,0,0.0
EXP001_checkout_redesign,C108897,treatment,2025-06-03,0,0.0
EXP001_checkout_redesign,C107756,control,2025-06-13,0,0.0
EXP001_checkout_redesign,C104150,control,2025-06-24,1,2748.03
EXP001_checkout_redesign,C100599,control,2025-06-10,0,0.0
EXP001_checkout_redesign,C112341,treatment,2025-06-09,1,1877.21
EXP001_checkout_redesign,C110598,control,2025-06-17,0,0.0
EXP001_checkout_redesign,C103131,treatment,2025-06-11,0,0.0
EXP001_checkout_redesign,C104687,treatment,2025-06-27,0,0.0
EXP001_checkout_redesign,C105848,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C100783,control,2025-06-10,0,0.0
EXP001_checkout_redesign,C110743,treatment,2025-06-24,0,0.0
EXP001_checkout_redesign,C105438,control,2025-06-18,0,0.0
EXP001_checkout_redesign,C104476,control,2025-06-14,0,0.0
EXP001_checkout_redesign,C102039,treatment,2025-06-30,1,4398.24
EXP001_checkout_redesign,C106029,control,2025-06-04,0,0.0
EXP001_checkout_redesign,C107159,treatment,2025-06-13,0,0.0
EXP001_checkout_redesign,C106553,control,2025-06-01,0,0.0
EXP001_checkout_redesign,C112178,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C107204,treatment,2025-06-02,0,0.0
EXP001_checkout_redesign,C106334,control,2025-06-03,0,0.0
EXP001_checkout_redesign,C105554,treatment,2025-06-20,0,0.0
EXP001_checkout_redesign,C103060,control,2025-06-03,1,5136.57
EXP001_checkout_redesign,C108129,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C111338,treatment,2025-06-29,0,0.0
EXP001_checkout_redesign,C108151,treatment,2025-06-07,0,0.0
EXP001_checkout_redesign,C113278,treatment,2025-06-11,1,5383.08
EXP001_checkout_redesign,C108507,treatment,2025-06-07,0,0.0
EXP001_checkout_redesign,C104369,treatment,2025-06-17,1,4972.94
EXP001_checkout_redesign,C101353,control,2025-06-21,0,0.0
EXP001_checkout_redesign,C111912,treatment,2025-06-19,0,0.0
EXP001_checkout_redesign,C106955,treatment,2025-06-12,0,0.0
EXP001_checkout_redesign,C113479,treatment,2025-06-01,1,4576.65
EXP001_checkout_redesign,C112985,treatment,2025-06-01,0,0.0
EXP001_checkout_redesign,C109870,treatment,2025-06-18,0,0.0
EXP001_checkout_redesign,C102956,treatment,2025-06-10,0,0.0
EXP001_checkout_redesign,C108937,treatment,2025-06-24,1,3235.24
EXP001_checkout_redesign,C104813,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C105262,treatment,2025-06-30,0,0.0
EXP001_checkout_redesign,C112696,control,2025-06-26,0,0.0
EXP001_checkout_redesign,C101311,control,2025-06-03,0,0.0
EXP001_checkout_redesign,C105372,control,2025-06-14,0,0.0
EXP001_checkout_redesign,C110828,control,2025-06-08,0,0.0
EXP001_checkout_redesign,C104843,treatment,2025-06-16,0,0.0
EXP001_checkout_redesign,C105021,treatment,2025-06-18,0,0.0
EXP001_checkout_redesign,C114206,control,2025-06-09,0,0.0
EXP001_checkout_redesign,C109873,treatment,2025-06-04,0,0.0
EXP001_checkout_redesign,C111758,control,2025-06-27,0,0.0
EXP001_checkout_redesign,C106981,control,2025-06-25,0,0.0
EXP001_checkout_redesign,C102730,control,2025-06-01,0,0.0
EXP001_checkout_redesign,C111301,control,2025-06-21,0,0.0
EXP001_checkout_redesign,C107272,control,2025-06-26,0,0.0
EXP001_checkout_redesign,C105759,treatment,2025-06-23,1,2681.54
EXP001_checkout_redesign,C107325,treatment,2025-06-14,0,0.0
EXP001_checkout_redesign,C112971,treatment,2025-06-11,0,0.0
EXP001_checkout_redesign,C111908,treatment,2025-06-04,0,0.0
EXP001_checkout_redesign,C105776,treatment,2025-06-28,1,1170.83
EXP001_checkout_redesign,C112613,control,2025-06-28,0,0.0
EXP001_checkout_redesign,C107126,treatment,2025-06-21,0,0.0
EXP001_checkout_redesign,C104498,control,2025-06-16,0,0.0
EXP001_checkout_redesign,C113264,treatment,2025-06-27,0,0.0
EXP001_checkout_redesign,C100939,control,2025-06-09,0,0.0
EXP001_checkout_redesign,C113793,control,2025-06-22,0,0.0
EXP001_checkout_redesign,C110996,control,2025-06-29,0,0.0
EXP001_checkout_redesign,C110445,control,2025-06-14,1,1493.74
EXP001_checkout_redesign,C106655,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C105952,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C108406,treatment,2025-06-01,0,0.0
EXP001_checkout_redesign,C112286,treatment,2025-06-20,0,0.0
EXP001_checkout_redesign,C111131,control,2025-06-26,0,0.0
EXP001_checkout_redesign,C114828,control,2025-06-19,0,0.0
EXP001_checkout_redesign,C113192,treatment,2025-06-27,0,0.0
EXP001_checkout_redesign,C102339,control,2025-06-23,0,0.0
EXP001_checkout_redesign,C109954,treatment,2025-06-07,0,0.0
EXP001_checkout_redesign,C111109,control,2025-06-22,0,0.0
EXP001_checkout_redesign,C114525,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C100570,control,2025-06-05,0,0.0
EXP001_checkout_redesign,C113553,treatment,2025-06-03,0,0.0
EXP001_checkout_redesign,C101101,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C103866,treatment,2025-06-04,0,0.0
EXP001_checkout_redesign,C110570,control,2025-06-29,0,0.0
EXP001_checkout_redesign,C106001,treatment,2025-06-05,0,0.0
EXP001_checkout_redesign,C105933,treatment,2025-06-04,0,0.0
EXP001_checkout_redesign,C106272,control,2025-06-03,0,0.0
EXP001_checkout_redesign,C109293,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C100530,control,2025-06-05,0,0.0
EXP001_checkout_redesign,C109913,treatment,2025-06-18,1,2506.52
EXP001_checkout_redesign,C102513,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C111125,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C107371,treatment,2025-06-18,0,0.0
EXP001_checkout_redesign,C106077,treatment,2025-06-30,0,0.0
EXP001_checkout_redesign,C106095,treatment,2025-06-18,0,0.0
EXP001_checkout_redesign,C107273,treatment,2025-06-08,0,0.0
EXP001_checkout_redesign,C101259,control,2025-06-12,0,0.0
EXP001_checkout_redesign,C109403,control,2025-06-23,0,0.0
EXP001_checkout_redesign,C102255,control,2025-06-09,0,0.0
EXP001_checkout_redesign,C108674,control,2025-06-19,0,0.0
EXP001_checkout_redesign,C106012,control,2025-06-01,0,0.0
EXP001_checkout_redesign,C106521,control,2025-06-22,0,0.0
EXP001_checkout_redesign,C105150,control,2025-06-25,0,0.0
EXP001_checkout_redesign,C110642,treatment,2025-06-29,0,0.0
EXP001_checkout_redesign,C104566,treatment,2025-06-17,0,0.0
EXP001_checkout_redesign,C104089,treatment,2025-06-01,0,0.0
EXP001_checkout_redesign,C114090,treatment,2025-06-20,0,0.0
EXP001_checkout_redesign,C100424,treatment,2025-06-26,0,0.0
EXP001_checkout_redesign,C112053,control,2025-06-17,0,0.0
EXP001_checkout_redesign,C103048,control,2025-06-25,0,0.0
EXP001_checkout_redesign,C108176,control,2025-06-06,0,0.0
EXP001_checkout_redesign,C108482,treatment,2025-06-05,0,0.0
EXP001_checkout_redesign,C106340,control,2025-06-27,0,0.0
EXP001_checkout_redesign,C113117,treatment,2025-06-05,0,0.0
EXP001_checkout_redesign,C101929,treatment,2025-06-11,0,0.0
EXP001_checkout_redesign,C104288,control,2025-06-11,0,0.0
EXP001_checkout_redesign,C104264,treatment,2025-06-11,1,5584.48
EXP001_checkout_redesign,C111534,treatment,2025-06-12,0,0.0
EXP001_checkout_redesign,C107311,control,2025-06-12,0,0.0
EXP001_checkout_redesign,C103515,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C110024,control,2025-06-03,0,0.0
EXP001_checkout_redesign,C104678,control,2025-06-28,1,1620.88
EXP001_checkout_redesign,C113500,treatment,2025-06-07,0,0.0
EXP001_checkout_redesign,C108047,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C103279,control,2025-06-14,0,0.0
EXP001_checkout_redesign,C102009,control,2025-06-22,0,0.0
EXP001_checkout_redesign,C114105,control,2025-06-16,0,0.0
EXP001_checkout_redesign,C113840,treatment,2025-06-24,0,0.0
EXP001_checkout_redesign,C107406,treatment,2025-06-14,0,0.0
EXP001_checkout_redesign,C102828,treatment,2025-06-17,0,0.0
EXP001_checkout_redesign,C111687,control,2025-06-15,0,0.0
EXP001_checkout_redesign,C107292,control,2025-06-11,0,0.0
EXP001_checkout_redesign,C101438,treatment,2025-06-13,0,0.0
EXP001_checkout_redesign,C111172,treatment,2025-06-06,0,0.0
EXP001_checkout_redesign,C105236,control,2025-06-17,1,2513.19
EXP001_checkout_redesign,C110941,treatment,2025-06-12,0,0.0
EXP001_checkout_redesign,C105692,control,2025-06-28,0,0.0
EXP001_checkout_redesign,C111625,control,2025-06-28,0,0.0
EXP001_checkout_redesign,C101063,treatment,2025-06-24,0,0.0
EXP001_checkout_redesign,C109011,treatment,2025-06-04,0,0.0
EXP001_checkout_redesign,C108882,control,2025-06-21,0,0.0
EXP001_checkout_redesign,C104757,control,2025-06-10,0,0.0
EXP001_checkout_redesign,C104914,treatment,2025-06-18,0,0.0
EXP001_checkout_redesign,C102580,treatment,2025-06-19,0,0.0
EXP001_checkout_redesign,C113930,treatment,2025-06-07,0,0.0
EXP001_checkout_redesign,C112414,control,2025-06-23,0,0.0
EXP001_checkout_redesign,C111472,treatment,2025-06-30,0,0.0
EXP001_checkout_redesign,C110448,treatment,2025-06-12,0,0.0
EXP001_checkout_redesign,C102852,treatment,2025-06-11,0,0.0
EXP001_checkout_redesign,C105922,control,2025-06-24,0,0.0
EXP001_checkout_redesign,C108335,control,2025-06-29,0,0.0
EXP001_checkout_redesign,C114079,control,2025-06-03,0,0.0
EXP001_checkout_redesign,C114225,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C103292,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C102275,treatment,2025-06-22,0,0.0
EXP001_checkout_redesign,C114532,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C108094,treatment,2025-06-27,0,0.0
EXP001_checkout_redesign,C113077,control,2025-06-15,0,0.0
EXP001_checkout_redesign,C113874,control,2025-06-04,0,0.0
EXP001_checkout_redesign,C109077,control,2025-06-25,1,2561.69
EXP001_checkout_redesign,C109376,treatment,2025-06-26,0,0.0
EXP001_checkout_redesign,C106044,control,2025-06-03,1,4949.84
EXP001_checkout_redesign,C114926,treatment,2025-06-17,0,0.0
EXP001_checkout_redesign,C114470,treatment,2025-06-02,0,0.0
EXP001_checkout_redesign,C102126,control,2025-06-26,0,0.0
EXP001_checkout_redesign,C110026,treatment,2025-06-29,0,0.0
EXP001_checkout_redesign,C101412,treatment,2025-06-10,0,0.0
EXP001_checkout_redesign,C101077,control,2025-06-07,0,0.0
EXP001_checkout_redesign,C114325,treatment,2025-06-09,0,0.0
EXP001_checkout_redesign,C113273,control,2025-06-25,0,0.0
EXP001_checkout_redesign,C111746,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C111777,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C107842,treatment,2025-06-08,0,0.0
EXP001_checkout_redesign,C108612,treatment,2025-06-17,0,0.0
EXP001_checkout_redesign,C113113,treatment,2025-06-27,1,4676.4
EXP001_checkout_redesign,C106708,control,2025-06-11,0,0.0
EXP001_checkout_redesign,C109419,control,2025-06-16,0,0.0
EXP001_checkout_redesign,C101208,treatment,2025-06-30,0,0.0
EXP001_checkout_redesign,C102053,control,2025-06-22,0,0.0
EXP001_checkout_redesign,C105194,treatment,2025-06-30,0,0.0
EXP001_checkout_redesign,C110524,control,2025-06-24,0,0.0
EXP001_checkout_redesign,C112876,treatment,2025-06-18,0,0.0
EXP001_checkout_redesign,C107372,treatment,2025-06-24,0,0.0
EXP001_checkout_redesign,C107632,treatment,2025-06-04,0,0.0
EXP001_checkout_redesign,C111142,treatment,2025-06-18,0,0.0
EXP001_checkout_redesign,C108476,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C105644,control,2025-06-08,0,0.0
EXP001_checkout_redesign,C102102,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C109032,treatment,2025-06-13,0,0.0
EXP001_checkout_redesign,C110482,control,2025-06-04,0,0.0
EXP001_checkout_redesign,C109630,treatment,2025-06-29,0,0.0
EXP001_checkout_redesign,C102981,control,2025-06-14,0,0.0
EXP001_checkout_redesign,C102114,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C107088,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C114590,control,2025-06-24,1,972.95
EXP001_checkout_redesign,C100907,control,2025-06-23,0,0.0
EXP001_checkout_redesign,C102034,control,2025-06-05,0,0.0
EXP001_checkout_redesign,C108488,control,2025-06-24,0,0.0
EXP001_checkout_redesign,C102507,treatment,2025-06-15,0,0.0
EXP001_checkout_redesign,C113743,treatment,2025-06-18,0,0.0
EXP001_checkout_redesign,C114622,control,2025-06-03,0,0.0
EXP001_checkout_redesign,C102653,control,2025-06-20,0,0.0
EXP001_checkout_redesign,C105286,treatment,2025-06-10,0,0.0
EXP001_checkout_redesign,C111621,treatment,2025-06-05,0,0.0
EXP001_checkout_redesign,C103694,treatment,2025-06-05,0,0.0
EXP001_checkout_redesign,C105669,control,2025-06-15,0,0.0
EXP001_checkout_redesign,C108501,control,2025-06-01,0,0.0
EXP001_checkout_redesign,C104653,treatment,2025-06-01,0,0.0
EXP001_checkout_redesign,C101292,control,2025-06-16,0,0.0
EXP001_checkout_redesign,C104105,treatment,2025-06-28,0,0.0
EXP001_checkout_redesign,C103216,treatment,2025-06-27,0,0.0
EXP001_checkout_redesign,C110404,control,2025-06-17,0,0.0
EXP001_checkout_redesign,C113636,treatment,2025-06-14,0,0.0
EXP001_checkout_redesign,C104496,control,2025-06-15,0,0.0
EXP001_checkout_redesign,C102050,treatment,2025-06-14,0,0.0
EXP001_checkout_redesign,C113771,treatment,2025-06-21,0,0.0
EXP001_checkout_redesign,C112882,control,2025-06-02,0,0.0
EXP001_checkout_redesign,C110066,treatment,2025-06-03,0,0.0
EXP001_checkout_redesign,C108740,treatment,2025-06-24,1,1232.64
EXP001_checkout_redesign,C114274,treatment,2025-06-12,1,4665.56
EXP001_checkout_redesign,C108234,treatment,2025-06-26,0,0.0
EXP001_checkout_redesign,C114804,treatment,2025-06-24,0,0.0
EXP001_checkout_redesign,C102762,treatment,2025-06-28,0,0.0
EXP001_checkout_redesign,C109696,treatment,2025-06-26,0,0.0
EXP001_checkout_redesign,C109513,control,2025-06-02,0,0.0
