order_item_id,order_id,product_id,quantity,unit_price
OI23287,O511767,P2190,1,7127.66
OI23288,O511767,P2586,1,6671.85
OI23289,O511768,P2623,1,3361.59
OI23290,O511768,P2418,1,14745.7
OI23291,O511768,P2405,1,13848.65
OI23292,O511768,P2078,1,16205.06
OI23293,O511769,P2180,1,14978.31
OI23294,O511769,P2612,1,15228.18
OI23295,O511769,P2690,1,4577.87
OI23296,O511770,P2429,1,9713.41
OI23297,O511770,P2715,1,17011.62
OI23298,O511771,P2102,1,17987.57
OI23299,O511771,P2071,2,18169.32
OI23300,O511772,P2665,3,9647.2
OI23301,O511772,P2718,1,8347.2
OI23302,O511772,P2446,1,13818.12
OI23303,O511772,P2076,1,5516.97
OI23304,O511773,P2302,1,15279.44
OI23305,O511774,P2454,1,4299.12
OI23306,O511774,P2121,1,18422.05
OI23307,O511774,P2341,1,13305.57
OI23308,O511775,P2744,1,9109.13
OI23309,O511776,P2325,1,1686.5
OI23310,O511777,P2561,1,20493.87
OI23311,O511777,P2737,1,10725.57
OI23312,O511777,P2678,1,15346.38
OI23313,O511777,P2750,1,8056.85
OI23314,O511778,P2136,2,4379.71
OI23315,O511778,P2789,1,17983.47
OI23316,O511778,P2774,1,7416.02
OI23317,O511779,P2790,1,10999.56
OI23318,O511779,P2036,1,2112.97
OI23319,O511780,P2750,1,8002.97
OI23320,O511780,P2291,1,9333.59
OI23321,O511780,P2501,1,6498.26
OI23322,O511780,P2275,1,1995.57
OI23323,O511781,P2570,1,11481.08
OI23324,O511781,P2485,1,2544.87
OI23325,O511781,P2413,1,9454.38
OI23326,O511782,P2574,1,21293.85
OI23327,O511783,P2574,1,19798.34
OI23328,O511783,P2487,1,7386.78
OI23329,O511784,P2212,2,2229.83
OI23330,O511785,P2206,1,5272.57
OI23331,O511786,P2327,1,7033.1
OI23332,O511787,P2172,1,12520.38
OI23333,O511788,P2595,1,10538.19
OI23334,O511788,P2593,1,13706.73
OI23335,O511789,P2320,2,1541.2
OI23336,O511789,P2725,3,8457.91
OI23337,O511790,P2692,1,13608.76
OI23338,O511791,P2218,1,19815.23
OI23339,O511792,P2247,1,9065.54
OI23340,O511793,P2532,1,8604.93
OI23341,O511794,P2010,1,12343.24
OI23342,O511795,P2612,1,15456.92
OI23343,O511795,P2188,1,9905.65
OI23344,O511796,P2244,1,14854.64
OI23345,O511797,P2444,1,18509.91
OI23346,O511797,P2587,1,13013.38
OI23347,O511797,P2549,1,17839.42
OI23348,O511797,P2542,1,2688.44
OI23349,O511797,P2673,1,3654.69
OI23350,O511798,P2331,1,15295.3
OI23351,O511799,P2635,1,4233.83
OI23352,O511799,P2400,1,8973.91
OI23353,O511800,P2697,1,13937.91
OI23354,O511800,P2505,1,15146.06
OI23355,O511801,P2264,1,6069.34
OI23356,O511802,P2287,1,12023.91
OI23357,O511803,P2225,1,1516.44
OI23358,O511804,P2226,1,12894.87
OI23359,O511804,P2374,1,1495.4
OI23360,O511805,P2755,1,16647.61
OI23361,O511805,P2352,1,13117.18
OI23362,O511805,P2064,1,0.0
OI23363,O511806,P2069,1,18730.07
OI23364,O511806,P2187,1,17211.01
OI23365,O511807,P2445,1,11712.3
OI23366,O511807,P2082,1,16150.34
OI23367,O511807,P2703,2,17136.67
OI23368,O511808,P2553,1,12475.47
OI23369,O511809,P2240,1,3504.12
OI23370,O511809,P2160,1,9688.29
OI23371,O511809,P2647,1,19728.34
OI23372,O511809,P2290,1,16952.91
OI23373,O511809,P2380,1,7778.94
OI23374,O511810,P2527,1,17161.15
OI23375,O511811,P2025,1,13117.22
OI23376,O511811,P2171,1,9610.87
OI23377,O511812,P2112,1,12681.68
OI23378,O511813,P2343,1,6694.96
OI23379,O511814,P2122,1,19537.62
OI23380,O511814,P2215,1,11627.46
OI23381,O511815,P2773,1,7549.25
OI23382,O511816,P2443,1,1827.66
OI23383,O511816,P2491,1,16851.72
OI23384,O511817,P2580,1,11972.11
OI23385,O511817,P2114,1,16921.28
OI23386,O511818,P2183,1,6770.55
OI23387,O511818,P2793,1,15453.39
OI23388,O511819,P2379,1,17190.19
OI23389,O511820,P2740,1,9587.59
OI23390,O511821,P2009,3,482.99
OI23391,O511822,P2786,1,16922.52
OI23392,O511822,P2253,2,13943.3
OI23393,O511822,P2554,1,19491.55
OI23394,O511823,P2426,1,8301.92
OI23395,O511824,P2050,1,17874.24
OI23396,O511825,P2246,1,3558.0
OI23397,O511825,P2483,1,2247.64
OI23398,O511825,P2603,1,11571.98
OI23399,O511825,P2468,1,6331.61
OI23400,O511826,P2614,1,6245.84
OI23401,O511827,P2510,2,4245.79
OI23402,O511827,P2236,2,9773.84
OI23403,O511828,P2464,1,19221.23
OI23404,O511829,P2300,1,5367.52
OI23405,O511830,P2220,1,908.87
OI23406,O511830,P2343,1,6736.79
OI23407,O511830,P2732,1,18006.51
OI23408,O511831,P2793,1,15129.58
OI23409,O511831,P2531,1,8549.4
OI23410,O511832,P2548,1,14565.05
OI23411,O511833,P2695,1,0.0
OI23412,O511833,P2752,2,6222.21
OI23413,O511834,P2319,1,15164.4
OI23414,O511835,P2607,1,11802.01
OI23415,O511836,P2341,1,13460.46
OI23416,O511836,P2731,1,734.39
OI23417,O511837,P2379,1,16681.18
OI23418,O511838,P2302,1,14377.99
OI23419,O511839,P2588,2,1684.43
OI23420,O511840,P2428,1,14465.92
OI23421,O511841,P2002,1,16641.35
OI23422,O511841,P2096,1,6671.49
OI23423,O511841,P2006,1,9601.09
OI23424,O511842,P2266,1,14692.63
OI23425,O511843,P2526,1,3500.4
OI23426,O511844,P2476,1,9732.92
OI23427,O511845,P2274,1,5464.76
OI23428,O511845,P2644,1,4501.28
OI23429,O511846,P2082,1,16748.19
OI23430,O511846,P2285,1,11788.05
OI23431,O511846,P2498,1,19533.32
OI23432,O511847,P2022,1,9734.76
OI23433,O511847,P2221,1,13497.88
OI23434,O511847,P2565,1,6559.14
OI23435,O511847,P2497,1,16991.09
OI23436,O511848,P2322,1,13441.81
OI23437,O511848,P2190,1,7144.04
OI23438,O511848,P2151,3,15137.25
OI23439,O511848,P2290,1,17350.65
OI23440,O511849,P2593,1,14705.06
OI23441,O511850,P2379,1,16309.7
OI23442,O511850,P2087,1,9400.46
OI23443,O511851,P2789,1,18432.63
OI23444,O511851,P2561,1,20594.6
OI23445,O511852,P2166,2,6919.86
OI23446,O511852,P2424,1,9757.57
OI23447,O511852,P2747,1,8486.18
OI23448,O511853,P2508,1,6599.44
OI23449,O511853,P2738,1,3370.49
OI23450,O511853,P2198,1,12586.25
OI23451,O511853,P2162,1,10851.47
OI23452,O511854,P2536,1,7388.14
OI23453,O511854,P2358,1,10997.1
OI23454,O511854,P2458,1,9101.97
OI23455,O511855,P2684,3,20840.24
OI23456,O511856,P2623,1,3632.02
OI23457,O511857,P2070,1,17969.63
OI23458,O511858,P2069,1,20180.29
OI23459,O511858,P2257,1,3751.73
OI23460,O511858,P2539,1,11908.45
OI23461,O511858,P2737,1,11038.64
OI23462,O511859,P2024,1,3378.7
OI23463,O511860,P2180,1,15186.94
OI23464,O511860,P2640,2,18329.47
OI23465,O511860,P2029,1,13137.5
OI23466,O511861,P2552,1,10288.93
OI23467,O511862,P2182,1,331.39
OI23468,O511862,P2551,1,7627.56
OI23469,O511863,P2310,1,404.82
OI23470,O511863,P2217,1,3237.58
OI23471,O511864,P2066,1,2047.49
OI23472,O511864,P2716,1,3124.03
OI23473,O511865,P2559,1,6704.95
OI23474,O511866,P2781,1,4662.88
OI23475,O511867,P2244,3,15109.07
OI23476,O511867,P2769,1,12331.07
OI23477,O511868,P2544,1,18248.4
OI23478,O511869,P2251,1,20038.86
OI23479,O511870,P2498,1,18924.53
OI23480,O511870,P2474,1,1558.59
OI23481,O511870,P2009,1,514.97
OI23482,O511870,P2127,1,13464.98
OI23483,O511871,P2404,1,10628.17
OI23484,O511871,P2273,1,15612.08
OI23485,O511872,P2569,1,8519.25
OI23486,O511873,P2244,1,14633.69
OI23487,O511873,P2650,1,6759.19
OI23488,O511873,P2741,1,14340.49
OI23489,O511874,P2412,1,3858.23
OI23490,O511874,P2002,1,17490.38
OI23491,O511874,P2355,1,10202.82
OI23492,O511875,P2271,2,18722.62
OI23493,O511875,P2506,1,14211.85
OI23494,O511876,P2270,1,10811.69
OI23495,O511877,P2522,1,19336.87
OI23496,O511878,P2529,1,6440.38
OI23497,O511878,P2637,1,9125.3
OI23498,O511878,P2553,2,11979.39
OI23499,O511879,P2450,1,2604.71
OI23500,O511879,P2240,1,3276.38
OI23501,O511879,P2456,1,2919.38
OI23502,O511880,P2198,1,13626.53
OI23503,O511881,P2635,1,4155.12
OI23504,O511881,P2427,3,14983.1
OI23505,O511881,P2332,1,20249.91
OI23506,O511882,P2039,1,10136.56
OI23507,O511882,P2493,1,4741.5
OI23508,O511882,P2475,1,5052.15
OI23509,O511883,P2445,1,11712.3
OI23510,O511883,P2642,2,4777.54
OI23511,O511883,P2431,1,3001.62
OI23512,O511884,P2397,3,8170.48
OI23513,O511885,P2547,1,9975.55
OI23514,O511885,P2378,1,10900.73
OI23515,O511886,P2576,1,11301.67
OI23516,O511886,P2404,1,10094.19
OI23517,O511886,P2348,1,13982.02
OI23518,O511886,P2415,1,9945.87
OI23519,O511887,P2434,1,12608.16
OI23520,O511887,P2283,3,5886.32
OI23521,O511887,P2626,3,4286.76
OI23522,O511888,P2512,1,13570.23
OI23523,O511888,P2719,1,230.53
OI23524,O511889,P2509,1,2498.03
OI23525,O511890,P2500,1,10910.31
OI23526,O511890,P2767,3,4145.43
OI23527,O511890,P2200,1,13639.62
OI23528,O511890,P2320,1,1571.83
OI23529,O511891,P2645,1,7527.95
OI23530,O511892,P2151,1,15066.6
OI23531,O511893,P2242,2,17628.31
OI23532,O511894,P2087,1,9519.08
OI23533,O511895,P2594,1,19282.5
OI23534,O511896,P2761,1,13845.46
OI23535,O511896,P2585,1,10799.72
OI23536,O511897,P2496,1,4276.61
OI23537,O511897,P2444,1,18234.97
OI23538,O511897,P2070,1,17203.39
OI23539,O511898,P2429,1,8818.22
OI23540,O511899,P2319,3,15955.22
OI23541,O511899,P2127,1,13782.81
OI23542,O511900,P2542,1,2792.07
OI23543,O511900,P2719,1,237.97
OI23544,O511901,P2250,3,7129.44
OI23545,O511901,P2205,1,11827.94
OI23546,O511901,P2792,1,8420.51
OI23547,O511901,P2015,1,5748.72
OI23548,O511901,P2526,1,3567.58
OI23549,O511902,P2108,1,8331.34
OI23550,O511902,P2035,1,14360.75
OI23551,O511903,P2222,1,240.51
OI23552,O511903,P2248,1,13585.62
OI23553,O511904,P2374,1,1433.79
OI23554,O511905,P2656,1,17495.2
OI23555,O511905,P2488,2,14347.12
OI23556,O511906,P2615,1,16991.79
OI23557,O511907,P2605,1,3787.84
OI23558,O511908,P2643,1,14386.87
OI23559,O511908,P2598,1,13153.31
OI23560,O511909,P2121,1,18219.03
OI23561,O511909,P2156,1,12416.19
OI23562,O511910,P2192,1,20597.1
OI23563,O511910,P2280,2,3011.34
OI23564,O511911,P2609,2,7696.41
OI23565,O511912,P2204,1,3661.36
OI23566,O511912,P2353,2,20668.73
OI23567,O511913,P2368,1,16292.7
OI23568,O511914,P2203,1,14342.07
OI23569,O511915,P2483,1,2460.43
OI23570,O511915,P2386,2,3577.44
OI23571,O511915,P2273,1,15873.8
OI23572,O511915,P2216,1,2289.28
OI23573,O511916,P2177,1,16551.96
OI23574,O511917,P2369,1,13107.07
OI23575,O511917,P2591,1,3991.78
OI23576,O511918,P2433,1,303.86
OI23577,O511918,P2346,1,6486.36
OI23578,O511919,P2760,3,9342.15
OI23579,O511920,P2098,2,13210.42
OI23580,O511920,P2332,1,19494.91
OI23581,O511921,P2513,1,18098.27
OI23582,O511921,P2261,1,1558.55
OI23583,O511922,P2603,1,11891.54
OI23584,O511923,P2547,1,10520.89
OI23585,O511924,P2618,1,5793.24
OI23586,O511925,P2581,1,4827.42
OI23587,O511925,P2563,1,13003.24
OI23588,O511925,P2761,1,13758.81
OI23589,O511925,P2553,1,12106.4
OI23590,O511925,P2579,1,908.68
OI23591,O511926,P2036,1,2090.99
OI23592,O511927,P2555,1,11694.61
OI23593,O511927,P2691,1,17046.4
OI23594,O511928,P2232,1,2857.33
OI23595,O511928,P2434,1,12290.73
OI23596,O511928,P2569,1,8755.65
OI23597,O511928,P2599,1,16984.46
OI23598,O511929,P2069,1,19166.88
OI23599,O511930,P2388,1,8795.77
OI23600,O511930,P2637,1,8864.27
OI23601,O511930,P2262,1,14659.37
OI23602,O511931,P2395,1,6226.81
OI23603,O511932,P2710,1,899.7
OI23604,O511932,P2745,2,17144.21
OI23605,O511933,P2463,1,14551.9
OI23606,O511934,P2075,1,8683.59
OI23607,O511934,P2073,1,13358.38
OI23608,O511934,P2234,1,3737.59
OI23609,O511935,P2792,2,8936.1
OI23610,O511935,P2530,1,4786.05
OI23611,O511935,P2096,1,6324.01
OI23612,O511935,P2373,3,14123.95
OI23613,O511936,P2411,1,4560.46
OI23614,O511937,P2645,1,7483.45
OI23615,O511938,P2188,1,9228.73
OI23616,O511938,P2313,1,9997.57
OI23617,O511938,P2377,1,8738.58
OI23618,O511939,P2574,1,20503.67
OI23619,O511940,P2478,2,8932.11
OI23620,O511940,P2067,1,0.0
OI23621,O511941,P2784,1,5168.87
OI23622,O511941,P2783,1,15310.6
OI23623,O511942,P2293,1,17187.26
OI23624,O511942,P2585,1,10382.25
OI23625,O511942,P2790,1,10839.21
OI23626,O511942,P2148,1,19800.09
OI23627,O511942,P2383,1,17426.5
OI23628,O511943,P2562,1,18986.45
OI23629,O511944,P2591,1,4146.56
OI23630,O511944,P2001,1,11706.88
OI23631,O511945,P2715,1,16298.37
OI23632,O511946,P2044,1,14764.24
OI23633,O511947,P2559,1,6796.9
OI23634,O511947,P2173,1,9371.99
OI23635,O511948,P2404,1,10390.55
OI23636,O511948,P2215,1,12345.56
OI23637,O511948,P2179,1,6829.47
OI23638,O511948,P2597,1,12750.99
OI23639,O511948,P2315,1,15835.64
OI23640,O511949,P2368,1,16238.37
OI23641,O511949,P2528,2,3664.11
OI23642,O511949,P2786,1,16116.5
OI23643,O511950,P2210,1,16877.13
OI23644,O511950,P2333,1,14439.99
OI23645,O511950,P2109,1,1810.49
OI23646,O511951,P2726,1,2120.98
OI23647,O511952,P2554,1,19108.66
OI23648,O511952,P2308,1,20621.29
OI23649,O511953,P2423,1,15708.05
OI23650,O511953,P2630,1,6190.15
OI23651,O511954,P2274,1,5506.65
OI23652,O511955,P2375,1,14656.08
OI23653,O511956,P2497,1,16792.1
OI23654,O511956,P2642,1,4730.98
OI23655,O511957,P2283,1,5529.22
OI23656,O511957,P2284,1,15704.05
OI23657,O511957,P2660,1,1329.66
OI23658,O511957,P2705,1,16202.38
OI23659,O511957,P2215,1,12128.8
OI23660,O511958,P2039,1,10531.65
OI23661,O511958,P2195,1,4551.49
OI23662,O511959,P2090,1,11275.9
OI23663,O511960,P2461,1,12615.59
OI23664,O511960,P2582,1,16383.6
OI23665,O511960,P2539,1,12289.52
OI23666,O511960,P2422,1,13391.57
OI23667,O511961,P2659,1,13688.03
OI23668,O511961,P2383,1,16191.19
OI23669,O511961,P2096,1,6302.29
OI23670,O511962,P2530,1,4460.01
OI23671,O511963,P2577,1,9011.12
OI23672,O511964,P2739,1,12705.34
OI23673,O511965,P2768,1,14718.57
OI23674,O511965,P2773,1,7156.0
OI23675,O511966,P2626,1,4173.75
OI23676,O511967,P2094,1,1098.66
OI23677,O511968,P2575,1,5915.27
OI23678,O511968,P2341,1,12852.58
OI23679,O511968,P2440,1,18315.2
OI23680,O511969,P2665,1,10026.22
OI23681,O511970,P2538,1,9188.04
OI23682,O511971,P2649,1,1394.87
OI23683,O511971,P2309,1,11680.99
OI23684,O511971,P2181,1,12923.61
OI23685,O511972,P2724,3,10450.61
OI23686,O511972,P2423,1,16587.42
OI23687,O511972,P2765,1,5671.16
OI23688,O511972,P2471,3,15289.93
OI23689,O511972,P2096,3,6660.83
OI23690,O511973,P2591,1,3988.99
OI23691,O511973,P2396,1,3654.18
OI23692,O511973,P2475,1,5168.36
OI23693,O511973,P2192,1,19152.55
OI23694,O511974,P2795,1,14187.42
OI23695,O511974,P2720,1,9312.13
OI23696,O511974,P2066,1,2115.82
OI23697,O511974,P2649,1,1343.49
OI23698,O511974,P2647,1,20654.68
OI23699,O511975,P2750,1,8272.68
OI23700,O511976,P2296,2,2804.63
OI23701,O511977,P2037,1,7538.13
OI23702,O511978,P2168,1,12176.91
OI23703,O511979,P2415,2,9879.46
OI23704,O511979,P2606,1,8436.31
OI23705,O511980,P2082,1,16266.5
OI23706,O511980,P2390,1,15727.32
OI23707,O511980,P2116,1,14213.96
OI23708,O511981,P2700,1,3834.51
OI23709,O511982,P2588,1,1774.2
OI23710,O511982,P2203,1,14864.88
OI23711,O511983,P2345,2,470.94
OI23712,O511984,P2062,1,12747.9
OI23713,O511984,P2524,1,3023.38
OI23714,O511984,P2689,1,15078.41
OI23715,O511985,P2769,1,11606.03
OI23716,O511986,P2447,1,7689.97
OI23717,O511987,P2278,3,206.18
OI23718,O511987,P2332,1,20880.06
OI23719,O511988,P2279,1,15873.76
OI23720,O511989,P2756,1,11535.74
OI23721,O511990,P2480,1,13624.67
OI23722,O511990,P2226,1,13263.96
OI23723,O511991,P2468,1,6607.45
OI23724,O511992,P2797,3,14953.68
OI23725,O511993,P2317,1,2306.21
OI23726,O511993,P2218,2,19752.81
OI23727,O511993,P2606,1,9158.8
OI23728,O511994,P2033,3,14037.74
OI23729,O511994,P2239,1,17796.42
OI23730,O511994,P2382,1,12919.56
OI23731,O511995,P2212,1,2173.61
OI23732,O511995,P2533,1,21901.4
OI23733,O511995,P2202,1,197.04
OI23734,O511995,P2158,1,763.51
OI23735,O511996,P2250,1,7233.88
OI23736,O511997,P2543,1,3646.8
OI23737,O511998,P2749,1,8592.67
OI23738,O511998,P2567,1,4859.6
OI23739,O511999,P2331,1,15691.1
OI23740,O511999,P2547,1,10283.96
OI23741,O512000,P2248,1,13841.1
OI23742,O512001,P2626,1,4152.06
OI23743,O512001,P2414,1,6751.99
OI23744,O512002,P2118,2,9158.24
OI23745,O512002,P2374,1,1412.82
OI23746,O512002,P2391,2,3834.59
OI23747,O512003,P2146,1,6908.01
OI23748,O512004,P2560,1,9111.18
OI23749,O512004,P2741,3,12962.32
OI23750,O512005,P2209,1,13078.12
OI23751,O512005,P2307,1,4782.7
OI23752,O512005,P2767,1,4246.53
OI23753,O512006,P2469,1,103.63
OI23754,O512006,P2441,1,11258.26
OI23755,O512006,P2416,1,18290.66
OI23756,O512007,P2115,1,14295.33
OI23757,O512008,P2259,1,12104.36
OI23758,O512008,P2193,1,6824.19
OI23759,O512009,P2608,1,1257.33
OI23760,O512009,P2613,1,12142.12
OI23761,O512009,P2695,1,0.0
OI23762,O512010,P2034,1,2528.5
OI23763,O512010,P2118,1,9432.78
OI23764,O512010,P2339,1,18604.34
OI23765,O512010,P2381,1,14893.6
OI23766,O512011,P2762,1,12834.36
OI23767,O512011,P2288,1,10892.21
OI23768,O512011,P2463,1,14829.6
OI23769,O512012,P2100,1,17790.66
OI23770,O512012,P2177,1,15647.32
OI23771,O512013,P2773,1,7475.14
OI23772,O512014,P2616,1,13152.69
OI23773,O512014,P2139,1,7271.76
OI23774,O512014,P2680,1,12527.76
OI23775,O512014,P2737,1,10222.82
OI23776,O512015,P2627,1,12204.1
OI23777,O512016,P2605,1,3743.83
OI23778,O512016,P2232,1,2900.49
OI23779,O512016,P2032,1,11801.46
OI23780,O512017,P2382,1,13396.56
OI23781,O512017,P2115,1,14204.44
OI23782,O512018,P2557,2,11959.6
OI23783,O512018,P2010,1,12288.13
OI23784,O512019,P2463,1,14486.18
OI23785,O512019,P2484,1,4454.97
OI23786,O512020,P2372,1,8876.78
OI23787,O512020,P2566,1,9524.88
OI23788,O512020,P2324,1,4497.07
OI23789,O512021,P2104,1,13733.66
OI23790,O512021,P2719,1,240.54
OI23791,O512022,P2770,1,5003.08
OI23792,O512022,P2630,1,5821.97
OI23793,O512022,P2378,1,10610.04
OI23794,O512023,P2347,1,3001.21
OI23795,O512023,P2312,1,15195.56
OI23796,O512023,P2059,2,3847.34
OI23797,O512024,P2260,1,2388.08
OI23798,O512025,P2143,1,14060.84
OI23799,O512025,P2641,1,6995.62
OI23800,O512025,P2241,1,13383.04
OI23801,O512026,P2514,1,1381.12
OI23802,O512027,P2145,1,10434.97
OI23803,O512028,P2328,1,5484.69
OI23804,O512029,P2370,1,5050.57
OI23805,O512030,P2732,1,17900.6
OI23806,O512030,P2566,1,8893.69
OI23807,O512031,P2204,1,3693.84
OI23808,O512032,P2432,2,1179.55
OI23809,O512032,P2006,2,8943.82
OI23810,O512032,P2050,1,16653.54
OI23811,O512032,P2360,1,18992.74
OI23812,O512033,P2068,1,17321.38
OI23813,O512034,P2303,1,1385.16
OI23814,O512034,P2025,1,11979.05
OI23815,O512035,P2730,1,13336.62
OI23816,O512035,P2083,1,12586.55
OI23817,O512035,P2213,1,16746.07
OI23818,O512035,P2283,1,5874.36
OI23819,O512036,P2468,1,6233.38
OI23820,O512037,P2324,3,4394.27
OI23821,O512038,P2285,2,12581.51
OI23822,O512039,P2411,1,4470.85
OI23823,O512040,P2405,1,14198.28
OI23824,O512040,P2625,1,2018.93
OI23825,O512040,P2017,1,20019.33
OI23826,O512041,P2265,1,10682.0
OI23827,O512042,P2162,1,10394.72
OI23828,O512043,P2478,1,8747.95
OI23829,O512044,P2446,1,13418.44
OI23830,O512044,P2053,1,12829.79
OI23831,O512044,P2445,1,11079.43
OI23832,O512045,P2621,1,6984.04
OI23833,O512045,P2025,1,12414.79
OI23834,O512045,P2584,1,650.22
OI23835,O512045,P2356,1,16872.95
OI23836,O512046,P2399,1,3236.51
OI23837,O512046,P2650,1,6803.39
OI23838,O512046,P2018,1,18830.97
OI23839,O512046,P2236,1,10443.72
OI23840,O512046,P2200,1,14080.57
OI23841,O512047,P2254,2,1367.15
OI23842,O512048,P2206,1,4998.12
OI23843,O512048,P2240,1,3269.61
OI23844,O512048,P2285,1,12660.39
OI23845,O512048,P2383,2,16286.85
OI23846,O512049,P2798,3,18297.77
OI23847,O512049,P2107,1,8203.98
OI23848,O512050,P2277,1,10973.24
OI23849,O512050,P2418,1,15892.92
OI23850,O512051,P2489,1,7283.43
OI23851,O512051,P2159,1,4702.84
OI23852,O512051,P2778,1,7342.9
OI23853,O512051,P2752,1,6074.29
OI23854,O512052,P2690,1,4163.51
OI23855,O512053,P2150,2,7740.4
OI23856,O512053,P2270,1,11286.94
OI23857,O512053,P2011,1,18765.6
OI23858,O512054,P2286,1,15544.65
OI23859,O512055,P2491,1,16345.12
OI23860,O512055,P2611,1,3123.48
OI23861,O512056,P2438,1,10923.16
OI23862,O512057,P2108,1,8818.97
OI23863,O512058,P2442,1,10133.65
OI23864,O512058,P2523,1,4087.12
OI23865,O512059,P2062,1,11960.8
OI23866,O512060,P2793,1,15560.39
OI23867,O512061,P2322,1,13878.11
OI23868,O512062,P2529,1,6473.04
OI23869,O512063,P2532,1,8643.27
OI23870,O512064,P2235,1,8680.34
OI23871,O512064,P2771,1,7383.39
OI23872,O512065,P2759,1,13163.36
OI23873,O512065,P2066,1,2114.88
OI23874,O512065,P2403,1,17038.74
OI23875,O512065,P2457,1,12710.08
OI23876,O512066,P2390,2,15588.87
OI23877,O512067,P2429,1,9015.92
OI23878,O512067,P2185,1,17030.27
OI23879,O512068,P2209,1,13162.19
OI23880,O512069,P2475,1,5238.98
OI23881,O512070,P2783,1,15875.4
OI23882,O512071,P2407,1,2780.84
OI23883,O512071,P2191,3,2065.56
OI23884,O512071,P2657,1,8484.43
OI23885,O512071,P2080,1,4231.75
OI23886,O512072,P2729,1,3380.94
OI23887,O512072,P2523,1,4267.23
OI23888,O512072,P2758,2,7701.38
OI23889,O512072,P2228,1,8365.66
OI23890,O512072,P2521,1,11619.08
OI23891,O512073,P2233,1,14705.08
OI23892,O512073,P2377,1,9437.05
OI23893,O512074,P2323,3,11006.71
OI23894,O512074,P2376,1,752.87
OI23895,O512074,P2417,1,15963.05
OI23896,O512075,P2746,3,4500.73
OI23897,O512076,P2590,1,15296.78
OI23898,O512076,P2343,1,6942.72
OI23899,O512077,P2645,1,7513.55
OI23900,O512078,P2398,1,15507.95
OI23901,O512078,P2154,1,8066.72
OI23902,O512079,P2330,3,12346.47
OI23903,O512080,P2601,1,11426.74
OI23904,O512081,P2672,3,1731.92
OI23905,O512082,P2279,1,15775.36
OI23906,O512083,P2076,1,5421.05
OI23907,O512084,P2608,1,1266.47
OI23908,O512084,P2036,1,2005.91
OI23909,O512084,P2025,2,12697.51
OI23910,O512085,P2132,1,13028.81
OI23911,O512085,P2647,1,20781.45
OI23912,O512085,P2121,2,16899.44
OI23913,O512086,P2543,1,3754.17
OI23914,O512086,P2779,1,11234.63
OI23915,O512087,P2606,3,8734.17
OI23916,O512087,P2145,1,10370.35
OI23917,O512088,P2724,1,10311.95
OI23918,O512089,P2739,1,12262.2
OI23919,O512089,P2360,3,20231.27
OI23920,O512090,P2209,1,13303.33
OI23921,O512090,P2176,1,4496.46
OI23922,O512090,P2702,1,17582.48
OI23923,O512091,P2349,3,16661.22
OI23924,O512092,P2536,1,7148.04
OI23925,O512092,P2041,3,17909.49
OI23926,O512093,P2058,1,9923.47
OI23927,O512094,P2313,1,10267.99
OI23928,O512094,P2663,1,16744.03
OI23929,O512094,P2110,1,4955.28
OI23930,O512095,P2401,1,12273.82
OI23931,O512096,P2311,2,9973.78
OI23932,O512096,P2049,1,11821.84
OI23933,O512096,P2634,1,9686.18
OI23934,O512097,P2419,1,16672.97
OI23935,O512098,P2128,1,16511.44
OI23936,O512098,P2757,1,7990.76
OI23937,O512098,P2715,1,16451.97
OI23938,O512099,P2461,1,11465.48
OI23939,O512100,P2742,1,14811.99
OI23940,O512100,P2507,1,505.03
OI23941,O512101,P2565,1,6262.0
OI23942,O512102,P2509,1,2562.17
OI23943,O512103,P2050,1,17693.33
OI23944,O512104,P2295,2,16442.8
OI23945,O512105,P2116,1,13869.47
OI23946,O512105,P2430,1,11236.65
OI23947,O512105,P2044,1,14129.18
OI23948,O512106,P2524,1,2914.8
OI23949,O512106,P2268,1,16495.01
OI23950,O512106,P2664,1,6128.68
OI23951,O512106,P2785,1,17047.29
OI23952,O512107,P2467,1,15891.18
OI23953,O512108,P2281,1,6931.94
OI23954,O512108,P2286,1,15583.65
OI23955,O512109,P2310,1,418.47
OI23956,O512110,P2005,1,12344.3
OI23957,O512110,P2564,1,11998.68
OI23958,O512111,P2045,1,16531.46
OI23959,O512111,P2710,1,912.57
OI23960,O512111,P2119,1,11601.84
OI23961,O512112,P2717,1,890.13
OI23962,O512112,P2303,1,1373.55
OI23963,O512113,P2238,1,9933.9
OI23964,O512113,P2347,1,3114.84
OI23965,O512114,P2171,1,9501.22
OI23966,O512115,P2662,1,7564.25
OI23967,O512115,P2755,1,15381.12
OI23968,O512116,P2708,1,16652.13
OI23969,O512116,P2664,1,6439.65
OI23970,O512116,P2140,1,4148.72
OI23971,O512116,P2427,1,13936.24
OI23972,O512117,P2284,1,15560.42
OI23973,O512118,P2770,1,5021.32
OI23974,O512119,P2580,1,11702.89
OI23975,O512119,P2452,1,13167.82
OI23976,O512120,P2288,1,10732.5
OI23977,O512120,P2459,1,13582.71
OI23978,O512121,P2717,1,891.96
OI23979,O512121,P2324,1,4290.55
OI23980,O512121,P2557,1,11671.62
OI23981,O512121,P2003,1,12362.85
OI23982,O512122,P2762,1,12083.9
OI23983,O512122,P2426,1,7905.74
OI23984,O512123,P2159,2,4791.88
OI23985,O512123,P2678,1,15194.01
OI23986,O512124,P2092,1,3148.44
