product_id,product_name,category,subcategory,brand,cost,selling_price
P2351,Craveon Fragrance Lite,Beauty,Fragrance,Solace,12747.32,19519.37
P2352,Nordik Fragrance,Beauty,Fragrance,Craveon,11519.21,14167.02
P2353,Bexley Fragrance Lite,Beauty,Fragrance,Aurex,14666.03,22259.72
P2354,Petal Fragrance Air,Beauty,Fragrance,Zylo,2489.35,3419.16
P2355,Trekko Makeup Classic,Beauty,Makeup,Forgeon,8354.99,11087.19
P2356,Petal Skincare Pro,Beauty,Skincare,Marvo,14765.01,17331.89
P2357,Aurex Fragrance Plus,Beauty,Fragrance,Nimbus,9426.77,11614.93
P2358,Klipso Haircare,Beauty,Haircare,Forgeon,7933.6,11598.1
P2359,Lumex Makeup,Beauty,Makeup,Forgeon,3738.57,4887.6
P2360,Craveon Haircare Pro,Beauty,Haircare,Zylo,14263.98,20748.28
P2361,Forgeon Skincare,Beauty,Skincare,Craveon,8612.21,10668.8
P2362,Aurex Fragrance,Beauty,Fragrance,Urbana,6408.32,9353.74
P2363,Craveon Fragrance Lite,Beauty,Fragrance,Urbana,12317.12,15369.83
P2364,Nimbus Skincare Lite,Beauty,Skincare,Nimbus,9947.8,11818.0
P2365,Lumex Makeup Lite,Beauty,Makeup,Klipso,397.02,543.71
P2366,Nimbus Skincare Plus,Beauty,Skincare,Lumex,3404.48,4022.61
P2367,Forgeon Haircare Pro,Beauty,Haircare,Petal,10960.93,14788.38
P2368,Aurex Makeup Classic,Beauty,Makeup,Craveon,11954.34,16922.3
P2369,Lumex Fragrance Classic,Beauty,Fragrance,Klipso,10960.58,13952.21
P2370,Lumex Fragrance Air,Beauty,Fragrance,Marvo,3985.97,5541.89
P2371,Petal Skincare Lite,Beauty,Skincare,Nordik,3041.23,4489.36
P2372,Klipso Haircare Max,Beauty,Haircare,Marvo,7867.66,9762.16
P2373,Klipso Fragrance Lite,Beauty,Fragrance,Orenda,9396.27,14357.63
P2374,Solace Haircare Classic,Beauty,Haircare,Solace,1277.32,1524.79
P2375,Urbana Makeup Air,Beauty,Makeup,Urbana,12665.4,15120.43
P2376,Solace Haircare Lite,Beauty,Haircare,Nordik,638.66,823.34
P2377,Urbana Makeup,Beauty,Makeup,Vantra,7027.25,9681.99
P2378,Aurex Skincare Air,Beauty,Skincare,Nimbus,7634.14,11567.81
P2379,Zylo Skincare Classic,Beauty,Skincare,Trekko,11541.59,17814.72
P2380,Craveon Skincare Pro,Beauty,Skincare,Orenda,7173.01,8490.92
P2381,Vantra Haircare Classic,Beauty,Haircare,Marvo,14335.18,16509.04
P2382,Nimbus Skincare Lite,Beauty,Skincare,Forgeon,11652.64,13546.34
P2383,Zylo Haircare Air,Beauty,Haircare,Solace,11430.15,17432.99
P2384,Lumex Skincare Pro,Beauty,Skincare,Zylo,5869.44,7315.59
P2385,Vantra Makeup Air,Beauty,Makeup,Bexley,3432.87,4623.0
P2386,Marvo Skincare Classic,Beauty,Skincare,Lumex,2604.76,3696.6
P2387,Marvo Skincare Pro,Beauty,Skincare,Nimbus,5556.87,7108.59
P2388,Trekko Fragrance Air,Beauty,Fragrance,Zylo,6946.22,9495.73
P2389,Urbana Fragrance Plus,Beauty,Fragrance,Nordik,2171.86,3112.5
P2390,Nordik Makeup Pro,Beauty,Makeup,Craveon,13250.06,16710.91
P2391,Marvo Makeup Air,Beauty,Makeup,Vantra,2746.84,3994.46
P2392,Solace Skincare,Beauty,Skincare,Zylo,2793.95,3259.15
P2393,Bexley Haircare,Beauty,Haircare,Petal,9307.69,11596.46
P2394,Aurex Makeup Lite,Beauty,Makeup,Marvo,2618.57,4039.51
P2395,Lumex Makeup Air,Beauty,Makeup,Craveon,4413.38,6670.28
P2396,Nimbus Haircare Classic,Beauty,Haircare,Forgeon,2714.37,4010.73
P2397,Petal Haircare Air,Beauty,Haircare,Trekko,7555.18,8925.98
P2398,Orenda Skincare Max,Beauty,Skincare,Nordik,11017.4,16601.34
P2399,Aurex Haircare Classic,Beauty,Haircare,Nordik,2487.1,3582.01
P2400,Urbana Makeup Pro,Beauty,Makeup,Aurex,6703.54,9730.51
P2401,Lumex Skincare Lite,Beauty,Skincare,Nordik,10723.22,12445.8
P2402,Nordik Skincare Classic,Beauty,Skincare,Nordik,2721.88,3642.99
P2403,Orenda Skincare Classic,Beauty,Skincare,Trekko,14007.23,18024.92
P2404,Bexley Fragrance Pro,Beauty,Fragrance,Zylo,9451.66,10915.09
P2405,Aurex Fragrance,Beauty,Fragrance,Klipso,,14860.19
P2406,Marvo Makeup,Beauty,Makeup,Vantra,,16245.21
P2407,Aurex Skincare Pro,Beauty,Skincare,Urbana,2240.16,2810.59
P2408,Forgeon Fragrance,Beauty,Fragrance,Forgeon,14936.92,18111.22
P2409,Forgeon Haircare Lite,Beauty,Haircare,Vantra,10823.37,15585.98
P2410,Lumex Skincare Plus,Beauty,Skincare,Klipso,10260.76,12733.36
P2411,Klipso Fragrance Pro,Beauty,Fragrance,Aurex,3266.25,4626.76
P2412,Nimbus Makeup,Beauty,Makeup,Aurex,2834.44,4009.67
P2413,Urbana Haircare Plus,Beauty,Haircare,Nordik,7413.3,9671.77
P2414,Petal Makeup Plus,Beauty,Makeup,Solace,4538.47,6939.46
P2415,Petal Skincare,Beauty,Skincare,Orenda,7646.0,10509.43
P2416,Orenda Fragrance Plus,Beauty,Fragrance,Bexley,14241.38,20102.43
P2417,Solace Haircare Lite,Beauty,Haircare,Petal,14369.9,17136.78
P2418,Vantra Skincare Classic,Beauty,Skincare,Nordik,12707.26,16318.23
P2419,Urbana Skincare Plus,Beauty,Skincare,Bexley,12166.79,18155.95
P2420,Urbana Makeup Lite,Beauty,Makeup,Petal,4108.74,5396.96
P2421,Aurex Fragrance Pro,Beauty,Fragrance,Solace,10903.91,12971.53
P2422,Urbana Fragrance Air,Beauty,Fragrance,Lumex,11345.23,13548.35
P2423,Aurex Skincare Air,Beauty,Skincare,Nimbus,13721.11,17295.95
P2424,Klipso Fragrance Lite,Beauty,Fragrance,Nimbus,,10359.09
P2425,Aurex Skincare Max,Beauty,Skincare,Forgeon,4078.92,5349.84
P2426,Lumex Makeup Plus,Beauty,Makeup,Bexley,7331.38,8431.28
P2427,Forgeon Fragrance Lite,Beauty,Fragrance,Trekko,,15376.65
P2428,Solace Skincare Classic,Beauty,Skincare,Forgeon,11616.58,15545.67
P2429,Lumex Skincare Air,Beauty,Skincare,Orenda,7882.01,9720.93
P2430,Urbana Skincare,Beauty,Skincare,Trekko,9130.16,12461.69
P2431,Marvo Haircare Air,Beauty,Haircare,Forgeon,2505.33,3119.76
P2432,Trekko Skincare Plus,Beauty,Skincare,Lumex,1050.21,1235.59
P2433,Bexley Fragrance Max,Beauty,Fragrance,Klipso,255.95,316.91
P2434,Marvo Fragrance Pro,Beauty,Fragrance,Craveon,10210.94,13034.12
P2435,Forgeon Makeup Pro,Beauty,Makeup,Urbana,5173.88,6222.95
P2436,Aurex Haircare Plus,Beauty,Haircare,Marvo,8653.29,11135.55
P2437,Petal Haircare,Beauty,Haircare,Aurex,10160.94,14698.65
P2438,Solace Haircare Max,Beauty,Haircare,Lumex,8791.16,11080.62
P2439,Craveon Skincare Max,Beauty,Skincare,Lumex,7653.69,9573.02
P2440,Klipso Fragrance Air,Beauty,Fragrance,Urbana,13548.55,19734.2
P2441,Vantra Fragrance,Beauty,Fragrance,Solace,7420.44,11399.15
P2442,Petal Skincare Pro,Beauty,Skincare,Trekko,8223.99,10538.34
P2443,Nordik Haircare,Beauty,Haircare,Vantra,1477.24,2020.12
P2444,Trekko Skincare Pro,Beauty,Skincare,Zylo,12913.23,19327.07
P2445,Urbana Haircare Classic,Beauty,Haircare,Nimbus,9088.28,11881.79
P2446,Forgeon Haircare Air,Beauty,Haircare,Trekko,9771.93,14216.75
P2447,Vantra Makeup Lite,Beauty,Makeup,Urbana,6203.79,8316.19
P2448,Urbana Fragrance Pro,Beauty,Fragrance,Trekko,10225.21,15344.57
P2449,Vantra Fragrance Lite,Beauty,Fragrance,Nordik,11875.61,13763.32
P2450,Zylo Skincare Air,Beauty,Skincare,Bexley,1909.37,2847.08
P2451,Orenda Makeup Classic,Beauty,Makeup,Orenda,12515.65,16339.47
P2452,Urbana Fragrance Max,Beauty,Fragrance,Vantra,8784.95,13285.81
P2453,Bexley Haircare,Beauty,Haircare,Lumex,13677.8,20013.86
P2454,Nimbus Skincare Classic,Beauty,Skincare,Orenda,3183.35,4590.75
P2455,Nimbus Makeup Lite,Beauty,Makeup,Bexley,1561.42,2353.96
P2456,Aurex Skincare Pro,Beauty,Skincare,Urbana,2279.77,3225.74
P2457,Solace Fitness Equipment Max,Sports,Fitness Equipment,Trekko,9173.14,13399.75
P2458,Aurex Apparel,Sports,Apparel,Solace,8296.08,9738.16
P2459,Craveon Footwear Max,Sports,Footwear,Marvo,10602.4,13817.7
P2460,Klipso Apparel Plus,Sports,Apparel,Orenda,4838.26,7483.19
P2461,Nordik Outdoor Pro,Sports,Outdoor,Bexley,,12731.43
P2462,Bexley Apparel Max,Sports,Apparel,Marvo,7918.58,11545.2
P2463,Bexley Apparel Air,Sports,Apparel,Aurex,11293.49,15956.1
P2464,Aurex Fitness Equipment Classic,Sports,Fitness Equipment,Lumex,,19963.75
P2465,Marvo Outdoor Plus,Sports,Outdoor,Nimbus,10607.58,15583.71
P2466,Forgeon Footwear Pro,Sports,Footwear,Trekko,5671.72,7559.67
P2467,Nimbus Outdoor Classic,Sports,Outdoor,Marvo,14539.05,16907.7
P2468,Lumex Footwear Plus,Sports,Footwear,Lumex,5062.67,6806.68
P2469,Urbana Outdoor Lite,Sports,Outdoor,Orenda,71.9,108.54
P2470,Solace Footwear Classic,Sports,Footwear,Forgeon,4329.35,5425.03
P2471,Orenda Fitness Equipment Pro,Sports,Fitness Equipment,Vantra,12313.88,15530.18
P2472,Lumex Outdoor Max,Sports,Outdoor,Orenda,,14610.74
P2473,Aurex Outdoor Max,Sports,Outdoor,Trekko,11897.53,17403.47
P2474,Solace Outdoor Air,Sports,Outdoor,Vantra,1375.13,1625.32
P2475,Solace Footwear Plus,Sports,Footwear,Craveon,4636.21,5398.31
P2476,Aurex Apparel Air,Sports,Apparel,Trekko,7531.42,9850.44
P2477,Zylo Footwear Max,Sports,Footwear,Forgeon,8377.54,10635.42
P2478,Forgeon Footwear,Sports,Footwear,Marvo,7312.02,9387.89
P2479,Lumex Fitness Equipment Lite,Sports,Fitness Equipment,Craveon,2968.36,4184.64
P2480,Orenda Fitness Equipment Air,Sports,Fitness Equipment,Craveon,10117.87,14991.57
P2481,Bexley Footwear Pro,Sports,Footwear,Zylo,13127.54,18795.81
P2482,Nordik Fitness Equipment Classic,Sports,Fitness Equipment,Nimbus,10328.1,12111.46
P2483,Urbana Outdoor Max,Sports,Outdoor,Marvo,1691.2,2494.56
P2484,Nordik Outdoor Plus,Sports,Outdoor,Klipso,3532.62,4564.94
P2485,Orenda Footwear Pro,Sports,Footwear,Nimbus,2222.2,2729.0
P2486,Marvo Footwear,Sports,Footwear,Zylo,11642.49,14608.34
P2487,Nimbus Footwear Plus,Sports,Footwear,Trekko,6763.07,8187.84
P2488,Aurex Outdoor Classic,Sports,Outdoor,Klipso,10185.05,14679.79
P2489,Zylo Footwear Pro,Sports,Footwear,Urbana,5457.3,7988.93
P2490,Solace Outdoor Classic,Sports,Outdoor,Klipso,3636.6,5188.56
P2491,Nimbus Footwear Pro,Sports,Footwear,Nimbus,10962.97,16855.16
P2492,Lumex Outdoor Lite,Sports,Outdoor,Nordik,3523.21,4183.76
P2493,Klipso Footwear Air,Sports,Footwear,Aurex,3982.38,4775.45
P2494,Aurex Apparel Lite,Sports,Apparel,Forgeon,2586.93,3320.7
P2495,Aurex Outdoor Lite,Sports,Outdoor,Marvo,6239.16,9430.43
P2496,Bexley Fitness Equipment Pro,Sports,Fitness Equipment,Klipso,2974.46,4576.81
P2497,Nimbus Fitness Equipment,Sports,Fitness Equipment,Nordik,12161.79,18274.17
P2498,Orenda Fitness Equipment Pro,Sports,Fitness Equipment,Aurex,13945.19,20238.61
P2499,Vantra Fitness Equipment,Sports,Fitness Equipment,Craveon,11842.26,15692.5
P2500,Nordik Fitness Equipment Classic,Sports,Fitness Equipment,Trekko,7681.23,11698.47
P2501,Klipso Fitness Equipment Classic,Sports,Fitness Equipment,Forgeon,5704.93,6656.39
P2502,Aurex Footwear Classic,Sports,Footwear,Nimbus,11453.18,15796.95
P2503,Lumex Apparel Plus,Sports,Apparel,Craveon,12232.4,14436.93
P2504,Urbana Footwear Air,Sports,Footwear,Klipso,9337.42,11663.21
P2505,Petal Fitness Equipment,Sports,Fitness Equipment,Aurex,13553.87,16182.83
P2506,Lumex Apparel Pro,Sports,Apparel,Marvo,12653.89,15000.2
P2507,Nordik Apparel,Sports,Apparel,Orenda,425.21,528.97
P2508,Trekko Fitness Equipment Classic,Sports,Fitness Equipment,Petal,,7043.7
P2509,Craveon Outdoor Pro,Sports,Outdoor,Trekko,2019.28,2675.41
P2510,Solace Fitness Equipment Air,Sports,Fitness Equipment,Solace,3103.74,4631.16
P2511,Vantra Footwear Classic,Sports,Footwear,Solace,722.25,933.42
P2512,Solace Apparel Pro,Sports,Apparel,Forgeon,9489.04,14378.13
P2513,Forgeon Fitness Equipment Max,Sports,Fitness Equipment,Marvo,13026.5,19644.96
P2514,Zylo Footwear Max,Sports,Footwear,Solace,989.66,1471.0
P2515,Forgeon Outdoor,Sports,Outdoor,Nimbus,11709.69,17693.02
P2516,Marvo Outdoor Classic,Sports,Outdoor,Zylo,4708.07,7131.34
P2517,Zylo Fitness Equipment Pro,Sports,Fitness Equipment,Zylo,6069.48,8519.36
P2518,Bexley Apparel Pro,Sports,Apparel,Trekko,6391.48,8443.52
P2519,Petal Fitness Equipment Max,Sports,Fitness Equipment,Craveon,8222.22,10626.16
P2520,Nordik Footwear Plus,Sports,Footwear,Bexley,11901.42,16703.11
P2521,Petal Fitness Equipment,Sports,Fitness Equipment,Trekko,10361.85,12873.71
P2522,Marvo Outdoor,Sports,Outdoor,Nordik,14545.15,20567.87
P2523,Craveon Fitness Equipment Max,Sports,Fitness Equipment,Marvo,2998.08,4347.8
P2524,Lumex Footwear Lite,Sports,Footwear,Zylo,2647.03,3111.2
P2525,Zylo Apparel Lite,Sports,Apparel,Marvo,7936.92,10884.77
P2526,Zylo Outdoor Lite,Sports,Outdoor,Trekko,2875.04,3706.94
P2527,Petal Apparel Lite,Sports,Apparel,Lumex,14189.25,17935.23
P2528,Orenda Apparel Max,Sports,Apparel,Aurex,2375.74,3675.33
P2529,Solace Apparel Air,Sports,Apparel,Lumex,4569.47,6498.25
P2530,Vantra Fitness Equipment Pro,Sports,Fitness Equipment,Vantra,3511.82,4811.36
P2531,Lumex Outdoor Max,Sports,Outdoor,Vantra,5824.92,8939.11
P2532,Marvo Footwear Max,Sports,Footwear,Forgeon,6520.45,9022.15
P2533,Bexley Outdoor Max,Sports,Outdoor,Lumex,14174.26,21909.06
P2534,Bexley Apparel Air,Sports,Apparel,Urbana,1569.79,0.0
P2535,Solace Apparel Pro,Sports,Apparel,Nordik,5762.64,7998.15
P2536,Petal Outdoor Lite,Sports,Outdoor,Trekko,5656.97,7413.16
P2537,Orenda Footwear Air,Sports,Footwear,Petal,2424.92,3344.22
P2538,Bexley Footwear Pro,Sports,Footwear,Vantra,8223.4,10079.77
P2539,Zylo Footwear Classic,Sports,Footwear,Nimbus,8148.87,12543.07
P2540,Zylo Outdoor Max,Sports,Outdoor,Vantra,10730.41,14404.43
P2541,Nimbus Fitness Equipment,Sports,Fitness Equipment,Solace,13745.46,18970.46
P2542,Trekko Apparel Max,Sports,Apparel,Forgeon,,2832.43
P2543,Klipso Outdoor Max,Sports,Outdoor,Lumex,2755.55,4014.84
P2544,Klipso Footwear Lite,Sports,Footwear,Nordik,14509.25,18779.72
P2545,Bexley Fitness Equipment Plus,Sports,Fitness Equipment,Solace,6552.02,8639.48
P2546,Nordik Outdoor,Sports,Outdoor,Lumex,4315.23,6333.34
P2547,Bexley Apparel Lite,Sports,Apparel,Forgeon,9285.04,10915.68
P2548,Trekko Fitness Equipment Pro,Sports,Fitness Equipment,Vantra,12590.15,15420.86
P2549,Forgeon Outdoor Pro,Sports,Outdoor,Vantra,14688.31,19104.57
P2550,Zylo Fitness Equipment,Sports,Fitness Equipment,Forgeon,9265.92,10944.25
P2551,Nordik Outdoor Plus,Sports,Outdoor,Lumex,5202.72,7652.9
P2552,Nordik Fitness Equipment Pro,Sports,Fitness Equipment,Zylo,,10861.48
P2553,Aurex Apparel Lite,Sports,Apparel,Petal,8648.32,13157.8
P2554,Trekko Fitness Equipment Air,Sports,Fitness Equipment,Orenda,14740.02,19627.19
P2555,Petal Footwear Max,Sports,Footwear,Solace,8499.09,12612.38
P2556,Petal Apparel Pro,Sports,Apparel,Urbana,3361.92,5024.9
P2557,Vantra Outdoor Pro,Sports,Outdoor,Craveon,8899.21,12816.64
P2558,Solace Fitness Equipment Air,Sports,Fitness Equipment,Marvo,1243.82,1811.59
P2559,Zylo Fitness Equipment Air,Sports,Fitness Equipment,Zylo,4696.26,6913.33
P2560,Marvo Apparel,Sports,Apparel,Klipso,7661.83,9652.72
P2561,Nordik Footwear,Sports,Footwear,Trekko,14293.76,20812.07
P2562,Solace Fitness Equipment,Sports,Fitness Equipment,Lumex,14786.01,19159.53
P2563,Lumex Apparel Classic,Sports,Apparel,Solace,9755.83,13605.83
P2564,Forgeon Apparel Classic,Sports,Apparel,Zylo,10328.97,12036.62
P2565,Orenda Outdoor Classic,Sports,Outdoor,Craveon,4411.2,6677.39
P2566,Orenda Footwear Lite,Sports,Footwear,Zylo,6386.11,9797.94
P2567,Zylo Apparel Classic,Sports,Apparel,Orenda,3241.87,5021.56
P2568,Lumex Fitness Equipment Max,Sports,Fitness Equipment,Klipso,10478.83,15304.93
P2569,Zylo Outdoor Lite,Sports,Outdoor,Aurex,5983.07,9051.21
P2570,Petal Apparel,Sports,Apparel,Vantra,8204.67,11670.12
P2571,Vantra Academic Pro,Books,Academic,Forgeon,1467.38,2058.25
P2572,Nordik Non-Fiction Lite,Books,Non-Fiction,Lumex,13192.23,16111.85
P2573,Trekko Fiction Lite,Books,Fiction,Zylo,11079.0,12853.42
P2574,Forgeon Fiction Max,Books,Fiction,Lumex,13896.74,21444.99
P2575,Zylo Fiction Classic,Books,Fiction,Petal,5344.99,6375.66
P2576,Solace Fiction Lite,Books,Fiction,Aurex,9895.72,11498.17
P2577,Orenda Non-Fiction Air,Books,Non-Fiction,Vantra,7263.17,9142.24
P2578,Vantra Academic Classic,Books,Academic,Petal,7126.42,8247.48
P2579,Craveon Academic Lite,Books,Academic,Craveon,821.6,950.09
P2580,Marvo Fiction Air,Books,Fiction,Nordik,9306.02,12786.82
P2581,Trekko Fiction Classic,Books,Fiction,Vantra,3535.71,4980.6
P2582,Orenda Fiction Air,Books,Fiction,Orenda,13268.9,16731.14
P2583,Petal Fiction Lite,Books,Fiction,Orenda,12488.31,17671.0
P2584,Marvo Non-Fiction Classic,Books,Non-Fiction,Petal,555.62,722.34
P2585,Aurex Fiction Classic,Books,Fiction,Aurex,7640.97,11023.47
P2586,Craveon Academic,Books,Academic,Lumex,4342.6,6701.03
P2587,Orenda Non-Fiction Lite,Books,Non-Fiction,Solace,10283.87,13360.04
P2588,Lumex Non-Fiction Air,Books,Non-Fiction,Orenda,1500.52,1834.46
P2589,Trekko Academic Classic,Books,Academic,Bexley,7339.74,9893.08
P2590,Petal Fiction Max,Books,Fiction,Orenda,11527.4,16604.88
P2591,Trekko Non-Fiction,Books,Non-Fiction,Zylo,3059.03,4245.88
P2592,Vantra Academic Pro,Books,Academic,Trekko,358.3,469.16
P2593,Klipso Non-Fiction Classic,Books,Non-Fiction,Solace,11473.37,15027.86
P2594,Nimbus Fiction Classic,Books,Fiction,Trekko,12542.16,19320.72
P2595,Vantra Fiction Plus,Books,Fiction,Marvo,9127.83,11026.43
P2596,Aurex Fiction Pro,Books,Fiction,Trekko,5726.17,6606.82
P2597,Klipso Non-Fiction Air,Books,Non-Fiction,Aurex,9060.75,13397.47
P2598,Bexley Academic Max,Books,Academic,Marvo,9467.6,13864.68
P2599,Marvo Academic,Books,Academic,Trekko,12008.56,17897.62
P2600,Nimbus Academic Max,Books,Academic,Trekko,4036.62,6048.9
P2601,Zylo Fiction Classic,Books,Fiction,Zylo,9828.71,12442.07
P2602,Nimbus Academic Pro,Books,Academic,Trekko,,22660.47
P2603,Nordik Academic Classic,Books,Academic,Craveon,8637.89,12846.99
P2604,Solace Non-Fiction Classic,Books,Non-Fiction,Klipso,3959.34,5212.13
P2605,Zylo Non-Fiction Max,Books,Non-Fiction,Craveon,2800.38,3803.03
P2606,Aurex Academic Classic,Books,Academic,Marvo,7465.22,9220.48
P2607,Lumex Non-Fiction Classic,Books,Non-Fiction,Zylo,10108.39,12100.92
P2608,Zylo Fiction Classic,Books,Fiction,Vantra,972.29,1267.83
P2609,Bexley Academic Pro,Books,Academic,Zylo,6176.88,7893.41
P2610,Orenda Academic Air,Books,Academic,Urbana,3906.3,5021.59
P2611,Nimbus Academic Max,Books,Academic,Petal,2492.46,3268.56
P2612,Lumex Academic Air,Books,Academic,Forgeon,13573.82,16828.43
P2613,Craveon Academic Pro,Books,Academic,Trekko,10282.54,12408.08
P2614,Craveon Fiction,Books,Fiction,Craveon,5340.9,6828.18
P2615,Nimbus Academic Plus,Books,Academic,Bexley,14058.59,18574.11
P2616,Petal Academic Air,Books,Academic,Forgeon,10372.47,14427.95
P2617,Vantra Fiction Max,Books,Fiction,Forgeon,2158.4,3293.32
P2618,Urbana Academic Max,Books,Academic,Bexley,5220.75,6097.33
P2619,Urbana Fiction Air,Books,Fiction,Lumex,4541.63,5832.6
P2620,Petal Fiction Air,Books,Fiction,Nordik,1436.54,2008.27
P2621,Zylo Non-Fiction Lite,Books,Non-Fiction,Petal,5234.12,7336.42
P2622,Solace Academic Max,Books,Academic,Forgeon,150.77,232.61
P2623,Urbana Academic,Books,Academic,Forgeon,2599.22,3674.6
P2624,Nordik Non-Fiction Classic,Books,Non-Fiction,Marvo,10750.98,13101.61
P2625,Lumex Academic Plus,Books,Academic,Orenda,1720.1,2083.09
P2626,Urbana Non-Fiction Air,Books,Non-Fiction,Marvo,3739.93,4552.59
P2627,Zylo Non-Fiction Air,Books,Non-Fiction,Trekko,,13349.83
P2628,Lumex Fiction Lite,Books,Fiction,Nimbus,8089.98,9456.66
P2629,Solace Academic Plus,Books,Academic,Solace,12925.67,15746.42
P2630,Craveon Academic,Books,Academic,Marvo,5434.28,6405.72
P2631,Nordik Academic Max,Books,Academic,Urbana,2095.06,2967.27
P2632,Trekko Academic Classic,Books,Academic,Nimbus,10404.18,14782.12
P2633,Nordik Non-Fiction Air,Books,Non-Fiction,Solace,8304.44,12714.17
P2634,Zylo Academic Max,Books,Academic,Nordik,7632.3,10149.16
P2635,Nimbus Academic Air,Books,Academic,Orenda,3750.81,4461.74
P2636,Zylo Non-Fiction Pro,Books,Non-Fiction,Craveon,8244.92,10520.16
P2637,Bexley Fiction Plus,Books,Fiction,Orenda,7884.18,9716.84
P2638,Nordik Academic Classic,Books,Academic,Klipso,12580.68,19498.53
P2639,Bexley Academic Classic,Books,Academic,Forgeon,4869.93,7241.25
P2640,Marvo Non-Fiction Lite,Books,Non-Fiction,Marvo,13101.14,20286.19
P2641,Craveon Non-Fiction Pro,Books,Non-Fiction,Petal,5173.67,7514.32
P2642,Bexley Non-Fiction Pro,Books,Non-Fiction,Marvo,3470.69,4858.68
P2643,Klipso Fiction,Books,Fiction,Urbana,10587.4,15314.13
P2644,Aurex Academic Max,Books,Academic,Craveon,3147.22,4687.75
P2645,Forgeon Non-Fiction Lite,Books,Non-Fiction,Marvo,6343.53,7844.08
P2646,Petal Academic Max,Books,Academic,Vantra,8160.84,12203.25
P2647,Lumex Non-Fiction Pro,Books,Non-Fiction,Forgeon,14507.96,21026.14
P2648,Bexley Fiction Plus,Books,Fiction,Aurex,134.06,161.39
P2649,Marvo Fiction Lite,Books,Fiction,Marvo,1190.3,1417.03
P2650,Solace Academic Max,Books,Academic,Trekko,5776.37,7424.93
P2651,Orenda Academic,Books,Academic,Nimbus,1749.59,2629.45
P2652,Marvo Fiction Max,Books,Fiction,Craveon,9250.64,13585.35
P2653,Marvo Non-Fiction Lite,Books,Non-Fiction,Aurex,5604.66,7365.05
P2654,Forgeon Non-Fiction Plus,Books,Non-Fiction,Aurex,4798.44,6359.71
P2655,Orenda Fiction Air,Books,Fiction,Klipso,,12360.69
P2656,Bexley Fiction Lite,Books,Fiction,Solace,12576.86,18991.76
P2657,Forgeon Fiction Lite,Books,Fiction,Nordik,7071.77,8810.71
P2658,Orenda Non-Fiction Classic,Books,Non-Fiction,Solace,14180.63,20477.05
P2659,Aurex Non-Fiction Lite,Books,Non-Fiction,Vantra,,13931.21
P2660,Bexley Non-Fiction Classic,Books,Non-Fiction,Aurex,1185.93,1395.9
P2661,Craveon Non-Fiction Air,Books,Non-Fiction,Solace,2339.15,2827.99
P2662,Nimbus Non-Fiction Air,Books,Non-Fiction,Orenda,6339.02,7688.99
P2663,Klipso Academic Pro,Books,Academic,Zylo,12825.16,17714.61
P2664,Forgeon Academic Lite,Books,Academic,Bexley,5555.52,6543.56
P2665,Bexley Academic Plus,Books,Academic,Aurex,8885.87,10632.95
P2666,Nimbus Fiction Max,Books,Fiction,Aurex,11161.14,0.0
P2667,Orenda Academic Pro,Books,Academic,Solace,8182.45,9899.46
P2668,Aurex Academic Pro,Books,Academic,Trekko,11813.6,15040.26
P2669,Bexley Non-Fiction Lite,Books,Non-Fiction,Aurex,3378.66,4521.4
P2670,Marvo Fiction,Books,Fiction,Forgeon,13843.56,17566.78
P2671,Urbana Non-Fiction,Books,Non-Fiction,Craveon,13588.4,15918.29
P2672,Craveon Non-Fiction Plus,Books,Non-Fiction,Petal,1298.68,1856.36
P2673,Vantra Academic Air,Books,Academic,Klipso,2899.36,3701.46
P2674,Craveon Fiction Pro,Books,Fiction,Solace,2088.78,2679.69
P2675,Marvo Academic Classic,Books,Academic,Aurex,4242.88,6128.99
P2676,Marvo Fiction Air,Books,Fiction,Forgeon,10545.25,16155.02
P2677,Solace Academic Classic,Books,Academic,Craveon,10880.1,15535.99
P2678,Orenda Fiction Air,Books,Fiction,Zylo,10428.35,15675.76
P2679,Trekko Academic,Books,Academic,Zylo,4478.74,5688.16
P2680,Orenda Fiction,Books,Fiction,Vantra,11131.15,13819.12
P2681,Nordik Fiction Lite,Books,Fiction,Bexley,13684.7,18664.74
P2682,Nordik Fiction Classic,Books,Fiction,Forgeon,4536.87,6625.83
P2683,Solace Fiction,Books,Fiction,Zylo,4719.19,7245.43
P2684,Urbana Fiction Lite,Books,Fiction,Solace,14745.69,20890.49
P2685,Urbana Beverages,Grocery,Beverages,Orenda,1748.83,2195.28
P2686,Nordik Staples Lite,Grocery,Staples,Vantra,7755.48,11560.16
P2687,Marvo Beverages Pro,Grocery,Beverages,Aurex,2814.05,3353.68
P2688,Nimbus Snacks Classic,Grocery,Snacks,Bexley,1163.44,1573.89
P2689,Aurex Staples,Grocery,Staples,Nimbus,,15492.67
P2690,Petal Snacks Max,Grocery,Snacks,Urbana,3224.21,4601.92
P2691,Craveon Snacks Pro,Grocery,Snacks,Aurex,,18259.78
P2692,Vantra Beverages,Grocery,Beverages,Nimbus,11786.77,14166.75
P2693,Craveon Staples Plus,Grocery,Staples,Urbana,5988.7,9245.94
P2694,Trekko Staples Pro,Grocery,Staples,Solace,14833.87,20633.48
P2695,Marvo Staples Lite,Grocery,Staples,Trekko,10653.54,0.0
P2696,Vantra Snacks Plus,Grocery,Snacks,Lumex,6776.42,8163.87
