order_id,customer_id,order_date,order_status,payment_method,discount,shipping_cost
O508663,C105178,2025-01-17 09:33:36,Cancelled,Credit Card,0.0,0.0
O508664,C105830,2025-12-08 16:44:55,Pending,COD,0.15,49.0
O508665,C101169,2024-04-24 16:20:58,Completed,UPI,0.0,0.0
O508666,C108869,2025-03-26 03:38:47,Pending,UPI,0.2,0.0
O508667,C101414,2025-12-05 01:29:01,Returned,UPI,0.0,0.0
O508668,C113759,2025-10-07 14:32:57,Completed,Wallet,0.0,0.0
O508669,C109371,2025-02-19 23:13:15,Cancelled,COD,0.0,
O508670,C114932,2025-03-07 13:02:51,Completed,Wallet,0.15,0.0
O508671,C103741,2024-10-27 19:40:05,Returned,Credit Card,0.15,149.0
O508672,C110205,2025-04-15 05:13:22,Completed,Credit Card,0.0,99.0
O508673,C114527,2025-10-25 21:03:40,Completed,UPI,0.0,99.0
O508674,C104557,2024-08-16 00:47:30,Completed,Credit Card,0.2,149.0
O508675,C101463,2025-08-27 21:48:46,Completed,Wallet,0.2,149.0
O508676,C109563,2025-12-01 10:29:41,Pending,Wallet,0.0,0.0
O508677,C105553,2025-12-03 07:51:34,Completed,Wallet,0.0,0.0
O508678,C104163,2025-08-19 22:22:45,Pending,COD,0.0,0.0
O508679,C114982,2024-11-06 18:00:23,Returned,Wallet,0.0,99.0
O508680,C111340,2025-12-18 07:09:03,Pending,Credit Card,0.0,49.0
O508681,C107356,2025-10-25 19:14:50,Pending,Net Banking,0.2,99.0
O508682,C100765,2025-03-30 19:48:41,Pending,UPI,0.0,49.0
O508683,C102921,2025-04-21 06:56:15,Completed,Debit Card,0.0,0.0
O508684,C104560,2025-09-21 16:40:04,Pending,Debit Card,0.05,99.0
O508685,C107396,2024-05-31 13:28:05,Completed,Credit Card,0.2,149.0
O508686,C107549,2024-11-24 04:34:45,Completed,Debit Card,0.0,0.0
O508687,C100376,2025-11-22 13:46:43,Completed,COD,0.0,149.0
O508688,C114210,2025-10-26 18:29:08,Completed,Debit Card,0.0,149.0
O508689,C108182,2025-02-22 15:13:41,Returned,Credit Card,0.15,49.0
O508690,C100298,2025-03-08 10:45:24,Returned,Debit Card,0.15,0.0
O508691,C110547,2024-11-21 11:54:09,Completed,UPI,0.0,0.0
O508692,C101059,2025-08-14 00:55:04,Completed,Credit Card,0.0,0.0
O508693,C110840,2025-11-30 08:34:20,Completed,Wallet,0.0,49.0
O508694,C110548,2025-10-27 22:34:55,Cancelled,UPI,0.0,99.0
O508695,C114869,2025-10-06 11:31:51,Completed,Debit Card,0.15,0.0
O508696,C105182,2025-05-15 06:30:00,Cancelled,Net Banking,0.1,99.0
O508697,C102206,2025-08-02 01:54:33,Completed,Credit Card,0.0,0.0
O508698,C101386,2025-07-21 23:58:05,Completed,Net Banking,0.05,99.0
O508699,C101068,2024-04-08 17:36:38,Returned,Debit Card,0.05,0.0
O508700,C112222,2023-11-29 05:08:09,Completed,UPI,0.05,149.0
O508701,C110805,2025-12-20 10:23:12,Completed,Credit Card,0.15,99.0
O508702,C114728,2025-12-08 23:30:29,Completed,COD,0.0,0.0
O508703,C104708,2025-10-27 03:13:42,Returned,Debit Card,0.0,
O508704,C112107,2025-05-12 07:37:07,Cancelled,Wallet,0.05,99.0
O508705,C101407,2025-10-18 03:41:50,Completed,UPI,0.1,49.0
O508706,C113622,2025-11-29 11:19:13,Completed,Debit Card,0.15,0.0
O508707,C100795,2024-05-06 00:21:35,Completed,UPI,0.05,0.0
O508708,C111860,2024-11-10 14:17:43,Cancelled,Credit Card,0.05,149.0
O508709,C104670,2025-01-06 11:59:59,Completed,Net Banking,0.15,0.0
O508710,C102761,2024-04-05 11:54:41,Pending,Net Banking,0.0,0.0
O508711,C110593,2025-08-02 11:52:07,Completed,Wallet,0.2,149.0
O508712,C113482,2025-12-24 12:35:33,Cancelled,Credit Card,0.15,0.0
O508713,C111493,2025-08-17 23:19:33,Completed,COD,0.15,99.0
O508714,C104759,2025-04-11 10:56:20,Completed,COD,0.0,0.0
O508715,C105341,2024-05-19 13:34:21,Returned,Wallet,0.1,49.0
O508716,C102888,2024-07-21 15:14:31,Returned,Debit Card,0.0,0.0
O508717,C112416,2024-12-20 14:11:55,Completed,Net Banking,0.1,0.0
O508718,C101624,2025-02-28 13:40:13,Cancelled,debit card,0.05,0.0
O508719,C113607,2024-09-13 16:01:28,Pending,COD,0.2,149.0
O508720,C109049,2023-11-24 16:34:55,Completed,COD,0.05,149.0
O508721,C108880,2025-12-13 03:39:12,Pending,COD,0.0,49.0
O508722,C112617,2025-08-31 16:08:59,Returned,UPI,0.0,99.0
O508723,C110057,2025-05-12 20:01:45,Completed,COD,0.05,0.0
O508724,C104634,2024-02-18 21:03:57,Completed,COD,0.2,0.0
O508725,C105286,2024-11-29 07:30:17,Pending,Net Banking,0.0,0.0
O508726,C102632,2025-11-07 09:51:19,Completed,UPI,0.0,99.0
O508727,C107051,2024-10-09 00:52:53,Cancelled,Wallet,0.0,99.0
O508728,C101665,2025-08-18 19:34:59,Completed,Wallet,0.0,149.0
O508729,C109834,2025-09-29 15:35:11,Returned,Wallet,0.2,99.0
O508730,C102574,2025-12-31 00:00:00,Completed,COD,0.0,149.0
O508731,C112983,2025-07-26 04:35:54,Cancelled,Debit Card,0.05,49.0
O508732,C110522,2025-04-03 05:05:01,Completed,Debit Card,0.05,99.0
O508733,C113418,2025-08-14 21:11:54,Completed,Credit Card,0.1,49.0
O508734,C101315,2025-12-16 07:42:17,Completed,Net Banking,0.1,99.0
O508735,C112034,2024-07-15 10:04:11,Completed,UPI,0.0,149.0
O508736,C113245,2025-04-06 00:16:36,Completed,Debit Card,0.0,99.0
O508737,C100678,2025-04-17 18:03:53,Returned,Wallet,0.15,49.0
O508738,C114867,2023-09-16 05:13:50,Completed,Credit Card,0.2,149.0
O508739,C104582,2024-05-17 12:28:14,Completed,Debit Card,0.1,0.0
O508740,C103226,2025-07-16 03:03:21,Returned,Wallet,0.1,0.0
O508741,C106287,2025-06-25 09:41:47,Completed,Credit Card,0.0,49.0
O508742,C100139,2024-11-21 03:51:42,Returned,Credit Card,0.1,149.0
O508743,C113321,2024-03-31 15:25:36,Returned,Wallet,0.05,99.0
O508744,C104090,2025-07-26 22:10:12,Completed,UPI,0.2,99.0
O508745,C107888,2025-03-17 05:56:54,Completed,Wallet,0.0,99.0
O508746,C109411,2025-08-26 05:58:24,Completed,COD,0.05,99.0
O508747,C111915,2025-07-18 21:59:16,Completed,Wallet,0.0,49.0
O508748,C103806,2023-12-26 15:26:16,Pending,Net Banking,0.2,99.0
O508749,C110785,2025-06-20 17:05:29,Completed,Debit Card,0.0,49.0
O508750,C101777,2024-12-14 06:54:18,Completed,Debit Card,0.1,149.0
O508751,C110586,2024-11-04 00:38:41,Completed,UPI,0.0,49.0
O508752,C113840,2025-12-23 10:38:02,Completed,COD,0.0,49.0
O508753,C101289,2024-04-16 10:10:38,Completed,Wallet,0.0,49.0
O508754,C101758,2025-01-28 04:33:45,Completed,Wallet,0.0,99.0
O508755,C108423,2024-10-18 00:33:03,Completed,UPI,0.05,0.0
O508756,C100710,2025-05-17 13:02:39,Returned,Net Banking,0.0,149.0
O508757,C102861,2025-11-08 01:03:32,Pending,Debit Card,0.0,
O508758,C102901,2025-11-25 04:22:34,Completed,Debit Card,0.2,99.0
O508759,C107296,2024-07-11 17:16:45,Completed,Credit Card,0.15,0.0
O508760,C103783,2025-12-31 00:00:00,Completed,COD,0.05,99.0
O508761,C107210,2025-05-10 02:04:44,Completed,Net Banking,0.0,99.0
O508762,C107882,2024-04-16 15:03:28,Completed,Credit Card,0.1,49.0
O508763,C110988,2025-11-08 12:36:29,Returned,UPI,0.0,49.0
O508764,C114255,2025-08-26 15:31:29,Returned,Credit Card,0.0,149.0
O508765,C107653,2025-08-03 15:07:51,Completed,Wallet,0.0,149.0
O508766,C105363,2025-02-24 17:47:56,Pending,Debit Card,,0.0
O508767,C103929,2025-03-18 14:41:48,Completed,COD,0.0,149.0
O508768,C109573,2025-04-27 06:31:53,Completed,Wallet,0.0,0.0
O508769,C114204,2023-08-05 23:18:47,Completed,COD,0.0,0.0
O508770,C111499,2025-08-04 18:19:25,Completed,Wallet,0.1,99.0
O508771,C103134,2025-07-21 07:54:35,Cancelled,Debit Card,0.0,149.0
O508772,C113439,2025-06-17 20:58:19,Cancelled,Debit Card,0.0,149.0
O508773,C111057,2025-08-29 12:36:30,Cancelled,Credit Card,0.2,0.0
O508774,C101949,2025-11-10 02:23:22,Cancelled,Credit Card,0.0,49.0
O508775,C110724,2024-07-04 02:25:52,Completed,UPI,0.0,149.0
O508776,C104429,2025-03-25 02:10:59,Completed,UPI,,49.0
O508777,C107456,2025-03-14 21:33:56,Cancelled,Wallet,0.1,149.0
O508778,C104580,2025-12-20 13:23:39,Completed,COD,0.0,99.0
O508779,C101274,2024-10-02 17:02:25,Pending,Wallet,0.1,149.0
O508780,C111564,2024-09-15 20:30:43,Returned,Credit Card,0.05,49.0
O508781,C112488,2024-12-31 17:00:12,Completed,Wallet,0.0,149.0
O508782,C103557,2024-01-20 15:41:34,Completed,UPI,0.2,99.0
O508783,C103648,2025-10-16 11:04:54,Cancelled,Net Banking,0.0,49.0
O508784,C106521,2025-10-21 23:05:38,Completed,Wallet,0.1,0.0
O508785,C112237,2025-12-23 05:28:58,Completed,Debit Card,0.0,0.0
O508786,C101164,2023-12-05 05:01:01,Completed,Credit Card,0.15,0.0
O508787,C112192,2024-03-08 05:47:34,Returned,COD,0.0,0.0
O508788,C113892,2025-08-20 01:43:14,Pending,Debit Card,0.2,49.0
O508789,C108494,2025-12-19 01:12:59,Completed,Wallet,0.0,0.0
O508790,C100912,2025-03-27 13:53:01,Returned,Debit Card,0.0,0.0
O508791,C104105,2023-10-28 10:45:10,Completed,Debit Card,0.0,49.0
O508792,C101682,2025-08-13 19:21:53,Completed,Wallet,0.1,149.0
O508793,C103935,2025-10-16 07:22:55,Completed,COD,0.0,99.0
O508794,C112241,2024-01-31 19:30:39,Cancelled,COD,0.05,149.0
O508795,C100853,2023-07-03 22:36:07,Completed,Credit Card,0.1,0.0
O508796,C104334,2023-03-07 16:47:02,Completed,UPI,0.1,0.0
O508797,C107818,2025-06-19 12:41:36,Completed,COD,0.0,49.0
O508798,C113140,2025-02-28 04:23:33,Cancelled,Wallet,0.05,149.0
O508799,C103800,2025-10-30 07:35:36,Cancelled,Wallet,0.2,149.0
O508800,C111711,2025-10-16 18:52:55,Cancelled,DEBIT CARD,,0.0
O508801,C108804,2025-12-13 23:46:54,Cancelled,Net Banking,0.0,49.0
O508802,C110173,2025-09-22 23:23:47,Returned,UPI,0.0,0.0
O508803,C112948,2025-09-15 04:20:37,Pending,Credit Card,0.05,0.0
O508804,C100395,2025-12-27 13:06:01,Completed,COD,0.1,149.0
O508805,C107998,2023-11-27 13:07:25,Pending,Debit Card,0.0,0.0
O508806,C111242,2023-08-16 02:48:14,Completed,Wallet,0.05,49.0
O508807,C113300,2025-07-26 11:07:59,Returned,Net Banking,0.0,49.0
O508808,C102043,2025-09-20 06:26:03,Pending,UPI,0.0,0.0
O508809,C105176,2025-09-26 12:33:25,Completed,Net Banking,0.2,149.0
O508810,C101182,2025-06-02 01:39:36,Returned,UPI,0.0,49.0
O508811,C112583,2025-01-13 19:21:41,Completed,Debit Card,0.2,0.0
O508812,C112885,2024-09-04 11:41:51,Completed,Credit Card,0.0,149.0
O508813,C107331,2023-10-22 16:04:39,Completed,Debit Card,0.0,149.0
O508814,C100316,2025-09-21 13:01:14,Cancelled,UPI,0.0,0.0
O508815,C101556,2025-08-04 19:47:21,Returned,UPI,0.15,149.0
O508816,C109422,2024-05-26 23:54:26,Completed,COD,0.15,0.0
O508817,C114842,2024-01-15 10:20:28,Returned,Credit Card,0.1,99.0
O508818,C112635,2025-05-18 12:35:12,Completed,COD,0.05,49.0
O508819,C112024,2025-06-30 17:00:36,Returned,Debit Card,0.0,149.0
O508820,C106338,2025-10-11 06:38:49,Completed,COD,0.0,99.0
O508821,C114876,2024-03-12 08:33:39,Completed,Net Banking,0.0,99.0
O508822,C112433,2024-10-27 05:47:50,Completed,COD,0.2,149.0
O508823,C105084,2025-10-27 19:52:29,Completed,NET BANKING,0.1,49.0
O508824,C111269,2025-09-10 15:40:00,Completed,Net Banking,0.15,0.0
O508825,C106561,2025-12-31 00:00:00,Pending,Wallet,0.05,49.0
O508826,C109946,2023-11-09 15:46:34,Completed,Net Banking,0.0,49.0
O508827,C114625,2025-04-19 14:14:16,Completed,COD,0.15,0.0
O508828,C103754,2025-12-08 02:06:54,Completed,Wallet,0.1,99.0
O508829,C111974,2025-10-01 22:20:18,Cancelled,Wallet,,0.0
O508830,C108896,2025-04-28 20:11:17,Returned,COD,,0.0
O508831,C114319,2024-10-09 17:49:46,Cancelled,Wallet,0.0,149.0
O508832,C102071,2023-12-11 05:31:19,Returned,Wallet,0.1,0.0
O508833,C110816,2025-11-02 04:35:10,Returned,Credit Card,0.0,149.0
O508834,C100561,2025-06-28 07:54:37,Pending,Net Banking,0.15,0.0
O508835,C103754,2025-12-27 21:09:33,Completed,wallet,0.0,99.0
O508836,C104871,2025-12-27 09:44:55,Completed,UPI,0.0,49.0
O508837,C106558,2024-08-30 17:26:44,Cancelled,Debit Card,0.15,149.0
O508838,C114541,2025-11-20 19:47:26,Completed,UPI,0.15,49.0
O508839,C101016,2025-07-27 14:46:40,Pending,UPI,0.0,0.0
O508840,C102571,2025-10-31 10:00:27,Cancelled,COD,0.05,
O508841,C103089,2025-09-19 09:49:45,Pending,Debit Card,0.15,99.0
O508842,C106421,2024-09-23 18:37:47,Completed,Debit Card,0.1,99.0
O508843,C100916,2025-11-12 18:54:35,Completed,COD,0.05,0.0
O508844,C114546,2025-08-27 17:08:03,Cancelled,Net Banking,0.05,0.0
O508845,C108471,2025-04-27 08:28:01,Completed,Net Banking,0.0,149.0
O508846,C112258,2025-11-03 05:19:53,Completed,Net Banking,0.2,99.0
O508847,C111629,2025-12-31 03:14:03,Completed,Wallet,0.1,149.0
O508848,C109949,2025-05-15 05:03:47,Completed,Net Banking,0.05,0.0
O508849,C113633,2025-11-16 01:13:06,Returned,Net Banking,0.0,149.0
O508850,C113595,2025-11-11 01:35:36,Completed,Debit Card,0.2,99.0
O508851,C101945,2025-11-27 00:46:27,Pending,UPI,0.2,49.0
O508852,C113590,2025-08-04 04:38:45,Completed,COD,0.05,99.0
O508853,C107921,2024-02-06 17:15:58,Returned,Wallet,0.05,0.0
O508854,C104084,2025-04-21 04:25:11,Completed,Credit Card,0.0,149.0
O508855,C109167,2025-12-17 09:47:53,Pending,UPI,0.05,0.0
O508856,C104274,2024-10-25 18:27:52,Returned,Net Banking,0.1,149.0
O508857,C107266,2025-05-11 03:53:02,Cancelled,Credit Card,0.2,49.0
O508858,C112302,2024-11-12 13:56:42,Completed,Net Banking,0.15,49.0
O508859,C100490,2024-03-22 04:14:36,Completed,Wallet,0.0,0.0
O508860,C102790,2025-10-10 00:41:34,Cancelled,Net Banking,0.2,0.0
O508861,C114419,2025-12-14 02:09:38,Completed,UPI,0.05,0.0
O508862,C106742,2025-12-12 00:12:54,Cancelled,Credit Card,0.0,49.0
O508863,C104619,2023-08-30 17:08:53,Cancelled,Credit Card,0.15,0.0
O508864,C113904,2025-03-25 03:53:19,Completed,Credit Card,0.1,149.0
O508865,C113733,2025-07-15 14:06:16,Returned,COD,,0.0
O508866,C100670,2025-12-30 13:42:15,Cancelled,Wallet,0.05,99.0
O508867,C105495,2024-12-15 20:49:33,Pending,Wallet,0.15,0.0
O508868,C113756,2024-05-12 12:32:05,Cancelled,UPI,0.0,99.0
O508869,C102741,2025-11-25 09:47:12,Completed,Wallet,0.1,49.0
O508870,C108715,2025-06-16 05:59:03,Returned,UPI,0.05,149.0
O508871,C104868,2025-10-14 09:15:48,Returned,Credit Card,0.2,99.0
O508872,C111068,2025-12-16 23:04:48,Pending,Credit Card,0.0,0.0
O508873,C102431,2024-04-01 01:58:25,Completed,COD,0.0,49.0
O508874,C108961,2025-09-20 20:05:54,Completed,Credit Card,0.05,0.0
O508875,C100000,2025-04-19 00:40:46,Completed,UPI,0.0,0.0
O508876,C103836,2024-10-28 18:22:19,Cancelled,COD,0.15,49.0
O508877,C102487,2024-04-30 06:32:58,Completed,COD,0.0,149.0
O508878,C103192,2025-05-18 08:40:18,Completed,UPI,0.0,
O508879,C112930,2025-06-01 04:43:27,Pending,Credit Card,0.1,149.0
O508880,C113781,2025-01-09 16:48:29,Returned,Credit Card,0.1,0.0
O508881,C111354,2023-09-12 15:01:43,Cancelled,Debit Card,0.1,49.0
O508882,C108894,2023-10-01 12:36:59,Completed,WALLET,0.05,49.0
O508883,C103531,2024-04-17 13:20:49,Returned,Net Banking,0.05,0.0
O508884,C104189,2025-12-01 02:34:53,Cancelled,COD,0.2,49.0
O508885,C104716,2025-08-19 18:16:31,Completed,COD,0.0,99.0
O508886,C111697,2025-02-16 00:21:20,Completed,UPI,0.0,149.0
O508887,C103840,2025-04-29 06:47:31,Cancelled,UPI,0.05,99.0
O508888,C114683,2025-11-14 12:03:44,Returned,Wallet,0.15,0.0
O508889,C112004,2025-05-09 17:58:15,Returned,Debit Card,0.2,99.0
O508890,C108368,2024-08-14 15:37:06,Completed,Wallet,0.0,99.0
O508891,C106967,2024-06-11 15:05:17,Cancelled,Wallet,0.05,99.0
O508892,C108884,2025-02-09 16:23:19,Completed,Net Banking,0.0,0.0
O508893,C104268,2024-08-06 16:54:32,Pending,Debit Card,0.1,0.0
O508894,C109084,2025-10-09 13:31:41,Completed,Wallet,0.0,0.0
O508895,C114689,2025-05-13 00:54:25,Completed,Wallet,0.2,49.0
O508896,C100462,2025-03-30 04:21:07,Completed,Net Banking,0.0,0.0
O508897,C104428,2024-09-22 01:11:34,Returned,Net Banking,0.05,149.0
O508898,C104281,2025-10-17 19:09:52,Returned,UPI,0.15,49.0
O508899,C114839,2024-12-05 04:35:42,Completed,Debit Card,0.0,149.0
O508900,C102041,2025-11-06 12:21:12,Cancelled,Net Banking,0.0,0.0
O508901,C112245,2024-11-01 13:45:02,Completed,COD,0.15,99.0
O508902,C104188,2025-10-13 22:58:15,Completed,Wallet,0.0,0.0
O508903,C112931,2025-12-26 14:28:48,Completed,net banking,0.15,99.0
O508904,C107407,2024-12-08 03:50:12,Returned,COD,0.1,49.0
O508905,C103696,2025-06-21 06:50:10,Completed,COD,0.0,0.0
O508906,C110689,2024-06-14 00:12:57,Cancelled,UPI,0.15,0.0
O508907,C112672,2025-07-20 06:32:33,Completed,UPI,0.2,0.0
O508908,C107138,2025-12-30 00:01:47,Cancelled,Net Banking,0.2,0.0
O508909,C110743,2025-04-14 21:10:25,Pending,COD,0.05,149.0
O508910,C102767,2024-08-16 19:55:19,Cancelled,UPI,0.15,0.0
O508911,C114124,2023-09-21 10:48:33,Pending,COD,0.1,0.0
O508912,C101466,2025-12-24 08:15:46,Completed,COD,0.0,149.0
O508913,C103403,2025-04-01 20:58:46,Completed,UPI,0.2,0.0
O508914,C104408,2025-07-20 04:02:24,Completed,Wallet,0.1,0.0
O508915,C102349,2025-01-19 23:54:43,Completed,Credit Card,0.0,49.0
O508916,C106154,2025-12-06 06:21:10,Completed,Credit Card,0.1,0.0
O508917,C106945,2024-05-10 08:48:20,Completed,UPI,0.0,0.0
O508918,C107841,2025-06-21 11:49:13,Completed,UPI,0.05,99.0
O508919,C100616,2023-10-18 09:47:33,Completed,Credit Card,0.05,49.0
O508920,C103359,2025-09-21 06:21:11,Completed,Wallet,0.0,49.0
O508921,C112179,2025-04-14 00:17:52,Returned,COD,0.1,149.0
O508922,C112226,2025-02-26 10:04:51,Completed,Net Banking,0.1,99.0
O508923,C105003,2024-09-28 05:08:35,Completed,UPI,0.2,149.0
O508924,C106994,2025-02-25 18:03:53,Pending,Debit Card,0.0,149.0
O508925,C102796,2025-06-02 22:23:07,Completed,Debit Card,0.1,149.0
O508926,C112396,2024-12-19 02:47:14,Completed,Credit Card,0.05,49.0
O508927,C114422,2025-06-16 15:57:23,Pending,Credit Card,0.05,49.0
O508928,C104454,2025-03-21 10:53:55,Cancelled,UPI,0.0,0.0
O508929,C111762,2025-08-06 03:35:27,Returned,Credit Card,0.05,0.0
O508930,C105327,2025-03-10 20:19:00,Completed,Debit Card,0.05,0.0
O508931,C100031,2025-07-25 23:52:36,Completed,Credit Card,0.2,99.0
O508932,C109020,2025-01-12 16:24:02,Completed,Debit Card,0.2,149.0
O508933,C106224,2025-12-19 11:07:40,Pending,UPI,0.0,49.0
O508934,C111397,2025-11-10 22:04:55,Completed,Credit Card,0.2,49.0
O508935,C111275,2023-06-09 18:18:11,Pending,Debit Card,0.2,0.0
O508936,C114258,2024-01-11 23:40:14,Pending,UPI,0.05,0.0
O508937,C106629,2025-01-04 12:54:50,Completed,COD,0.0,0.0
O508938,C107317,2025-10-24 09:48:40,Completed,Debit Card,0.0,0.0
O508939,C106069,2025-10-02 20:04:40,Returned,Net Banking,0.05,149.0
O508940,C104532,2025-08-11 16:54:55,Completed,UPI,0.15,0.0
O508941,C109618,2025-11-03 02:07:03,Completed,Debit Card,0.0,149.0
O508942,C112475,2025-11-07 14:05:56,Pending,Debit Card,0.0,0.0
O508943,C102426,2024-10-02 21:03:53,Cancelled,Credit Card,0.1,49.0
O508944,C114826,2025-01-09 10:24:51,Cancelled,Wallet,0.2,0.0
O508945,C110256,2025-12-07 14:34:38,Completed,COD,0.05,149.0
O508946,C111733,2025-08-03 23:54:37,Completed,UPI,0.0,49.0
O508947,C111360,2025-09-10 07:17:49,Cancelled,Debit Card,0.0,0.0
O508948,C107658,2025-07-28 05:54:49,Cancelled,Net Banking,0.2,0.0
O508949,C101057,2025-10-02 21:25:21,Pending,Debit Card,0.0,0.0
O508950,C111898,2024-05-03 12:50:51,Pending,Debit Card,0.1,149.0
O508951,C113091,2024-05-18 11:17:19,Cancelled,Wallet,0.0,149.0
O508952,C102488,2025-02-28 20:41:55,Cancelled,Wallet,0.0,0.0
O508953,C100372,2025-03-15 22:38:35,Pending,Debit Card,0.1,0.0
O508954,C102096,2025-08-20 18:33:44,Completed,UPI,0.05,149.0
O508955,C104919,2025-12-27 21:42:18,Completed,COD,0.0,0.0
O508956,C113922,2025-09-14 22:31:48,Pending,UPI,0.0,99.0
O508957,C100030,2024-08-22 03:01:45,Cancelled,Net Banking,0.2,149.0
O508958,C112114,2025-10-15 11:28:16,Completed,Credit Card,0.2,49.0
O508959,C112857,2024-12-02 22:05:12,Completed,Wallet,0.0,99.0
O508960,C112236,2024-07-03 17:00:02,Completed,Credit Card,0.0,0.0
O508961,C101243,2025-10-05 16:36:17,Completed,COD,0.2,149.0
O508962,C110201,2025-12-10 13:37:37,Completed,COD,0.1,0.0
O508963,C114372,2025-11-10 11:31:37,Returned,Wallet,0.0,49.0
O508964,C101818,2025-11-20 13:10:10,Cancelled,UPI,0.0,0.0
O508965,C100478,2024-11-27 00:01:55,Returned,COD,0.1,99.0
O508966,C113129,2025-06-19 07:25:59,Completed,NET BANKING,0.0,0.0
O508967,C109722,2025-08-29 09:35:32,Returned,Credit Card,0.2,49.0
O508968,C109744,2025-10-25 16:25:11,Returned,Debit Card,0.0,0.0
O508969,C114527,2025-12-30 12:26:25,Cancelled,Debit Card,0.2,0.0
O508970,C111573,2025-11-06 23:51:07,Cancelled,Debit Card,0.0,99.0
O508971,C106025,2024-09-01 12:04:35,Completed,Wallet,0.1,149.0
O508972,C106602,2025-07-06 02:34:41,Completed,UPI,0.0,49.0
O508973,C102214,2025-12-29 09:58:18,Completed,Net Banking,0.2,99.0
O508974,C104630,2025-09-18 18:18:23,Completed,UPI,0.0,0.0
O508975,C106748,2025-06-10 04:26:59,Pending,Net Banking,0.2,49.0
O508976,C103968,2025-12-18 13:40:12,Pending,UPI,0.0,0.0
O508977,C113791,2025-01-26 11:36:44,Completed,UPI,0.0,49.0
O508978,C100177,2025-07-07 14:19:37,Completed,Net Banking,0.0,49.0
O508979,C108854,2025-06-14 01:14:43,Cancelled,COD,0.05,0.0
O508980,C111609,2025-05-21 02:25:31,Returned,COD,0.0,0.0
O508981,C111014,2024-10-24 00:16:41,Completed,Credit Card,0.0,99.0
O508982,C109700,2024-12-18 17:08:31,Completed,COD,0.0,149.0
O508983,C106221,2025-12-08 22:03:50,Returned,Net Banking,0.15,49.0
O508984,C113830,2025-12-25 12:51:22,Completed,Debit Card,0.2,149.0
O508985,C104985,2025-06-13 23:02:27,Cancelled,Debit Card,0.05,49.0
O508986,C111287,2025-03-03 03:24:11,Completed,Net Banking,0.1,0.0
O508987,C113963,2025-12-26 06:08:08,Returned,Wallet,0.15,0.0
O508988,C101958,2025-10-14 10:02:33,Cancelled,Credit Card,0.0,49.0
O508989,C114274,2024-04-22 06:37:59,Pending,Net Banking,,0.0
O508990,C111686,2025-12-14 16:24:19,Completed,COD,0.0,49.0
O508991,C109298,2025-12-22 06:00:32,Completed,UPI,0.15,0.0
O508992,C105680,2024-08-17 06:07:25,Completed,Credit Card,0.2,99.0
O508993,C113628,2025-05-05 01:27:16,Completed,Credit Card,0.0,99.0
O508994,C100668,2025-06-17 08:54:01,Completed,UPI,0.0,149.0
O508995,C106550,2025-07-29 05:47:57,Completed,Credit Card,0.05,0.0
O508996,C111371,2025-12-17 00:29:21,Completed,UPI,0.0,0.0
O508997,C112236,2025-02-09 22:33:52,Pending,Net Banking,0.1,0.0
O508998,C103074,2025-12-25 10:07:41,Completed,Credit Card,0.05,49.0
O508999,C100726,2024-11-09 14:53:23,Returned,Credit Card,0.1,149.0
O509000,C112106,2024-09-18 09:19:29,Pending,Debit Card,0.0,0.0
O509001,C106393,2025-11-23 04:06:52,Completed,Wallet,0.1,99.0
O509002,C102201,2025-10-05 01:13:42,Pending,Wallet,0.0,149.0
O509003,C101296,2025-01-19 09:02:47,Completed,Debit Card,0.05,99.0
O509004,C109660,2023-12-16 07:04:26,Completed,Wallet,0.0,149.0
O509005,C108794,2023-08-27 21:15:00,Returned,UPI,0.15,99.0
O509006,C112845,2023-05-10 07:30:23,Cancelled,Wallet,0.15,99.0
O509007,C100477,2025-12-28 08:46:39,Completed,UPI,0.0,99.0
O509008,C113057,2025-11-17 15:06:50,Cancelled,  Wallet  ,0.0,0.0
O509009,C113346,2024-12-31 03:22:04,Pending,Debit Card,0.0,49.0
O509010,C106764,2025-10-29 04:01:35,Cancelled,COD,0.1,0.0
O509011,C101155,2025-09-24 20:23:53,Returned,UPI,0.0,49.0
O509012,C114268,2024-07-17 18:38:55,Pending,Net Banking,0.0,99.0
O509013,C101075,2025-11-06 07:23:09,Completed,Debit Card,0.0,99.0
O509014,C108900,2024-12-14 13:46:21,Pending,Wallet,0.0,99.0
O509015,C107484,2025-11-04 09:24:49,Returned,Wallet,0.0,149.0
O509016,C112586,2025-11-09 06:53:54,Completed,COD,0.0,0.0
O509017,C107637,2025-04-29 04:43:58,Completed,Wallet,0.0,0.0
O509018,C107128,2025-03-06 04:10:41,Completed,Debit Card,0.05,49.0
O509019,C113242,2025-11-26 08:23:52,Pending,UPI,0.15,0.0
O509020,C114521,2025-12-11 06:42:20,Cancelled,Debit Card,0.0,99.0
O509021,C108295,2023-06-28 23:51:50,Returned,UPI,0.0,0.0
O509022,C106901,2025-11-12 04:25:36,Completed,Net Banking,0.0,0.0
O509023,C112524,2025-05-06 15:33:06,Completed,Wallet,0.0,99.0
O509024,C112524,2025-08-25 23:20:42,Completed,UPI,0.0,0.0
O509025,C104852,2024-08-05 01:41:31,Completed,Net Banking,0.2,0.0
O509026,C108679,2025-03-27 02:56:18,Returned,Credit Card,0.15,0.0
O509027,C102375,2025-08-29 00:52:38,Completed,Net Banking,0.15,99.0
