date,channel,campaign,spend,impressions,clicks,conversions
2023-08-03,Google Ads,Display_Retarget,1359.23,5934,92,3
2023-08-03,Meta Ads,IG_Retarget,978.96,3131,60,4
2023-08-03,Meta Ads,FB_Lookalike,7265.76,16128,651,46
2023-08-03,YouTube Ads,YT_Bumper,528.6,2901,98,7
2023-08-03,Email,Weekly_Newsletter,3565.3,4980,113,8
2023-08-03,Email,Win_Back,367.58,2903,17,0
2023-08-03,Organic Search,SEO_Blog,459.83,1280,34,2
2023-08-03,Organic Search,SEO_Category,267.46,4521,196,4
2023-08-03,Affiliate,Affiliate_Network_A,4906.59,5075,173,3
2023-08-03,Referral,Referral_Program,167.34,6059,85,3
2023-08-03,Direct,Direct_Traffic,23.74,495,21,1
2023-08-04,Google Ads,Search_Brand,1384.11,1130,35,1
2023-08-04,Google Ads,Search_Generic,2140.86,5232,116,7
2023-08-04,Google Ads,Shopping_Ads,774.26,2407,84,1
2023-08-04,Google Ads,Display_Retarget,789.27,2576,52,3
2023-08-04,Meta Ads,FB_Prospecting,156.56,4202,24,1
2023-08-04,Meta Ads,IG_Retarget,17890.87,17103,755,21
2023-08-04,Meta Ads,FB_Lookalike,4042.54,8547,225,11
2023-08-04,YouTube Ads,YT_Bumper,644.63,4346,33,1
2023-08-04,Email,Cart_Recovery,2271.87,5406,91,4
2023-08-04,Affiliate,Affiliate_Network_A,9464.65,6694,245,18
2023-08-04,Affiliate,Affiliate_Network_B,2685.84,2698,105,6
2023-08-05,Google Ads,Search_Brand,1268.09,5753,39,0
2023-08-05,Google Ads,Search_Generic,10871.71,11519,377,17
2023-08-05,Google Ads,Shopping_Ads,1450.49,2206,58,1
2023-08-05,Google Ads,Display_Retarget,3195.78,3948,74,3
2023-08-05,Meta Ads,FB_Prospecting,1014.58,6081,178,10
2023-08-05,Meta Ads,IG_Retarget,1114.01,2244,61,3
2023-08-05,Meta Ads,FB_Lookalike,730.56,4621,49,0
2023-08-05,YouTube Ads,YT_Skippable,12222.37,7532,312,19
2023-08-05,Email,Weekly_Newsletter,4030.29,8024,193,8
2023-08-05,Email,Cart_Recovery,2976.43,5843,96,2
2023-08-05,Email,Win_Back,739.4,11154,145,10
2023-08-05,Organic Search,SEO_Blog,245.39,14604,321,23
2023-08-05,Organic Search,SEO_Category,90.8,4030,40,2
2023-08-05,Referral,Referral_Program,128.79,5079,77,1
2023-08-05,Direct,Direct_Traffic,107.37,14975,567,40
2023-08-06,Google Ads,Search_Brand,1262.66,4032,41,1
2023-08-06,Google Ads,Shopping_Ads,814.23,1588,51,1
2023-08-06,Google Ads,Display_Retarget,17341.08,11206,454,28
2023-08-06,Meta Ads,FB_Prospecting,3326.33,5776,125,6
2023-08-06,Meta Ads,IG_Retarget,6208.66,8071,162,9
2023-08-06,Meta Ads,FB_Lookalike,5407.96,5295,153,3
2023-08-06,YouTube Ads,YT_Skippable,307.38,2717,14,1
2023-08-06,Email,Weekly_Newsletter,7564.18,14100,343,26
2023-08-06,Email,Cart_Recovery,1216.39,8608,193,7
2023-08-06,Email,Win_Back,2153.68,5245,234,11
2023-08-06,Affiliate,Affiliate_Network_A,1424.49,2954,128,2
2023-08-06,Affiliate,Affiliate_Network_B,2325.76,1447,57,3
2023-08-06,Direct,Direct_Traffic,33.78,10005,299,17
2023-08-07,Google Ads,Search_Brand,1937.45,1362,46,1
2023-08-07,Google Ads,Search_Generic,8278.8,7823,225,16
2023-08-07,Google Ads,Shopping_Ads,2100.45,5556,51,1
2023-08-07,Google Ads,Display_Retarget,664.54,1245,36,1
2023-08-07,Meta Ads,FB_Prospecting,2256.75,2046,55,4
2023-08-07,Meta Ads,IG_Retarget,5874.44,7715,268,19
2023-08-07,Meta Ads,FB_Lookalike,6948.51,12999,160,6
2023-08-07,YouTube Ads,YT_Bumper,888.84,838,20,0
2023-08-07,Email,Weekly_Newsletter,4148.32,5028,173,9
2023-08-07,Email,Win_Back,8153.72,9489,303,4
2023-08-07,Organic Search,SEO_Category,103.13,4428,149,4
2023-08-07,Affiliate,Affiliate_Network_B,5936.81,9904,181,13
2023-08-07,Referral,Referral_Program,2.96,5609,53,2
2023-08-07,Direct,Direct_Traffic,63.09,8976,365,15
2023-08-08,Google Ads,Search_Brand,1393.29,8162,218,13
2023-08-08,Google Ads,Shopping_Ads,1124.64,2470,37,0
2023-08-08,Google Ads,Display_Retarget,6105.23,7156,214,16
2023-08-08,Meta Ads,IG_Retarget,7065.22,11735,378,24
2023-08-08,Meta Ads,FB_Lookalike,2125.95,8584,117,6
2023-08-08,YouTube Ads,YT_Skippable,3644.04,12741,191,13
2023-08-08,Email,Cart_Recovery,7697.61,8992,234,15
2023-08-08,Organic Search,SEO_Blog,396.47,10541,406,7
2023-08-08,Organic Search,SEO_Category,137.14,4898,100,5
2023-08-08,Affiliate,Affiliate_Network_A,1280.04,7573,319,15
2023-08-08,Referral,Referral_Program,330.41,5508,189,10
2023-08-09,Google Ads,Search_Brand,,5965,167,11
2023-08-09,Google Ads,Display_Retarget,71.48,461,9,0
2023-08-09,Meta Ads,FB_Lookalike,12221.84,11708,285,9
2023-08-09,YouTube Ads,YT_Skippable,4083.88,3919,112,7
2023-08-09,YouTube Ads,YT_Bumper,780.86,1546,26,0
2023-08-09,Email,Cart_Recovery,485.76,7004,78,3
2023-08-09,Email,Win_Back,4320.94,7070,192,14
2023-08-09,Organic Search,SEO_Blog,344.24,5790,115,5
2023-08-09,Organic Search,SEO_Category,88.13,1782,23,0
2023-08-09,Affiliate,Affiliate_Network_A,6441.68,11188,180,11
2023-08-09,Affiliate,Affiliate_Network_B,3430.3,6116,132,2
2023-08-09,Direct,Direct_Traffic,477.41,7921,134,9
2023-08-10,Google Ads,Search_Brand,5473.76,4444,192,9
2023-08-10,Google Ads,Search_Generic,6237.4,5147,162,10
2023-08-10,Google Ads,Shopping_Ads,362.11,672,12,0
2023-08-10,Google Ads,Display_Retarget,379.05,4899,107,8
2023-08-10,Meta Ads,FB_Prospecting,2757.8,9822,70,4
2023-08-10,Meta Ads,IG_Retarget,5832.55,12374,241,17
2023-08-10,Meta Ads,FB_Lookalike,5900.0,7084,270,7
2023-08-10,YouTube Ads,YT_Skippable,1977.46,1551,66,3
2023-08-10,YouTube Ads,YT_Bumper,2543.63,1758,66,4
2023-08-10,Email,Weekly_Newsletter,10094.04,13044,277,17
2023-08-10,Email,Win_Back,7747.77,13042,215,10
2023-08-10,Organic Search,SEO_Category,430.97,15616,632,13
2023-08-10,Affiliate,Affiliate_Network_A,1915.44,10723,346,24
2023-08-11,Google Ads,Search_Brand,954.79,1056,37,1
2023-08-11,Google Ads,Search_Generic,7635.83,12183,320,15
2023-08-11,Google Ads,Shopping_Ads,1715.6,8754,124,8
2023-08-11,Meta Ads,FB_Prospecting,7555.01,5657,171,11
2023-08-11,Meta Ads,FB_Lookalike,5110.65,4029,161,10
2023-08-11,YouTube Ads,YT_Skippable,1617.23,2847,46,2
2023-08-11,Email,Weekly_Newsletter,5777.93,4288,171,8
2023-08-11,Email,Cart_Recovery,8501.87,7014,215,3
2023-08-11,Email,Win_Back,1977.14,3638,82,3
2023-08-11,Organic Search,SEO_Blog,18.6,2415,74,4
2023-08-11,Affiliate,Affiliate_Network_A,6701.84,5654,175,5
2023-08-11,Affiliate,Affiliate_Network_B,7036.56,5248,157,11
2023-08-11,Referral,Referral_Program,456.2,4102,160,9
2023-08-12,Google Ads,Search_Brand,13279.14,8826,384,20
2023-08-12,Google Ads,Search_Generic,587.01,5333,45,0
2023-08-12,Google Ads,Shopping_Ads,1431.8,1205,46,1
2023-08-12,Google Ads,Display_Retarget,7851.37,8970,304,17
2023-08-12,Meta Ads,IG_Retarget,294.55,565,10,0
2023-08-12,Meta Ads,FB_Lookalike,885.44,2738,67,4
2023-08-12,YouTube Ads,YT_Skippable,5145.19,17034,765,34
2023-08-12,YouTube Ads,YT_Bumper,8963.74,9232,255,12
2023-08-12,Email,Weekly_Newsletter,2740.92,8606,314,7
2023-08-12,Email,Cart_Recovery,588.22,1051,27,0
2023-08-12,Email,Win_Back,16983.49,9551,379,18
2023-08-12,Organic Search,SEO_Blog,238.74,8960,202,11
2023-08-12,Organic Search,SEO_Category,132.76,4507,140,3
2023-08-12,Affiliate,Affiliate_Network_A,491.14,4335,144,8
2023-08-12,Affiliate,Affiliate_Network_B,285.33,5510,54,0
2023-08-12,Referral,Referral_Program,138.82,16790,194,5
2023-08-12,Direct,Direct_Traffic,13.7,4841,29,2
2023-08-13,Google Ads,Search_Generic,5579.73,6812,271,13
2023-08-13,Google Ads,Shopping_Ads,149.49,2106,46,2
2023-08-13,Google Ads,Display_Retarget,662.98,2696,17,0
2023-08-13,Meta Ads,FB_Prospecting,539.43,1636,12,0
2023-08-13,Meta Ads,IG_Retarget,4396.81,4253,110,2
2023-08-13,Meta Ads,FB_Lookalike,885.67,1671,33,1
2023-08-13,YouTube Ads,YT_Skippable,5701.3,5492,179,4
2023-08-13,Email,Weekly_Newsletter,6449.88,5226,157,8
2023-08-13,Email,Cart_Recovery,464.22,924,15,1
2023-08-13,Organic Search,SEO_Category,247.48,8861,262,15
2023-08-13,Referral,Referral_Program,489.13,14490,221,5
2023-08-13,Direct,Direct_Traffic,335.18,1002,41,2
2023-08-14,Google Ads,Search_Generic,3470.78,7252,301,15
2023-08-14,Google Ads,Shopping_Ads,655.33,5555,150,1
2023-08-14,Meta Ads,FB_Prospecting,2899.45,7694,143,10
2023-08-14,YouTube Ads,YT_Skippable,125.69,376,4,0
2023-08-14,Email,Weekly_Newsletter,523.25,780,17,1
2023-08-14,Email,Cart_Recovery,22036.06,15410,689,48
2023-08-14,Email,Win_Back,3438.54,12998,144,5
2023-08-14,Organic Search,SEO_Blog,53.81,12603,76,4
2023-08-14,Referral,Referral_Program,36.34,2377,18,1
2023-08-15,Google Ads,Search_Brand,5420.62,30013,1211,16
2023-08-15,Google Ads,Search_Generic,20414.43,17704,498,16
2023-08-15,Google Ads,Shopping_Ads,5778.21,4740,203,13
2023-08-15,Google Ads,Display_Retarget,943.33,1757,61,2
2023-08-15,Meta Ads,FB_Prospecting,1000.25,2372,88,2
2023-08-15,Meta Ads,IG_Retarget,1611.67,6326,82,4
2023-08-15,YouTube Ads,YT_Bumper,1453.65,2885,84,0
2023-08-15,Email,Cart_Recovery,2438.98,4648,201,4
2023-08-15,Organic Search,SEO_Blog,428.92,11021,209,10
2023-08-15,Affiliate,Affiliate_Network_A,3967.18,10881,108,5
2023-08-15,Direct,Direct_Traffic,224.88,6944,111,6
2023-08-16,Google Ads,Search_Brand,425.65,1629,30,0
2023-08-16,Google Ads,Search_Generic,1169.95,9021,94,2
2023-08-16,Google Ads,Display_Retarget,3758.42,4873,136,10
2023-08-16,Meta Ads,FB_Prospecting,262.01,1964,27,1
2023-08-16,Meta Ads,IG_Retarget,656.19,10568,166,3
2023-08-16,YouTube Ads,YT_Skippable,894.58,10783,114,2
2023-08-16,YouTube Ads,YT_Bumper,4459.71,10945,193,5
2023-08-16,Email,Weekly_Newsletter,1134.15,7888,185,6
2023-08-16,Email,Cart_Recovery,4882.5,6811,143,4
2023-08-16,Email,Win_Back,3971.71,16121,123,8
2023-08-16,Organic Search,SEO_Blog,474.33,6832,183,7
2023-08-16,Organic Search,SEO_Category,177.7,4159,111,8
2023-08-16,Affiliate,Affiliate_Network_A,1604.86,4904,36,1
2023-08-16,Affiliate,Affiliate_Network_B,1592.01,4841,62,3
2023-08-16,Direct,Direct_Traffic,335.06,12913,242,15
2023-08-17,Google Ads,Search_Brand,844.79,8953,144,4
2023-08-17,Google Ads,Search_Generic,8665.77,6303,213,14
2023-08-17,Google Ads,Shopping_Ads,1063.48,5762,67,3
2023-08-17,Meta Ads,FB_Prospecting,5322.31,13121,487,35
2023-08-17,Meta Ads,IG_Retarget,1301.47,4881,86,5
2023-08-17,Meta Ads,FB_Lookalike,4401.52,4746,114,3
2023-08-17,YouTube Ads,YT_Skippable,3820.94,9035,188,14
2023-08-17,YouTube Ads,YT_Bumper,3311.75,7363,263,20
2023-08-17,Organic Search,SEO_Blog,451.27,6001,166,2
2023-08-17,Affiliate,Affiliate_Network_A,210.53,707,6,0
2023-08-17,Affiliate,Affiliate_Network_B,937.2,11024,55,3
2023-08-17,Direct,Direct_Traffic,444.89,12459,371,15
2023-08-18,Google Ads,Search_Brand,1771.46,10421,444,21
2023-08-18,Google Ads,Shopping_Ads,6536.14,6486,212,8
2023-08-18,YouTube Ads,YT_Skippable,6609.83,5655,187,8
2023-08-18,YouTube Ads,YT_Bumper,3628.89,3681,131,1
2023-08-18,Email,Cart_Recovery,2404.82,5474,93,3
2023-08-18,Email,Win_Back,2558.23,4727,119,2
2023-08-18,Organic Search,SEO_Blog,30.01,21327,877,13
2023-08-18,Affiliate,Affiliate_Network_B,3349.73,9798,208,9
2023-08-18,Referral,Referral_Program,318.53,4214,189,7
2023-08-18,Direct,Direct_Traffic,448.62,5551,76,0
2023-08-19,Google Ads,Search_Brand,848.84,5760,130,2
2023-08-19,Google Ads,Search_Generic,2215.06,11877,158,8
2023-08-19,Google Ads,Shopping_Ads,510.9,2153,13,0
2023-08-19,Google Ads,Display_Retarget,1638.41,2865,76,5
2023-08-19,Meta Ads,FB_Prospecting,33.42,278,5,0
2023-08-19,Meta Ads,FB_Lookalike,486.65,3449,42,2
2023-08-19,YouTube Ads,YT_Skippable,1266.49,6029,84,6
2023-08-19,Email,Weekly_Newsletter,7107.45,9053,297,9
2023-08-19,Email,Cart_Recovery,3944.18,3841,124,8
2023-08-19,Email,Win_Back,1146.97,4984,126,7
2023-08-19,Organic Search,SEO_Blog,131.38,11783,289,5
2023-08-19,Organic Search,SEO_Category,368.8,7474,238,9
2023-08-19,Affiliate,Affiliate_Network_A,888.77,5921,55,3
2023-08-19,Affiliate,Affiliate_Network_B,532.43,3901,39,0
2023-08-20,Google Ads,Search_Brand,1506.06,2497,82,1
2023-08-20,Google Ads,Search_Generic,1611.83,4867,124,4
2023-08-20,Google Ads,Shopping_Ads,461.44,2528,26,0
2023-08-20,Google Ads,Display_Retarget,169.17,4467,55,1
2023-08-20,Meta Ads,FB_Prospecting,966.79,6224,34,1
2023-08-20,Meta Ads,IG_Retarget,1054.59,2710,52,2
2023-08-20,Meta Ads,FB_Lookalike,11726.42,11967,496,5
2023-08-20,YouTube Ads,YT_Skippable,3525.83,11427,150,3
2023-08-20,YouTube Ads,YT_Bumper,6949.01,4666,155,8
2023-08-20,Email,Weekly_Newsletter,,19619,105,7
2023-08-20,Email,Cart_Recovery,297.9,1418,23,1
2023-08-20,Organic Search,SEO_Blog,352.94,2118,71,1
2023-08-20,Affiliate,Affiliate_Network_A,852.24,8245,229,3
2023-08-20,Referral,Referral_Program,262.03,4444,49,0
2023-08-21,Google Ads,Search_Brand,,5855,178,6
2023-08-21,Google Ads,Search_Generic,3601.34,4104,140,4
2023-08-21,Google Ads,Display_Retarget,2542.76,7489,128,10
2023-08-21,Meta Ads,IG_Retarget,4746.62,6836,127,1
2023-08-21,YouTube Ads,YT_Skippable,205.92,2157,30,0
2023-08-21,YouTube Ads,YT_Bumper,3966.06,7791,171,5
2023-08-21,Email,Win_Back,3469.15,5231,193,7
2023-08-21,Affiliate,Affiliate_Network_B,3450.81,5182,188,2
2023-08-21,Referral,Referral_Program,371.53,2896,43,1
2023-08-22,Google Ads,Search_Brand,600.75,2583,49,3
2023-08-22,Google Ads,Search_Generic,2609.1,3324,91,1
2023-08-22,Google Ads,Shopping_Ads,16822.6,22218,616,27
2023-08-22,Google Ads,Display_Retarget,129.01,3096,35,1
2023-08-22,Meta Ads,FB_Lookalike,7771.88,7655,342,4
2023-08-22,Email,Weekly_Newsletter,1148.96,5229,29,1
2023-08-22,Email,Cart_Recovery,2371.52,1891,61,3
2023-08-22,Email,Win_Back,736.77,2156,60,0
2023-08-22,Organic Search,SEO_Blog,50.91,178,4,0
2023-08-22,Affiliate,Affiliate_Network_A,4269.15,4385,115,1
2023-08-22,Affiliate,Affiliate_Network_B,15093.2,16715,345,15
2023-08-22,Referral,Referral_Program,54.33,15340,159,10
2023-08-22,Direct,Direct_Traffic,177.25,2605,68,4
2023-08-23,Google Ads,Search_Brand,5291.95,7270,282,8
2023-08-23,Google Ads,Search_Generic,389.68,4117,64,1
2023-08-23,Google Ads,Shopping_Ads,1038.81,3100,47,2
2023-08-23,Google Ads,Display_Retarget,5382.79,6335,233,10
2023-08-23,Meta Ads,FB_Prospecting,825.3,4439,22,1
2023-08-23,Meta Ads,IG_Retarget,3203.97,2281,82,2
2023-08-23,Meta Ads,FB_Lookalike,567.15,2536,46,1
2023-08-23,YouTube Ads,YT_Skippable,2044.42,9116,356,6
2023-08-23,YouTube Ads,YT_Bumper,807.64,5473,143,9
2023-08-23,Email,Weekly_Newsletter,5195.59,8350,319,19
2023-08-23,Email,Cart_Recovery,949.94,3977,36,1
2023-08-23,Organic Search,SEO_Blog,100.91,1038,24,1
2023-08-23,Organic Search,SEO_Category,23.92,3593,76,5
2023-08-23,Affiliate,Affiliate_Network_B,9659.83,6859,280,16
2023-08-23,Referral,Referral_Program,217.54,7214,194,4
2023-08-24,Google Ads,Search_Brand,143.24,1908,41,1
2023-08-24,Google Ads,Search_Generic,4088.12,4844,190,4
2023-08-24,Google Ads,Display_Retarget,4516.48,4009,105,5
2023-08-24,Meta Ads,FB_Prospecting,1432.53,7247,87,3
2023-08-24,Meta Ads,FB_Lookalike,1205.99,5026,54,4
2023-08-24,YouTube Ads,YT_Bumper,354.06,724,32,2
2023-08-24,Email,Win_Back,2065.16,6609,54,3
2023-08-24,Organic Search,SEO_Category,164.2,4870,169,10
2023-08-24,Affiliate,Affiliate_Network_A,241.25,3273,28,0
2023-08-24,Affiliate,Affiliate_Network_B,11659.89,7308,306,22
2023-08-24,Referral,Referral_Program,286.77,7131,313,20
2023-08-24,Direct,Direct_Traffic,92.39,15913,586,13
2023-08-25,Google Ads,Search_Generic,683.14,7241,38,0
2023-08-25,Google Ads,Shopping_Ads,8617.08,6921,248,3
2023-08-25,Meta Ads,IG_Retarget,9206.26,7001,275,9
2023-08-25,YouTube Ads,YT_Skippable,529.42,2016,16,0
2023-08-25,Email,Weekly_Newsletter,63.1,493,8,0
2023-08-25,Email,Cart_Recovery,4328.7,4536,180,7
2023-08-25,Email,Win_Back,5621.2,3660,151,9
2023-08-25,Organic Search,SEO_Blog,20.71,2620,75,2
2023-08-25,Organic Search,SEO_Category,102.32,5964,134,8
2023-08-25,Affiliate,Affiliate_Network_B,3966.25,7072,133,2
2023-08-25,Referral,Referral_Program,469.9,6419,116,1
2023-08-25,Direct,Direct_Traffic,382.47,13224,491,35
2023-08-26,Google Ads,Search_Brand,2758.39,4356,92,2
2023-08-26,Google Ads,Shopping_Ads,2725.25,5416,90,5
2023-08-26,Google Ads,Display_Retarget,3345.11,6353,83,6
2023-08-26,Meta Ads,FB_Prospecting,4380.83,5950,160,12
2023-08-26,Meta Ads,IG_Retarget,795.08,4155,45,3
2023-08-26,YouTube Ads,YT_Bumper,12957.85,9773,368,18
2023-08-26,Email,Cart_Recovery,73.61,308,4,0
2023-08-26,Organic Search,SEO_Blog,239.65,11420,305,23
2023-08-26,Organic Search,SEO_Category,283.66,12097,404,13
2023-08-26,Affiliate,Affiliate_Network_A,1514.72,4737,125,3
2023-08-26,Affiliate,Affiliate_Network_B,22230.53,18735,514,12
2023-08-26,Referral,Referral_Program,392.01,8014,118,1
2023-08-27,Google Ads,Search_Brand,3703.97,4942,138,8
2023-08-27,Google Ads,Search_Generic,874.96,7370,169,3
2023-08-27,Google Ads,Shopping_Ads,1187.6,2601,42,3
2023-08-27,Meta Ads,FB_Prospecting,2539.86,11987,307,13
2023-08-27,Meta Ads,FB_Lookalike,828.08,1582,57,4
2023-08-27,YouTube Ads,YT_Skippable,802.38,6397,72,0
2023-08-27,Email,Weekly_Newsletter,2164.8,7532,105,3
2023-08-27,Email,Cart_Recovery,519.63,4331,153,7
2023-08-27,Organic Search,SEO_Blog,280.23,13430,355,9
2023-08-27,Organic Search,SEO_Category,247.06,9274,354,8
2023-08-27,Affiliate,Affiliate_Network_B,34469.27,24272,949,12
2023-08-27,Referral,Referral_Program,172.8,14573,325,5
2023-08-27,Direct,Direct_Traffic,195.87,6512,165,7
2023-08-28,Google Ads,Search_Brand,8716.02,13345,203,3
2023-08-28,Google Ads,Search_Generic,3163.93,6044,106,8
2023-08-28,Google Ads,Display_Retarget,1685.45,5500,38,0
2023-08-28,Meta Ads,IG_Retarget,10368.48,14969,646,26
2023-08-28,Meta Ads,FB_Lookalike,2685.47,7014,176,12
2023-08-28,Email,Weekly_Newsletter,1576.64,1403,45,0
2023-08-28,Email,Cart_Recovery,5758.22,4418,160,9
2023-08-28,Email,Win_Back,1588.61,2904,72,1
2023-08-28,Organic Search,SEO_Blog,157.21,8038,178,2
2023-08-28,Organic Search,SEO_Category,417.72,13614,327,7
2023-08-28,Affiliate,Affiliate_Network_B,,10007,314,8
2023-08-29,Google Ads,Search_Brand,1679.76,8694,162,8
2023-08-29,Google Ads,Search_Generic,11186.71,15788,351,14
2023-08-29,Google Ads,Shopping_Ads,5012.7,9211,231,5
2023-08-29,Google Ads,Display_Retarget,9429.77,9112,295,21
2023-08-29,Meta Ads,FB_Lookalike,19733.34,15110,467,21
2023-08-29,YouTube Ads,YT_Skippable,18162.31,18187,637,26
2023-08-29,YouTube Ads,YT_Bumper,7808.58,7783,189,9
2023-08-29,Email,Weekly_Newsletter,1508.18,4114,146,4
2023-08-29,Email,Cart_Recovery,442.19,5420,64,1
2023-08-29,Organic Search,SEO_Blog,70.88,2769,35,1
2023-08-29,Organic Search,SEO_Category,357.18,5099,140,8
2023-08-29,Affiliate,Affiliate_Network_B,1061.55,6024,65,1
2023-08-29,Direct,Direct_Traffic,491.11,1049,12,0
2023-08-30,Google Ads,Search_Brand,2093.78,3199,48,3
2023-08-30,Google Ads,Search_Generic,672.78,3085,33,2
2023-08-30,Google Ads,Shopping_Ads,1736.74,3765,47,2
2023-08-30,Meta Ads,FB_Prospecting,1134.81,5748,38,1
2023-08-30,Meta Ads,IG_Retarget,2078.93,1672,60,1
2023-08-30,Meta Ads,FB_Lookalike,2760.34,5649,172,13
2023-08-30,YouTube Ads,YT_Skippable,1470.09,4693,119,8
2023-08-30,YouTube Ads,YT_Bumper,13479.93,11800,527,35
2023-08-30,Email,Cart_Recovery,2588.58,4162,102,3
2023-08-30,Email,Win_Back,5335.79,9936,194,12
2023-08-30,Organic Search,SEO_Category,285.39,1773,14,0
2023-08-30,Affiliate,Affiliate_Network_B,766.83,5909,85,6
2023-08-30,Referral,Referral_Program,335.17,13957,512,29
2023-08-30,Direct,Direct_Traffic,300.2,5763,205,11
2023-08-31,Google Ads,Search_Generic,332.41,5182,80,5
2023-08-31,Google Ads,Shopping_Ads,3807.92,4474,134,2
2023-08-31,Google Ads,Display_Retarget,4231.17,5574,158,2
2023-08-31,Meta Ads,IG_Retarget,1974.14,8078,58,0
2023-08-31,Meta Ads,FB_Lookalike,1722.37,16434,189,6
2023-08-31,YouTube Ads,YT_Skippable,11839.54,8808,309,6
2023-08-31,Email,Weekly_Newsletter,1214.39,1706,33,2
2023-08-31,Email,Cart_Recovery,25746.97,28218,953,74
2023-08-31,Email,Win_Back,154.08,1784,13,0
2023-08-31,Organic Search,SEO_Blog,201.57,2696,59,2
2023-08-31,Organic Search,SEO_Category,,18302,498,6
2023-08-31,Affiliate,Affiliate_Network_A,1149.43,6091,122,2
2023-08-31,Affiliate,Affiliate_Network_B,2904.17,2508,108,1
2023-08-31,Direct,Direct_Traffic,63.13,6730,212,11
2023-09-01,Google Ads,Shopping_Ads,1610.47,6141,76,1
2023-09-01,Meta Ads,FB_Prospecting,1068.76,8019,250,9
2023-09-01,Meta Ads,IG_Retarget,3320.13,8051,75,2
2023-09-01,Meta Ads,FB_Lookalike,994.56,1731,37,1
2023-09-01,YouTube Ads,YT_Skippable,9274.38,5579,233,5
2023-09-01,Email,Weekly_Newsletter,584.51,1644,15,0
2023-09-01,Email,Cart_Recovery,4285.88,9190,98,5
2023-09-01,Email,Win_Back,2388.16,9395,114,3
2023-09-01,Organic Search,SEO_Blog,371.99,6684,179,5
2023-09-01,Affiliate,Affiliate_Network_A,714.1,2050,17,1
2023-09-01,Affiliate,Affiliate_Network_B,1878.28,8099,122,8
2023-09-01,Referral,Referral_Program,434.59,4873,140,1
2023-09-01,Direct,Direct_Traffic,294.7,5159,53,1
2023-09-02,Google Ads,Search_Brand,783.33,2053,34,2
2023-09-02,Google Ads,Shopping_Ads,452.68,491,12,0
2023-09-02,Meta Ads,FB_Lookalike,3047.96,4093,170,13
2023-09-02,YouTube Ads,YT_Skippable,3101.25,13388,317,16
2023-09-02,YouTube Ads,YT_Bumper,1359.61,7930,99,5
2023-09-02,Email,Weekly_Newsletter,5989.22,12734,167,9
2023-09-02,Email,Cart_Recovery,2632.15,4240,95,4
2023-09-02,Email,Win_Back,1797.99,4411,116,7
2023-09-02,Organic Search,SEO_Blog,384.89,6841,219,7
2023-09-02,Organic Search,SEO_Category,104.19,10228,196,13
2023-09-02,Affiliate,Affiliate_Network_A,1010.66,4965,42,0
2023-09-02,Affiliate,Affiliate_Network_B,376.67,1717,51,0
2023-09-02,Referral,Referral_Program,465.01,2092,25,0
2023-09-02,Direct,Direct_Traffic,278.03,1445,44,0
2023-09-03,Google Ads,Search_Generic,85.87,1033,8,0
2023-09-03,Google Ads,Shopping_Ads,211.23,6597,68,2
2023-09-03,Google Ads,Display_Retarget,344.61,5050,109,5
2023-09-03,Meta Ads,IG_Retarget,574.08,1243,20,1
2023-09-03,Meta Ads,FB_Lookalike,1720.63,13664,361,14
2023-09-03,YouTube Ads,YT_Skippable,599.48,576,15,1
2023-09-03,YouTube Ads,YT_Bumper,6549.35,4944,206,4
2023-09-03,Email,Weekly_Newsletter,2506.41,4987,58,3
2023-09-03,Email,Cart_Recovery,2892.16,5828,194,14
2023-09-03,Email,Win_Back,8060.01,5656,243,15
2023-09-03,Affiliate,Affiliate_Network_A,1241.83,2806,57,1
2023-09-03,Direct,Direct_Traffic,16.81,5388,139,9
2023-09-04,Google Ads,Search_Brand,1832.93,1802,58,3
2023-09-04,Google Ads,Search_Generic,8801.01,6358,261,12
2023-09-04,Google Ads,Shopping_Ads,664.3,1974,44,1
2023-09-04,Google Ads,Display_Retarget,2151.01,4168,82,3
2023-09-04,Meta Ads,FB_Prospecting,496.03,782,28,0
2023-09-04,Meta Ads,IG_Retarget,3072.82,19235,101,5
2023-09-04,Meta Ads,FB_Lookalike,3381.43,2144,84,1
2023-09-04,YouTube Ads,YT_Bumper,6189.02,9373,194,11
2023-09-04,Email,Weekly_Newsletter,6292.83,6058,212,7
2023-09-04,Email,Cart_Recovery,315.77,2400,28,1
2023-09-04,Email,Win_Back,5006.09,15858,337,20
2023-09-04,Organic Search,SEO_Blog,208.89,4854,156,2
2023-09-04,Organic Search,SEO_Category,490.44,5828,69,1
2023-09-04,Affiliate,Affiliate_Network_A,4198.51,8205,274,13
2023-09-04,Referral,Referral_Program,102.93,4742,66,5
2023-09-05,Google Ads,Search_Brand,6239.4,11969,505,36
2023-09-05,Google Ads,Shopping_Ads,1555.41,2799,99,4
2023-09-05,Google Ads,Display_Retarget,1020.6,3316,33,1
2023-09-05,Meta Ads,FB_Prospecting,2236.01,5804,120,8
2023-09-05,Meta Ads,FB_Lookalike,6132.89,5548,193,13
2023-09-05,YouTube Ads,YT_Skippable,354.57,5584,41,2
2023-09-05,YouTube Ads,YT_Bumper,3833.25,3892,109,3
2023-09-05,Email,Cart_Recovery,376.29,2602,14,0
2023-09-05,Email,Win_Back,3425.55,7617,241,6
