customer_id,days_since_last_purchase,purchase_frequency,total_spend,avg_order_value,number_of_sessions,cart_abandonment,returns,discount_usage,churned
C108696,29,3,32699.5585,10899.852833333332,9.0,1.0,0.0,0.3333333333333333,0
C105822,17,4,109260.053,27315.01325,6.0,3.0,1.0,0.5,0
C102220,19,6,136201.041,22700.1735,7.0,4.0,1.0,0.5,0
C108922,202,6,195760.978,32626.82966666666,7.0,3.0,3.0,0.5,1
C103459,83,13,187528.4775,14425.2675,8.0,2.0,2.0,0.46153846153846156,0
C106604,319,2,58168.556,29084.278,10.0,0.0,0.0,0.5,1
C109804,65,6,116073.721,19345.620166666668,5.0,1.0,2.0,0.3333333333333333,0
C111648,25,2,19237.1735,9618.58675,12.0,3.0,0.0,1.0,0
C104885,145,6,146934.672,24489.111999999997,10.0,1.0,1.0,0.8333333333333334,1
C108110,117,6,113004.152,18834.025333333335,5.0,1.0,2.0,0.3333333333333333,1
C100689,193,1,15660.960000000001,15660.960000000001,7.0,1.0,1.0,1.0,1
C107974,-1,3,35575.715,11858.571666666665,8.0,3.0,0.0,0.6666666666666666,0
C104993,14,4,94641.44,23660.36,2.0,1.0,1.0,1.0,0
C106585,68,16,388087.624,24255.4765,10.0,4.0,5.0,0.8125,0
C107970,103,5,47393.66,9478.732,10.0,5.0,1.0,0.6,1
C108734,591,1,14356.609,14356.609,14.0,4.0,0.0,1.0,1
C105176,17,7,127534.2365,18219.176642857143,11.0,1.0,1.0,0.7142857142857143,0
C104750,70,2,48800.241,24400.120499999997,8.0,1.0,0.0,1.0,0
C111316,804,1,20164.672000000002,20164.672000000002,9.0,1.0,0.0,1.0,1
C102935,40,6,194819.34749999997,32469.891249999997,11.0,2.0,2.0,0.6666666666666666,0
C110064,198,4,58968.8015,14742.200375,6.0,2.0,0.0,0.75,1
C109089,55,7,117700.989,16814.427,11.0,6.0,1.0,0.5714285714285714,0
C108496,33,1,3930.8400000000006,3930.8400000000006,8.0,0.0,0.0,1.0,0
C107129,31,5,158870.1105,31774.022100000002,5.0,1.0,1.0,0.6,0
C106033,17,10,239817.0725,23981.70725,5.0,3.0,1.0,0.6,0
C108580,3,4,60459.57,15114.8925,10.0,3.0,1.0,0.75,0
C109590,65,1,10688.1,10688.1,9.0,3.0,0.0,0.0,0
C107315,250,4,39078.865,9769.71625,7.0,0.0,1.0,0.5,1
C109522,303,1,3035.07,3035.07,7.0,2.0,0.0,1.0,1
C103861,288,6,68609.492,11434.915333333332,10.0,3.0,2.0,0.6666666666666666,1
C101067,10,2,21622.195,10811.0975,9.0,3.0,0.0,1.0,0
C100041,12,2,66021.92,33010.96,9.0,3.0,1.0,0.0,0
C111485,41,6,204116.303,34019.38383333333,12.0,2.0,0.0,0.5,0
C104039,7,3,50940.505000000005,16980.168333333335,5.0,1.0,0.0,0.6666666666666666,0
C114400,44,7,103019.9595,14717.137071428571,11.0,5.0,3.0,0.5714285714285714,0
C104009,169,1,17458.0835,17458.0835,7.0,4.0,0.0,1.0,1
C106273,66,5,78360.595,15672.119,10.0,3.0,0.0,0.6,0
C102856,51,4,97520.685,24380.17125,5.0,2.0,0.0,0.75,0
C104965,28,3,82970.237,27656.745666666666,17.0,6.0,1.0,0.3333333333333333,0
C107932,31,5,102968.1515,20593.6303,12.0,3.0,0.0,0.4,0
C109872,1,7,108726.41900000001,15532.345571428572,10.0,4.0,1.0,0.42857142857142855,0
C101961,18,4,46257.6795,11564.419875,10.0,5.0,0.0,0.5,0
C107124,75,7,201557.615,28793.945,9.0,4.0,1.0,0.2857142857142857,0
C102347,1,6,51503.686499999996,8583.94775,9.0,0.0,1.0,0.5,0
C109423,222,3,119804.44499999999,39934.814999999995,17.0,5.0,1.0,0.3333333333333333,1
C103779,96,2,14469.9815,7234.99075,7.0,3.0,0.0,1.0,1
C110471,191,5,83650.5625,16730.1125,5.0,2.0,3.0,0.6,1
C104664,36,14,315571.70399999997,22540.836,11.0,5.0,3.0,0.7857142857142857,0
C103807,249,5,103371.4615,20674.292299999997,4.0,0.0,0.0,0.2,1
C105591,147,4,119843.05,29960.7625,12.0,5.0,1.0,0.0,1
C111310,26,1,26110.894999999997,26110.894999999997,7.0,1.0,1.0,1.0,0
C105648,101,2,37982.862,18991.431,6.0,2.0,0.0,1.0,1
C109154,0,4,68060.5135,17015.128375,4.0,0.0,0.0,0.5,0
C108825,-1,9,221715.96,24635.106666666667,6.0,1.0,1.0,0.6666666666666666,0
C102990,-1,10,207733.957,20773.3957,5.0,1.0,1.0,0.5,0
C112607,193,4,71979.5485,17994.887125,10.0,5.0,1.0,1.0,1
C112975,329,1,1504.008,1504.008,9.0,1.0,0.0,1.0,1
C108848,2,8,103927.2145,12990.9018125,9.0,0.0,0.0,0.375,0
C112710,58,2,28019.043499999996,14009.521749999998,6.0,3.0,0.0,1.0,0
C103910,21,8,160316.3505,20039.5438125,6.0,2.0,1.0,0.875,0
C104273,42,8,121923.0015,15240.3751875,11.0,2.0,1.0,0.5,0
C101167,74,5,69047.8855,13809.5771,15.0,6.0,0.0,0.8,0
C105153,1,2,51028.99,25514.495,6.0,3.0,1.0,0.0,0
C107917,301,8,125344.1985,15668.0248125,10.0,1.0,1.0,0.75,1
C103235,40,6,136379.055,22729.8425,9.0,1.0,1.0,1.0,0
C103900,54,2,17807.056,8903.528,11.0,3.0,0.0,1.0,0
C113099,118,6,131477.1225,21912.85375,15.0,4.0,1.0,0.8333333333333334,1
C112024,125,7,112627.468,16089.638285714285,7.0,3.0,1.0,0.5714285714285714,1
C100246,152,1,23733.198,23733.198,8.0,1.0,0.0,1.0,1
C111337,73,3,32946.042499999996,10982.014166666666,10.0,6.0,0.0,0.3333333333333333,0
C109106,286,1,11623.7925,11623.7925,11.0,3.0,0.0,1.0,1
C111297,23,4,63746.0205,15936.505125,7.0,3.0,0.0,0.75,0
C107686,262,1,12697.3935,12697.3935,7.0,1.0,0.0,1.0,1
C112265,141,2,52150.32,26075.16,6.0,1.0,0.0,0.0,1
C111936,27,1,2350.43,2350.43,10.0,2.0,0.0,0.0,0
C113877,210,8,94791.617,11848.952125,11.0,4.0,2.0,0.125,1
C107996,550,1,12325.833,12325.833,5.0,3.0,0.0,1.0,1
C114143,304,2,73930.3,36965.15,6.0,3.0,1.0,0.0,1
C105743,27,4,61297.516,15324.379,12.0,3.0,0.0,0.5,0
C108896,65,3,64667.977999999996,21555.992666666665,6.0,3.0,0.0,0.3333333333333333,0
C111815,26,11,252930.1045,22993.645863636364,6.0,4.0,4.0,0.5454545454545454,0
C103908,322,1,9890.396999999999,9890.396999999999,12.0,4.0,0.0,1.0,1
C111174,133,5,117387.472,23477.494400000003,7.0,4.0,0.0,0.4,1
C107938,-1,14,314781.3715,22484.38367857143,10.0,2.0,3.0,0.7857142857142857,0
C106098,332,3,49308.903,16436.301,5.0,0.0,1.0,0.6666666666666666,1
C109674,216,3,78582.04800000001,26194.016000000003,7.0,0.0,2.0,0.6666666666666666,1
C107710,146,4,44887.264500000005,11221.816125000001,12.0,1.0,1.0,1.0,1
C101879,380,1,11333.078999999998,11333.078999999998,8.0,1.0,0.0,1.0,1
C100329,177,2,23003.368500000004,11501.684250000002,9.0,4.0,0.0,1.0,1
C114847,404,2,38372.6475,19186.32375,10.0,1.0,1.0,0.5,1
C109620,115,6,153792.0785,25632.013083333335,7.0,1.0,4.0,0.5,1
C105200,31,6,87481.102,14580.183666666666,6.0,3.0,1.0,0.6666666666666666,0
C105199,1,7,129979.178,18568.454,5.0,2.0,0.0,0.2857142857142857,0
C108372,326,1,1748.62,1748.62,5.0,1.0,0.0,0.0,1
C104634,12,18,400857.10099999997,22269.838944444447,7.0,2.0,7.0,0.5555555555555556,0
C113328,40,5,80784.6215,16156.924299999999,9.0,2.0,0.0,0.6,0
C103800,644,3,102204.17400000001,34068.058,8.0,2.0,0.0,0.3333333333333333,1
C106563,5,4,72490.092,18122.523,18.0,5.0,0.0,0.5,0
C107952,4,13,291937.931,22456.76392307692,11.0,5.0,2.0,0.46153846153846156,0
C109422,240,12,231454.111,19287.842583333335,5.0,1.0,1.0,0.75,1
C110160,26,4,62559.22,15639.805,5.0,1.0,0.0,0.25,0
C111774,31,5,124111.033,24822.206599999998,8.0,1.0,0.0,0.4,0
C109192,4,7,185850.345,26550.049285714285,13.0,2.0,0.0,0.2857142857142857,0
C110759,25,9,244042.9015,27115.877944444448,8.0,0.0,1.0,0.4444444444444444,0
C103395,386,1,17081.16,17081.16,5.0,1.0,0.0,0.0,1
C108669,519,1,49834.28999999999,49834.28999999999,10.0,4.0,1.0,0.0,1
C108330,70,9,153392.23700000002,17043.58188888889,11.0,5.0,0.0,0.8888888888888888,0
C104604,59,15,336246.6335,22416.44223333333,8.0,2.0,0.0,0.8,0
C101002,82,6,179987.79499999998,29997.965833333332,9.0,4.0,2.0,0.6666666666666666,0
C113592,585,1,17089.61,17089.61,10.0,2.0,0.0,0.0,1
C105895,5,9,273722.44049999997,30413.604499999998,12.0,5.0,3.0,0.4444444444444444,0
C105368,5,3,29926.299,9975.432999999999,9.0,3.0,0.0,0.6666666666666666,0
C113866,1,1,40665.45,40665.45,10.0,2.0,0.0,0.0,0
C100669,155,3,56485.662000000004,18828.554,3.0,0.0,0.0,1.0,1
C111752,298,3,53268.864,17756.288,9.0,3.0,1.0,0.3333333333333333,1
C105151,320,6,122670.42700000001,20445.07116666667,8.0,3.0,0.0,0.3333333333333333,1
C105945,755,2,20458.595999999998,10229.297999999999,8.0,1.0,0.0,1.0,1
C101495,1,5,129810.767,25962.1534,6.0,2.0,0.0,0.2,0
C102695,0,4,127888.5245,31972.131125000004,11.0,1.0,0.0,1.0,0
C105642,12,3,72640.319,24213.43966666667,8.0,2.0,2.0,0.3333333333333333,0
C111106,60,5,71778.1565,14355.6313,10.0,4.0,0.0,0.6,0
C111431,153,5,68802.348,13760.4696,11.0,4.0,1.0,0.8,1
C110023,82,5,73726.1525,14745.2305,11.0,2.0,0.0,0.8,0
C107721,42,5,116678.34,23335.667999999998,6.0,3.0,0.0,0.8,0
C100473,16,5,94391.8225,18878.3645,5.0,2.0,0.0,0.6,0
C114362,108,5,50077.35,10015.47,8.0,1.0,0.0,0.4,1
C113286,772,1,16275.488000000001,16275.488000000001,6.0,3.0,1.0,1.0,1
C112932,78,2,34862.9785,17431.48925,10.0,3.0,0.0,0.5,0
C101515,85,4,78305.19,19576.2975,6.0,1.0,2.0,0.0,0
C113709,79,1,13790.568000000001,13790.568000000001,5.0,1.0,0.0,1.0,0
C106983,49,3,31380.38,10460.126666666667,11.0,3.0,0.0,0.6666666666666666,0
C109346,19,9,203473.818,22608.202,11.0,5.0,0.0,0.3333333333333333,0
C103681,487,1,440.61949999999996,440.61949999999996,17.0,4.0,0.0,1.0,1
C108551,0,4,87883.458,21970.8645,7.0,1.0,0.0,0.5,0
C103443,91,1,6456.389999999999,6456.389999999999,5.0,3.0,0.0,1.0,1
C101885,275,4,156658.8295,39164.707375,6.0,1.0,1.0,0.25,1
C113943,36,4,41929.646499999995,10482.411624999999,10.0,4.0,1.0,0.5,0
C110515,30,6,135740.175,22623.3625,17.0,9.0,1.0,0.6666666666666666,0
C114312,-1,2,81897.209,40948.6045,8.0,2.0,0.0,1.0,0
C103305,38,9,172006.3155,19111.812833333333,9.0,1.0,2.0,0.6666666666666666,0
C102051,39,7,150521.0715,21503.010214285714,5.0,3.0,1.0,0.7142857142857143,0
C108622,62,2,60676.73,30338.365000000005,16.0,5.0,0.0,0.5,0
C109234,-1,2,27455.06,13727.53,5.0,2.0,1.0,0.0,0
C105322,482,2,7060.514,3530.257,7.0,2.0,0.0,0.5,1
C102030,14,3,26976.872499999998,8992.290833333333,7.0,2.0,0.0,0.6666666666666666,0
C109753,0,6,64776.627499999995,10796.104583333332,7.0,3.0,0.0,0.5,0
C111564,34,8,190218.656,23777.332000000002,6.0,3.0,1.0,0.625,0
C102897,605,3,46605.7025,15535.234166666667,11.0,3.0,0.0,0.3333333333333333,1
C106022,55,3,106313.9735,35437.99116666667,7.0,3.0,1.0,0.6666666666666666,0
C103128,196,2,36769.108,18384.554,7.0,3.0,0.0,1.0,1
C103623,92,1,7033.11,7033.11,12.0,3.0,0.0,0.0,1
C101411,61,4,41891.8955,10472.973875,12.0,3.0,1.0,0.75,0
C100340,143,5,55665.8975,11133.1795,8.0,2.0,0.0,0.6,1
C111605,273,3,55346.518000000004,18448.839333333333,8.0,2.0,1.0,0.6666666666666666,1
C100542,746,2,27144.864,13572.432,19.0,6.0,1.0,0.5,1
C104334,3,7,195456.069,27922.29557142857,5.0,3.0,1.0,0.42857142857142855,0
C109061,100,3,51968.957,17322.985666666667,12.0,2.0,0.0,0.6666666666666666,1
C108931,10,6,177244.1915,29540.69858333333,11.0,1.0,1.0,0.5,0
C102354,17,6,247998.8675,41333.144583333335,8.0,3.0,0.0,0.3333333333333333,0
C100650,35,2,53862.729499999994,26931.364749999997,8.0,4.0,0.0,1.0,0
C114696,28,3,109210.168,36403.38933333333,13.0,3.0,2.0,0.6666666666666666,0
C107148,25,10,209492.674,20949.2674,14.0,1.0,2.0,0.7,0
C100749,6,4,43008.868,10752.217,7.0,1.0,0.0,0.75,0
C108325,32,2,68331.234,34165.617,10.0,2.0,0.0,0.5,0
C106210,99,1,34065.79,34065.79,13.0,4.0,0.0,0.0,1
C111313,134,2,5197.97,2598.985,6.0,1.0,1.0,0.0,1
C113788,615,1,18501.64,18501.64,3.0,1.0,0.0,0.0,1
C108810,69,8,104690.0385,13086.2548125,7.0,3.0,1.0,0.625,0
C112924,717,3,67970.92,22656.97333333333,7.0,5.0,0.0,0.6666666666666666,1
C103045,21,6,164355.642,27392.607000000004,5.0,3.0,1.0,0.5,0
C110255,31,2,16338.771,8169.3855,13.0,3.0,1.0,0.5,0
C101624,365,6,129376.216,21562.702666666668,6.0,1.0,0.0,0.3333333333333333,1
C106967,340,8,168177.261,21022.157625,8.0,5.0,1.0,0.375,1
C100192,26,5,110968.5065,22193.7013,11.0,3.0,2.0,0.6,0
C101643,361,3,43182.7675,14394.255833333335,11.0,4.0,0.0,0.6666666666666666,1
C101373,116,1,13051.89,13051.89,19.0,2.0,0.0,0.0,1
C102100,59,5,117992.219,23598.4438,11.0,7.0,1.0,0.4,0
C113221,141,3,66590.28600000001,22196.762000000002,7.0,3.0,0.0,0.3333333333333333,1
C112935,105,6,62972.3495,10495.391583333332,7.0,1.0,0.0,0.6666666666666666,1
C105578,47,3,46495.6605,15498.5535,11.0,3.0,0.0,1.0,0
C100306,127,3,77310.746,25770.248666666666,8.0,2.0,0.0,0.6666666666666666,1
C106093,642,3,41678.29,13892.763333333334,10.0,5.0,1.0,0.3333333333333333,1
C110179,302,4,114015.508,28503.877,5.0,1.0,0.0,0.25,1
C107029,15,1,11246.68,11246.68,3.0,0.0,0.0,0.0,0
C107679,14,2,87031.62999999999,43515.815,13.0,2.0,0.0,0.0,0
C108665,17,7,192018.338,27431.19114285714,10.0,3.0,1.0,0.14285714285714285,0
C111218,63,4,86691.4305,21672.857625,10.0,3.0,2.0,0.5,0
C112199,61,2,66851.48999999999,33425.744999999995,2.0,0.0,0.0,1.0,0
C110959,169,1,98627.97600000001,98627.97600000001,11.0,6.0,1.0,1.0,1
C104281,158,2,7609.3,3804.65,8.0,3.0,0.0,0.0,1
C106734,274,1,43990.01,43990.01,12.0,6.0,0.0,0.0,1
C101121,94,2,34921.278,17460.638999999996,7.0,2.0,1.0,1.0,1
C102224,121,5,87047.02500000001,17409.405000000002,9.0,2.0,1.0,0.6,1
C109439,57,6,170981.5505,28496.925083333335,6.0,2.0,2.0,0.5,0
C100202,59,11,230141.24349999998,20921.93122727273,4.0,2.0,4.0,0.6363636363636364,0
C100034,63,5,73540.24100000001,14708.048200000001,4.0,2.0,0.0,0.8,0
C113345,465,2,78963.48,39481.74,9.0,5.0,0.0,0.0,1
C113262,58,3,37746.56,12582.186666666666,9.0,3.0,0.0,0.0,0
C109165,35,3,43363.641,14454.546999999999,11.0,3.0,0.0,0.6666666666666666,0
C110361,9,10,186923.92,18692.392,6.0,2.0,1.0,0.4,0
C101609,22,6,150309.648,25051.607999999997,6.0,2.0,0.0,0.6666666666666666,0
C100230,39,6,143522.36800000002,23920.39466666667,9.0,3.0,1.0,0.3333333333333333,0
C100239,69,1,37763.13,37763.13,11.0,5.0,0.0,0.0,0
C104552,46,2,34399.242,17199.621,12.0,4.0,1.0,0.5,0
C106314,0,7,245740.823,35105.83185714286,7.0,3.0,1.0,0.7142857142857143,0
C103636,50,18,370432.9755,20579.60975,5.0,0.0,1.0,0.6111111111111112,0
C101386,11,16,422731.7545,26420.73465625,8.0,1.0,3.0,0.75,0
C101650,20,9,109924.965,12213.885,7.0,2.0,0.0,0.6666666666666666,0
C109013,89,5,123414.762,24682.952400000002,5.0,1.0,0.0,0.4,0
C106012,24,6,122550.71,20425.118333333336,8.0,4.0,1.0,0.0,0
C113596,519,3,85496.45850000001,28498.8195,7.0,2.0,1.0,0.6666666666666666,1
C107047,187,3,61532.047,20510.682333333334,9.0,3.0,0.0,0.6666666666666666,1
C108867,6,6,108188.46,18031.41,11.0,3.0,0.0,0.8333333333333334,0
C108616,14,4,68342.12849999999,17085.532124999998,7.0,5.0,0.0,0.75,0
C110404,521,1,16493.55,16493.55,9.0,4.0,0.0,0.0,1
C104689,13,5,56429.4975,11285.8995,5.0,0.0,1.0,0.8,0
C105194,144,3,38803.565,12934.521666666667,3.0,2.0,0.0,0.6666666666666666,1
C101138,341,3,101546.769,33848.923,8.0,2.0,1.0,0.6666666666666666,1
C109690,31,7,110260.041,15751.434428571429,10.0,1.0,3.0,0.8571428571428571,0
C112829,0,2,63678.456000000006,31839.228,10.0,6.0,2.0,0.5,0
C101306,104,3,27982.9495,9327.649833333335,12.0,3.0,0.0,0.3333333333333333,1
C113947,8,2,96139.5775,48069.78875000001,8.0,0.0,1.0,1.0,0
C113974,155,1,61271.559,61271.559,13.0,3.0,0.0,1.0,1
C100125,30,2,38765.335999999996,19382.667999999998,9.0,3.0,0.0,1.0,0
C108854,74,10,159654.3905,15965.43905,5.0,4.0,2.0,0.6,0
C104490,67,5,67128.548,13425.709599999998,9.0,1.0,1.0,0.4,0
C101456,36,5,200020.535,40004.107,16.0,5.0,2.0,0.4,0
C103172,0,4,166068.321,41517.08025,6.0,0.0,0.0,0.5,0
C111129,156,4,98183.705,24545.92625,14.0,3.0,0.0,0.5,1
C103671,19,12,292707.9925,24392.33270833333,6.0,2.0,1.0,0.6666666666666666,0
C106286,1,7,182299.04,26042.72,6.0,1.0,2.0,0.7142857142857143,0
C103274,106,7,153423.037,21917.576714285715,12.0,3.0,0.0,0.42857142857142855,1
C114879,325,5,96918.0945,19383.6189,9.0,2.0,1.0,0.4,1
C112945,213,3,44486.05,14828.683333333332,8.0,1.0,1.0,0.6666666666666666,1
C109026,60,2,15894.146,7947.073,9.0,4.0,0.0,0.5,0
C106716,43,1,60134.26000000001,60134.26000000001,3.0,0.0,0.0,0.0,0
C114923,49,11,186932.8485,16993.895318181818,9.0,2.0,2.0,0.45454545454545453,0
C107979,641,1,19627.353,19627.353,6.0,4.0,0.0,1.0,1
C102634,48,9,203013.937,22557.10411111111,7.0,3.0,0.0,0.7777777777777778,0
C104113,19,3,84594.342,28198.114,6.0,2.0,0.0,1.0,0
C114622,136,2,72286.8455,36143.422750000005,8.0,2.0,0.0,1.0,1
C109948,25,9,89028.0115,9892.001277777777,11.0,0.0,0.0,0.3333333333333333,0
C111442,363,6,127643.2245,21273.87075,9.0,2.0,2.0,0.5,1
C114399,0,3,31698.283000000003,10566.094333333334,11.0,3.0,0.0,1.0,0
C112412,27,4,97893.8955,24473.473875,9.0,0.0,0.0,0.75,0
C107252,265,4,69733.5115,17433.377875,9.0,2.0,1.0,0.5,1
C104768,4,8,148183.033,18522.879125,7.0,0.0,3.0,0.625,0
C105458,296,2,51923.35249999999,25961.676249999997,8.0,1.0,0.0,1.0,1
C105169,24,4,118324.67300000001,29581.16825,19.0,6.0,2.0,0.75,0
C108044,-1,13,199525.339,15348.103000000001,7.0,0.0,2.0,0.46153846153846156,0
C107814,6,9,241370.1845,26818.90938888889,9.0,4.0,4.0,0.7777777777777778,0
C113794,51,3,31774.703,10591.567666666668,9.0,4.0,1.0,0.6666666666666666,0
C106142,71,2,87741.152,43870.576,8.0,1.0,1.0,1.0,0
C103419,52,8,102282.0485,12785.2560625,8.0,1.0,1.0,0.375,0
C105253,2,6,93874.999,15645.833166666665,3.0,1.0,1.0,0.6666666666666666,0
C113331,84,2,75684.70999999999,37842.354999999996,7.0,2.0,0.0,0.0,0
C104917,15,2,44695.17,22347.585,8.0,0.0,0.0,0.0,0
C102121,-1,6,150277.408,25046.234666666667,8.0,1.0,0.0,0.5,0
C104299,146,3,38380.711500000005,12793.570500000002,10.0,3.0,0.0,0.6666666666666666,1
C114521,28,5,138641.552,27728.3104,6.0,1.0,1.0,0.4,0
C106304,104,1,16208.68,16208.68,6.0,1.0,0.0,0.0,1
C114069,85,5,143290.465,28658.093,4.0,1.0,1.0,0.6,0
C103005,174,5,124798.918,24959.7836,8.0,5.0,0.0,0.6,1
C109287,197,6,144341.5995,24056.933250000002,8.0,2.0,1.0,0.8333333333333334,1
C110040,666,1,14768.503499999999,14768.503499999999,4.0,1.0,0.0,1.0,1
C113500,102,2,16532.936999999998,8266.468499999999,12.0,5.0,0.0,1.0,1
C111214,183,3,50574.1665,16858.0555,8.0,2.0,0.0,0.6666666666666666,1
C108613,19,2,21409.96,10704.98,4.0,2.0,0.0,0.0,0
C108603,0,4,120864.379,30216.094750000004,8.0,3.0,1.0,0.75,0
C106396,70,1,6179.626499999999,6179.626499999999,5.0,3.0,0.0,1.0,0
C107779,30,1,23146.6835,23146.6835,10.0,6.0,1.0,1.0,0
C107253,47,3,47223.7325,15741.244166666665,10.0,1.0,0.0,0.3333333333333333,0
C109311,23,5,72523.6105,14504.722099999999,8.0,4.0,0.0,0.4,0
C113576,-1,12,384084.7195,32007.059958333335,11.0,5.0,2.0,0.4166666666666667,0
C104367,276,3,78315.912,26105.304,12.0,2.0,0.0,0.6666666666666666,1
C109064,414,3,93853.9025,31284.634166666667,9.0,2.0,0.0,0.6666666666666666,1
C112184,26,10,178802.7635,17880.27635,14.0,5.0,2.0,0.6,0
C111220,182,2,43856.5695,21928.28475,10.0,5.0,1.0,0.5,1
C107658,72,8,161367.7325,20170.9665625,6.0,2.0,2.0,0.875,0
C112819,910,1,18223.24,18223.24,12.0,2.0,0.0,0.0,1
C113903,170,2,64786.8,32393.4,5.0,1.0,1.0,0.5,1
C108939,43,7,140420.6875,20060.098214285714,9.0,2.0,5.0,0.8571428571428571,0
C112101,59,6,118398.5055,19733.08425,13.0,2.0,0.0,0.5,0
C113074,2,8,262173.3955,32771.6744375,7.0,3.0,2.0,0.375,0
C102073,75,2,34542.216,17271.108,10.0,3.0,1.0,0.5,0
C105305,9,6,70194.3925,11699.065416666666,8.0,0.0,1.0,0.6666666666666666,0
C113327,42,5,74503.1185,14900.6237,6.0,1.0,1.0,0.8,0
C105974,164,3,78586.709,26195.569666666666,14.0,3.0,1.0,1.0,1
C101555,79,1,11340.264,11340.264,11.0,1.0,0.0,1.0,0
C110943,91,4,81892.33,20473.082499999997,8.0,2.0,2.0,0.5,1
C100297,19,8,165369.046,20671.13075,11.0,2.0,1.0,0.75,0
C101193,7,8,111663.95850000001,13957.994812500001,14.0,4.0,1.0,0.25,0
C113215,2,5,78803.492,15760.6984,6.0,2.0,1.0,0.4,0
C107675,26,10,203299.8505,20329.98505,9.0,1.0,0.0,0.7,0
C104266,115,1,53994.869999999995,53994.869999999995,6.0,2.0,0.0,0.0,1
C105261,140,9,118129.113,13125.457,8.0,3.0,2.0,0.3333333333333333,1
C108107,468,1,14349.176000000001,14349.176000000001,11.0,2.0,0.0,1.0,1
C100734,9,3,40857.883,13619.294333333333,10.0,2.0,0.0,0.6666666666666666,0
C103453,1,11,195830.673,17802.788454545454,9.0,4.0,1.0,0.45454545454545453,0
C106572,-1,5,252535.883,50507.1766,6.0,2.0,2.0,0.4,0
C107210,234,3,70664.149,23554.716333333334,11.0,3.0,1.0,0.6666666666666666,1
C104620,205,3,44959.842,14986.614,11.0,2.0,1.0,0.3333333333333333,1
C105753,225,7,156857.893,22408.27042857143,11.0,3.0,2.0,0.5714285714285714,1
C105225,58,3,64331.292499999996,21443.764166666668,4.0,0.0,1.0,0.6666666666666666,0
C107198,23,4,65072.691999999995,16268.172999999999,11.0,3.0,1.0,0.75,0
C107711,127,3,31163.636,10387.878666666666,5.0,3.0,0.0,0.6666666666666666,1
C113724,113,2,23613.6375,11806.81875,11.0,7.0,0.0,0.5,1
C106155,172,3,42144.135,14048.045,10.0,3.0,0.0,0.6666666666666666,1
C109923,192,3,41084.088,13694.696000000002,8.0,2.0,0.0,0.3333333333333333,1
C110935,45,3,70262.33,23420.77666666667,5.0,4.0,0.0,0.6666666666666666,0
C114040,-1,9,197410.19150000002,21934.465722222223,8.0,3.0,3.0,0.6666666666666666,0
C105187,131,5,77760.845,15552.169,7.0,3.0,1.0,0.4,1
C102176,18,7,208473.41749999998,29781.916785714282,5.0,3.0,1.0,0.14285714285714285,0
C102802,15,5,67128.479,13425.695799999998,7.0,1.0,0.0,0.4,0
C105095,1,13,362489.2255,27883.786576923078,8.0,5.0,2.0,0.6153846153846154,0
C110765,150,1,59383.92049999999,59383.92049999999,8.0,1.0,1.0,1.0,1
C107532,3,3,102071.77,34023.92333333333,9.0,2.0,0.0,0.0,0
C113071,134,5,90591.57949999999,18118.315899999998,10.0,1.0,1.0,0.8,1
C111863,50,5,45866.516,9173.3032,7.0,5.0,0.0,1.0,0
C105932,165,2,26553.962000000003,13276.981000000002,10.0,1.0,0.0,0.5,1
C110888,38,4,95834.908,23958.727,8.0,0.0,2.0,0.25,0
C100532,107,5,98056.236,19611.2472,9.0,1.0,0.0,0.6,1
C114020,17,6,79652.433,13275.4055,4.0,1.0,0.0,0.5,0
C101539,114,1,9292.77,9292.77,14.0,2.0,0.0,1.0,1
C107915,16,7,87143.496,12449.070857142857,7.0,1.0,2.0,0.7142857142857143,0
C110621,176,6,84015.481,14002.580166666667,7.0,1.0,0.0,0.5,1
C102049,40,4,115951.753,28987.93825,10.0,1.0,1.0,1.0,0
C106240,90,4,93145.73,23286.432500000003,10.0,3.0,3.0,0.0,0
C111959,30,3,70014.851,23338.283666666666,7.0,2.0,0.0,0.3333333333333333,0
C103086,7,2,69426.037,34713.0185,10.0,2.0,2.0,1.0,0
C103986,1,3,83750.643,27916.881000000005,10.0,3.0,1.0,0.6666666666666666,0
C108298,27,6,69189.18950000001,11531.531583333335,6.0,1.0,0.0,0.3333333333333333,0
C111738,520,1,32043.483,32043.483,11.0,1.0,1.0,1.0,1
C114134,39,2,46451.276000000005,23225.638,6.0,2.0,0.0,0.5,0
C104335,8,3,47792.695999999996,15930.898666666666,7.0,4.0,0.0,1.0,0
C101898,247,4,77642.4055,19410.601375,9.0,5.0,0.0,0.5,1
C109212,41,6,87248.34700000001,14541.391166666668,8.0,1.0,2.0,0.3333333333333333,0
C103897,5,7,163054.872,23293.553142857145,7.0,1.0,0.0,0.5714285714285714,0
C108818,7,9,150766.6105,16751.84561111111,7.0,1.0,0.0,0.6666666666666666,0
C102995,100,7,127893.477,18270.496714285713,8.0,4.0,0.0,0.8571428571428571,1
C103968,964,1,19389.15,19389.15,10.0,2.0,0.0,0.0,1
C102581,433,2,46610.285,23305.1425,10.0,1.0,0.0,1.0,1
C105901,4,3,88086.544,29362.18133333333,9.0,4.0,0.0,0.6666666666666666,0
C100372,0,10,92040.714,9204.071399999999,12.0,2.0,0.0,0.4,0
