customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_total_score,rfm_segment
C103710,262,2,37007.776,2,2,2,6,Lost
C103711,25,2,21457.786000000004,4,2,2,8,New Customers
C103712,203,2,16138.126,2,2,1,5,Lost
C103715,180,4,120990.11,2,4,5,11,Cannot Lose Them
C103717,2,8,155943.4035,5,5,5,15,Champions
C103718,146,3,64804.777,2,3,4,9,At Risk
C103719,134,2,22455.261,3,2,2,7,Hibernating
C103720,135,1,0.0,3,1,1,5,Hibernating
C103721,20,1,41374.880000000005,5,1,3,9,New Customers
C103722,72,6,204042.175,3,5,5,13,Loyal Customers
C103723,2,4,65364.357,5,4,4,13,Champions
C103724,57,1,19455.760000000002,4,1,2,7,New Customers
C103725,0,10,203721.1195,5,5,5,15,Champions
C103726,1,1,6846.13,5,1,1,7,New Customers
C103728,27,6,130728.884,4,5,5,14,Champions
C103729,299,1,13621.19,1,1,1,3,Lost
C103731,22,8,116033.00200000001,4,5,5,14,Champions
C103734,50,5,244556.014,4,4,5,13,Champions
C103736,22,7,95110.7945,4,5,4,13,Champions
C103737,75,6,160180.4055,3,5,5,13,Loyal Customers
C103738,83,1,43844.9295,3,1,3,7,Potential Loyalists
C103739,20,3,80715.43,5,3,4,12,Loyal Customers
C103741,36,5,136794.9705,4,4,5,13,Champions
C103742,14,2,18000.5435,5,2,1,8,New Customers
C103743,14,2,22697.1895,5,2,2,9,New Customers
C103744,166,1,20587.288999999997,2,1,2,5,Lost
C103748,13,6,84481.8815,5,5,4,14,Champions
C103750,443,1,34146.24,1,1,2,4,Lost
C103751,199,6,110367.51,2,5,5,12,Cannot Lose Them
C103752,496,3,116155.006,1,3,5,9,At Risk
C103754,3,5,107216.001,5,4,4,13,Champions
C103757,345,2,62002.240999999995,1,2,3,6,Hibernating
C103758,14,2,81365.481,5,2,4,11,New Customers
C103759,1,4,70383.47,5,4,4,13,Champions
C103760,12,1,2050.38,5,1,1,7,New Customers
C103761,28,1,13055.7,4,1,1,6,New Customers
C103762,41,1,19841.263,4,1,2,7,New Customers
C103763,724,1,13408.236,1,1,1,3,Lost
C103764,58,4,57454.8535,4,4,3,11,Loyal Customers
C103765,167,1,34399.784999999996,2,1,2,5,Lost
C103766,6,11,220559.134,5,5,5,15,Champions
C103767,360,5,178005.1105,1,4,5,10,Cannot Lose Them
C103768,19,6,109206.2195,5,5,5,15,Champions
C103769,13,4,107431.456,5,4,4,13,Champions
C103771,270,2,34753.912,2,2,2,6,Lost
C103772,-1,6,170469.012,5,5,5,15,Champions
C103775,178,2,49995.666000000005,2,2,3,7,Hibernating
C103777,7,2,15166.326,5,2,1,8,New Customers
C103778,92,10,149938.5635,3,5,5,13,Loyal Customers
C103779,96,2,14469.9815,3,2,1,6,Hibernating
C103781,51,10,140761.868,4,5,5,14,Champions
C103782,218,1,17984.944,2,1,1,4,Lost
C103783,0,6,55743.5365,5,5,3,13,Loyal Customers
C103784,15,4,144885.964,5,4,5,14,Champions
C103785,346,1,9104.1545,1,1,1,3,Lost
C103786,265,2,17459.23,2,2,1,5,Lost
C103788,35,2,49075.59,4,2,3,9,New Customers
C103789,303,2,117190.014,1,2,5,8,Hibernating
C103790,143,4,92825.706,2,4,4,10,Cannot Lose Them
C103791,115,2,54497.108,3,2,3,8,Potential Loyalists
C103792,35,11,359794.05449999997,4,5,5,14,Champions
C103793,6,2,65602.4185,5,2,4,11,New Customers
C103794,24,5,112492.29550000001,4,4,5,13,Champions
C103795,127,4,78869.417,3,4,4,11,Loyal Customers
C103796,388,1,24676.290500000003,1,1,2,4,Lost
C103798,51,3,85635.071,4,3,4,11,Loyal Customers
C103799,93,1,17355.536999999997,3,1,1,5,Hibernating
C103800,644,3,102204.17400000001,1,3,4,8,At Risk
C103803,53,8,195532.2845,4,5,5,14,Champions
C103806,422,1,9013.33,1,1,1,3,Lost
C103807,249,5,103371.4615,2,4,4,10,Cannot Lose Them
C103808,14,1,23711.02,5,1,2,8,New Customers
C103809,55,6,130366.6395,4,5,5,14,Champions
C103811,14,2,14170.474,5,2,1,8,New Customers
C103812,398,2,37933.524000000005,1,2,3,6,Hibernating
C103813,674,1,12779.397,1,1,1,3,Lost
C103814,173,3,58881.266,2,3,3,8,At Risk
C103818,251,1,21104.412,2,1,2,5,Lost
C103819,168,2,20489.01,2,2,2,6,Lost
C103820,644,1,6559.839999999999,1,1,1,3,Lost
C103821,11,12,303753.581,5,5,5,15,Champions
C103822,5,9,278443.149,5,5,5,15,Champions
C103823,296,1,37459.962,1,1,3,5,Hibernating
C103824,544,1,24850.39,1,1,2,4,Lost
C103826,63,3,106582.66450000001,3,3,4,10,Loyal Customers
C103827,119,5,105996.82100000001,3,4,4,11,Loyal Customers
C103828,277,1,21887.62,2,1,2,5,Lost
C103831,21,8,256151.7765,4,5,5,14,Champions
C103832,339,1,16375.014,1,1,1,3,Lost
C103833,149,3,60943.3195,2,3,3,8,At Risk
C103834,106,3,58553.1,3,3,3,9,Loyal Customers
C103836,30,6,116207.4725,4,5,5,14,Champions
C103837,27,10,317375.709,4,5,5,14,Champions
C103840,381,3,38202.358,1,3,3,7,At Risk
C103841,284,2,34684.978,2,2,2,6,Lost
C103842,13,1,8935.45,5,1,1,7,New Customers
C103844,36,2,14233.091,4,2,1,7,New Customers
C103845,140,1,12235.05,2,1,1,4,Lost
C103846,143,1,14305.4895,2,1,1,4,Lost
C103847,59,2,55964.7895,4,2,3,9,New Customers
C103848,58,6,161580.4345,4,5,5,14,Champions
C103849,145,4,55343.7065,2,4,3,9,At Risk
C103850,10,2,18146.808,5,2,1,8,New Customers
C103851,142,1,7961.695000000001,2,1,1,4,Lost
C103852,465,1,8576.884999999998,1,1,1,3,Lost
C103853,17,2,30811.095500000003,5,2,2,9,New Customers
C103854,28,1,60419.943,4,1,3,8,New Customers
C103855,3,1,21359.020999999997,5,1,2,8,New Customers
C103856,79,8,122677.265,3,5,5,13,Loyal Customers
C103857,361,3,72807.288,1,3,4,8,At Risk
C103858,198,1,17317.849,2,1,1,4,Lost
C103859,32,7,141323.881,4,5,5,14,Champions
C103860,163,6,141643.5245,2,5,5,12,Cannot Lose Them
C103861,288,6,68609.492,2,5,4,11,Cannot Lose Them
C103863,514,2,45926.056,1,2,3,6,Hibernating
C103865,0,2,41738.87,5,2,3,10,New Customers
C103866,114,1,22945.370000000003,3,1,2,6,Hibernating
C103868,456,1,42567.14,1,1,3,5,Hibernating
C103869,345,6,152849.648,1,5,5,11,Cannot Lose Them
C103870,109,4,77458.335,3,4,4,11,Loyal Customers
C103872,110,1,24654.267,3,1,2,6,Hibernating
C103873,49,1,9325.472,4,1,1,6,New Customers
C103874,277,2,67917.8355,2,2,4,8,Hibernating
C103876,9,6,133035.326,5,5,5,15,Champions
C103877,5,9,263068.289,5,5,5,15,Champions
C103879,421,2,68034.13,1,2,4,7,Hibernating
C103880,216,5,103307.61,2,4,4,10,Cannot Lose Them
C103881,31,5,127050.895,4,4,5,13,Champions
C103884,60,1,15882.064,4,1,1,6,New Customers
C103885,13,8,242495.8045,5,5,5,15,Champions
C103886,169,1,16635.0,2,1,1,4,Lost
C103889,341,1,19897.36,1,1,2,4,Lost
C103890,61,1,10268.352,4,1,1,6,New Customers
C103891,32,3,46578.969,4,3,3,10,Loyal Customers
C103892,183,2,40425.14,2,2,3,7,Hibernating
C103894,247,2,29082.748,2,2,2,6,Lost
C103895,145,3,89310.67,2,3,4,9,At Risk
C103897,5,7,163054.872,5,5,5,15,Champions
C103898,12,8,158202.338,5,5,5,15,Champions
C103900,54,2,17807.056,4,2,1,7,New Customers
C103901,4,6,198311.28949999998,5,5,5,15,Champions
C103902,316,1,12772.224000000002,1,1,1,3,Lost
C103903,234,1,30757.7,2,1,2,5,Lost
C103904,609,1,47136.69,1,1,3,5,Hibernating
C103906,111,1,12369.115,3,1,1,5,Hibernating
C103907,0,12,366400.72,5,5,5,15,Champions
C103908,322,1,9890.396999999999,1,1,1,3,Lost
C103909,60,2,47483.5165,4,2,3,9,New Customers
C103910,21,8,160316.3505,4,5,5,14,Champions
C103911,308,1,31020.632,1,1,2,4,Lost
C103912,42,1,16479.47,4,1,1,6,New Customers
C103918,306,2,44816.19,1,2,3,6,Hibernating
C103919,41,7,141055.0305,4,5,5,14,Champions
C103920,53,1,18759.0,4,1,2,7,New Customers
C103921,604,1,8805.749499999998,1,1,1,3,Lost
C103925,642,1,67860.846,1,1,4,6,Hibernating
C103926,11,4,83182.0595,5,4,4,13,Champions
C103927,12,7,121750.402,5,5,5,15,Champions
C103928,226,1,84030.29299999999,2,1,4,7,Hibernating
C103929,215,5,166320.653,2,4,5,11,Cannot Lose Them
C103930,67,3,67129.5625,3,3,4,10,Loyal Customers
C103931,186,1,12583.14,2,1,1,4,Lost
C103933,2,11,284673.7725,5,5,5,15,Champions
C103934,194,3,138867.74,2,3,5,10,At Risk
C103935,15,5,120635.917,5,4,5,14,Champions
C103936,422,1,37276.032,1,1,2,4,Lost
C103938,-1,1,42850.6,5,1,3,9,New Customers
C103939,3,10,147750.746,5,5,5,15,Champions
C103940,157,1,11410.84,2,1,1,4,Lost
C103942,52,1,15336.84,4,1,1,6,New Customers
C103943,557,2,36886.437,1,2,2,5,Lost
C103945,14,2,71410.48,5,2,4,11,New Customers
C103946,38,1,14346.56,4,1,1,6,New Customers
C103949,37,1,24503.730000000003,4,1,2,7,New Customers
C103952,21,2,12035.086,4,2,1,7,New Customers
C103953,167,2,40563.86,2,2,3,7,Hibernating
C103955,565,1,45387.34,1,1,3,5,Hibernating
C103958,133,4,75307.58350000001,3,4,4,11,Loyal Customers
C103959,781,2,46835.494999999995,1,2,3,6,Hibernating
C103960,55,3,20760.005999999998,4,3,2,9,Loyal Customers
C103961,249,2,35962.613,2,2,2,6,Lost
C103962,83,2,11116.02,3,2,1,6,Hibernating
C103963,226,3,79949.35949999999,2,3,4,9,At Risk
C103965,193,2,29232.228,2,2,2,6,Lost
C103966,73,1,17953.194999999996,3,1,1,5,Hibernating
C103968,964,1,19389.15,1,1,2,4,Lost
C103969,186,1,17530.902000000002,2,1,1,4,Lost
C103971,19,3,31320.154000000002,5,3,2,10,Loyal Customers
C103975,67,1,25536.855,3,1,2,6,Hibernating
C103977,469,2,52366.876500000006,1,2,3,6,Hibernating
C103978,117,5,78408.766,3,4,4,11,Loyal Customers
C103979,106,2,27894.164,3,2,2,7,Hibernating
C103980,104,5,90025.31300000001,3,4,4,11,Loyal Customers
C103981,136,7,114071.574,3,5,5,13,Loyal Customers
C103983,0,3,64939.42600000001,5,3,4,12,Loyal Customers
C103985,155,3,46746.712,2,3,3,8,At Risk
C103986,1,3,83750.643,5,3,4,12,Loyal Customers
C103987,264,2,67746.8895,2,2,4,8,Hibernating
C103988,4,5,101235.9915,5,4,4,13,Champions
C103989,78,1,26768.055,3,1,2,6,Hibernating
C103991,328,1,78891.85,1,1,4,6,Hibernating
C103992,24,2,33058.7375,4,2,2,8,New Customers
C103994,270,1,20858.52,2,1,2,5,Lost
C103996,73,4,46005.806,3,4,3,10,Loyal Customers
C103997,17,2,31084.264000000003,5,2,2,9,New Customers
C103998,50,12,277929.0665,4,5,5,14,Champions
C103999,60,2,66443.614,4,2,4,10,New Customers
C104000,7,6,144379.5695,5,5,5,15,Champions
C104002,226,1,15521.768,2,1,1,4,Lost
C104004,291,1,20925.2225,1,1,2,4,Lost
C104005,641,2,51069.577999999994,1,2,3,6,Hibernating
C104006,146,1,57866.231999999996,2,1,3,6,Hibernating
C104009,169,1,17458.0835,2,1,1,4,Lost
C104010,331,1,50906.100000000006,1,1,3,5,Hibernating
C104011,35,6,95367.913,4,5,4,13,Champions
C104012,390,1,14844.063499999998,1,1,1,3,Lost
C104013,84,2,27375.924,3,2,2,7,Hibernating
C104014,11,4,96738.256,5,4,4,13,Champions
C104015,77,4,102239.21900000001,3,4,4,11,Loyal Customers
C104016,117,1,11912.316,3,1,1,5,Hibernating
C104018,56,1,54444.85,4,1,3,8,New Customers
C104019,73,1,23906.8535,3,1,2,6,Hibernating
C104020,422,1,19487.24,1,1,2,4,Lost
C104022,145,1,58383.008,2,1,3,6,Hibernating
C104023,78,5,65479.508499999996,3,4,4,11,Loyal Customers
C104025,27,2,45389.801499999994,4,2,3,9,New Customers
C104026,28,10,194067.36800000002,4,5,5,14,Champions
C104027,6,3,38673.464,5,3,3,11,Loyal Customers
C104028,327,2,57305.263000000006,1,2,3,6,Hibernating
C104029,538,1,12701.488000000001,1,1,1,3,Lost
C104030,74,6,100866.138,3,5,4,12,Loyal Customers
C104032,68,3,52193.557,3,3,3,9,Loyal Customers
C104033,429,3,32763.8565,1,3,2,6,At Risk
C104035,113,5,67019.2455,3,4,4,11,Loyal Customers
C104036,92,9,111906.127,3,5,5,13,Loyal Customers
C104037,13,2,23508.004,5,2,2,9,New Customers
C104038,277,1,24557.013,2,1,2,5,Lost
C104039,7,3,50940.505000000005,5,3,3,11,Loyal Customers
C104040,2,3,28658.182,5,3,2,10,Loyal Customers
C104041,24,1,5454.15,4,1,1,6,New Customers
C104042,688,1,1241.3745,1,1,1,3,Lost
C104048,286,1,6231.146,2,1,1,4,Lost
C104049,87,1,31725.579999999998,3,1,2,6,Hibernating
C104050,208,2,120835.76999999999,2,2,5,9,Hibernating
C104051,24,1,10372.58,4,1,1,6,New Customers
C104052,108,3,65613.012,3,3,4,10,Loyal Customers
C104053,6,1,10257.6555,5,1,1,7,New Customers
C104054,793,1,14046.6325,1,1,1,3,Lost
C104055,358,1,20854.5615,1,1,2,4,Lost
C104056,54,3,72782.7245,4,3,4,11,Loyal Customers
C104057,24,3,59378.374,4,3,3,10,Loyal Customers
C104059,3,5,58989.3885,5,4,3,12,Loyal Customers
C104060,538,3,44922.417,1,3,3,7,At Risk
C104062,294,1,13388.51,1,1,1,3,Lost
C104063,356,2,41072.633,1,2,3,6,Hibernating
C104065,324,1,5932.31,1,1,1,3,Lost
C104066,85,2,17967.699999999997,3,2,1,6,Hibernating
C104070,418,1,19188.55,1,1,2,4,Lost
C104072,342,1,16690.059999999998,1,1,1,3,Lost
C104073,382,1,4090.205999999999,1,1,1,3,Lost
C104074,122,3,28705.5905,3,3,2,8,Loyal Customers
C104075,14,4,35249.366,5,4,2,11,Loyal Customers
C104077,528,1,20178.079999999998,1,1,2,4,Lost
C104078,673,2,82351.75,1,2,4,7,Hibernating
C104079,8,2,26610.408,5,2,2,9,New Customers
C104080,2,1,8036.525,5,1,1,7,New Customers
C104081,223,6,72771.6485,2,5,4,11,Cannot Lose Them
C104082,263,2,29566.466,2,2,2,6,Lost
C104083,285,1,14071.877499999999,2,1,1,4,Lost
C104084,-1,11,294472.26800000004,5,5,5,15,Champions
C104086,196,8,128888.277,2,5,5,12,Cannot Lose Them
C104090,157,7,177246.8785,2,5,5,12,Cannot Lose Them
C104092,160,4,43378.856,2,4,3,9,At Risk
C104093,97,3,70478.696,3,3,4,10,Loyal Customers
C104094,64,2,45858.757000000005,3,2,3,8,Potential Loyalists
C104097,252,2,16613.438000000002,2,2,1,5,Lost
C104098,244,7,128167.999,2,5,5,12,Cannot Lose Them
C104099,194,1,15034.443000000001,2,1,1,4,Lost
C104101,36,1,20541.2275,4,1,2,7,New Customers
C104102,873,1,5082.994000000001,1,1,1,3,Lost
C104103,200,3,57676.9005,2,3,3,8,At Risk
C104105,115,9,137191.4905,3,5,5,13,Loyal Customers
C104106,57,2,34488.3305,4,2,2,8,New Customers
C104107,334,2,9674.19,1,2,1,4,Lost
C104111,537,1,12427.9095,1,1,1,3,Lost
C104113,19,3,84594.342,5,3,4,12,Loyal Customers
C104114,0,1,13984.64,5,1,1,7,New Customers
C104115,18,8,126852.50099999999,5,5,5,15,Champions
C104117,367,1,15769.6335,1,1,1,3,Lost
C104118,44,3,38624.533500000005,4,3,3,10,Loyal Customers
C104120,4,14,257196.6725,5,5,5,15,Champions
C104121,377,1,17271.328,1,1,1,3,Lost
C104122,19,6,113127.571,5,5,5,15,Champions
C104123,7,2,30017.120000000003,5,2,2,9,New Customers
C104125,267,1,19825.14,2,1,2,5,Lost
C104126,14,3,102833.732,5,3,4,12,Loyal Customers
C104128,71,6,132210.80599999998,3,5,5,13,Loyal Customers
C104129,7,2,40815.6565,5,2,3,10,New Customers
C104130,201,1,26505.0665,2,1,2,5,Lost
C104131,1,3,26971.5975,5,3,2,10,Loyal Customers
C104134,26,4,80531.9045,4,4,4,12,Champions
C104135,566,2,68622.0365,1,2,4,7,Hibernating
C104136,11,2,29312.273,5,2,2,9,New Customers
C104140,276,1,10759.18,2,1,1,4,Lost
C104141,37,3,21292.818,4,3,2,9,Loyal Customers
C104142,155,1,15068.817,2,1,1,4,Lost
C104143,214,3,160721.7,2,3,5,10,At Risk
C104147,163,1,19422.199,2,1,2,5,Lost
C104148,61,2,34531.55100000001,4,2,2,8,New Customers
C104151,249,3,102713.904,2,3,4,9,At Risk
C104152,51,6,134951.0635,4,5,5,14,Champions
C104153,0,4,86862.5115,5,4,4,13,Champions
C104155,18,2,77954.04000000001,5,2,4,11,New Customers
C104156,266,5,69983.6195,2,4,4,10,Cannot Lose Them
C104158,32,3,31609.22,4,3,2,9,Loyal Customers
C104159,49,1,69063.69,4,1,4,9,New Customers
C104160,136,1,38826.66,3,1,3,7,Potential Loyalists
C104161,31,9,138560.0985,4,5,5,14,Champions
C104162,44,3,66982.69200000001,4,3,4,11,Loyal Customers
C104163,38,1,14827.368,4,1,1,6,New Customers
C104164,168,1,12359.3485,2,1,1,4,Lost
C104165,37,4,55405.183,4,4,3,11,Loyal Customers
C104169,382,4,61033.851,1,4,3,8,At Risk
C104173,115,3,70265.034,3,3,4,10,Loyal Customers
C104174,11,10,258604.511,5,5,5,15,Champions
C104175,136,3,32553.9225,3,3,2,8,Loyal Customers
C104177,5,1,17021.547499999997,5,1,1,7,New Customers
C104178,15,5,118974.69900000001,5,4,5,14,Champions
C104179,94,6,87636.26699999999,3,5,4,12,Loyal Customers
C104181,368,1,10396.107,1,1,1,3,Lost
C104184,0,2,46320.880000000005,5,2,3,10,New Customers
C104185,33,6,90094.763,4,5,4,13,Champions
C104187,513,1,64708.72,1,1,4,6,Hibernating
C104188,13,7,87976.6745,5,5,4,14,Champions
C104189,38,6,83199.322,4,5,4,13,Champions
C104190,2,3,130447.3525,5,3,5,13,Loyal Customers
C104192,13,6,99011.015,5,5,4,14,Champions
C104194,26,10,155640.152,4,5,5,14,Champions
C104196,80,3,56354.4015,3,3,3,9,Loyal Customers
C104198,92,2,48964.905,3,2,3,8,Potential Loyalists
C104200,11,10,251114.234,5,5,5,15,Champions
C104202,63,3,119760.91100000001,3,3,5,11,Loyal Customers
C104204,85,6,95247.055,3,5,4,12,Loyal Customers
C104205,6,2,46059.192,5,2,3,10,New Customers
C104206,4,5,117309.752,5,4,5,14,Champions
C104207,60,4,80361.97750000001,4,4,4,12,Champions
C104210,-1,2,29959.923,5,2,2,9,New Customers
C104211,94,2,51453.1915,3,2,3,8,Potential Loyalists
C104212,125,3,64015.601,3,3,4,10,Loyal Customers
C104213,144,1,14525.6,2,1,1,4,Lost
C104214,171,1,23479.411500000002,2,1,2,5,Lost
C104215,12,8,180821.023,5,5,5,15,Champions
C104218,53,5,81487.98849999999,4,4,4,12,Champions
C104219,835,1,20894.8985,1,1,2,4,Lost
C104220,103,2,25937.038500000002,3,2,2,7,Hibernating
C104222,78,6,170034.525,3,5,5,13,Loyal Customers
C104223,32,3,41247.8065,4,3,3,10,Loyal Customers
C104224,64,2,36177.179000000004,3,2,2,7,Hibernating
C104226,55,1,5458.750999999999,4,1,1,6,New Customers
C104227,47,5,73626.2755,4,4,4,12,Champions
C104228,931,2,15234.9995,1,2,1,4,Lost
C104229,128,1,2008.31,3,1,1,5,Hibernating
C104230,92,2,26712.114999999998,3,2,2,7,Hibernating
C104232,162,1,6841.87,2,1,1,4,Lost
C104234,34,2,28263.266499999998,4,2,2,8,New Customers
C104235,115,6,90683.026,3,5,4,12,Loyal Customers
C104237,180,4,87278.076,2,4,4,10,Cannot Lose Them
C104238,0,3,56453.24800000001,5,3,3,11,Loyal Customers
C104239,148,3,87741.4665,2,3,4,9,At Risk
C104240,159,3,71603.3575,2,3,4,9,At Risk
C104242,220,4,125388.905,2,4,5,11,Cannot Lose Them
C104243,33,1,2424.64,4,1,1,6,New Customers
C104244,6,3,81153.18100000001,5,3,4,12,Loyal Customers
C104245,76,3,88657.523,3,3,4,10,Loyal Customers
C104246,478,1,16064.181,1,1,1,3,Lost
C104247,41,8,144650.51200000002,4,5,5,14,Champions
C104248,85,4,35053.317,3,4,2,9,Loyal Customers
C104250,382,1,51423.174,1,1,3,5,Hibernating
C104255,123,2,53676.659999999996,3,2,3,8,Potential Loyalists
C104256,31,3,22598.572999999997,4,3,2,9,Loyal Customers
C104257,111,6,106441.62,3,5,4,12,Loyal Customers
C104258,677,3,24415.539,1,3,2,6,At Risk
C104259,0,5,130415.4835,5,4,5,14,Champions
C104260,112,1,19111.91,3,1,2,6,Hibernating
C104261,281,2,60564.2285,2,2,3,7,Hibernating
C104263,311,2,29302.96,1,2,2,5,Lost
C104264,440,2,51420.246999999996,1,2,3,6,Hibernating
C104266,115,1,53994.869999999995,3,1,3,7,Potential Loyalists
C104267,137,4,46284.832,3,4,3,10,Loyal Customers
C104268,2,2,34765.219000000005,5,2,2,9,New Customers
C104270,22,3,55674.64199999999,4,3,3,10,Loyal Customers
C104273,42,8,121923.0015,4,5,5,14,Champions
C104274,21,4,96918.73800000001,4,4,4,12,Champions
C104277,23,2,27289.1585,4,2,2,8,New Customers
C104279,164,3,64491.921,2,3,4,9,At Risk
C104280,104,4,48871.889,3,4,3,10,Loyal Customers
C104281,158,2,7609.3,2,2,1,5,Lost
C104283,110,6,107863.02,3,5,5,13,Loyal Customers
C104284,79,3,80889.80099999999,3,3,4,10,Loyal Customers
C104285,77,3,30640.006,3,3,2,8,Loyal Customers
C104286,274,1,22274.09,2,1,2,5,Lost
C104287,568,1,76923.2,1,1,4,6,Hibernating
C104289,120,1,15545.043000000001,3,1,1,5,Hibernating
C104290,533,1,2452.77,1,1,1,3,Lost
C104292,141,1,13943.32,2,1,1,4,Lost
C104293,31,1,14237.42,4,1,1,6,New Customers
C104294,7,2,43929.445999999996,5,2,3,10,New Customers
C104295,-1,4,71351.353,5,4,4,13,Champions
C104298,2,4,63523.94,5,4,4,13,Champions
C104299,146,3,38380.711500000005,2,3,3,8,At Risk
C104303,45,2,33523.06,4,2,2,8,New Customers
C104304,315,1,16155.4435,1,1,1,3,Lost
C104307,158,1,34274.8125,2,1,2,5,Lost
C104308,11,4,66293.82149999999,5,4,4,13,Champions
C104310,186,1,4461.363,2,1,1,4,Lost
C104314,227,1,47546.54,2,1,3,6,Hibernating
C104315,103,4,66386.28199999999,3,4,4,11,Loyal Customers
C104316,41,4,62316.991,4,4,3,11,Loyal Customers
C104321,74,2,12212.601,3,2,1,6,Hibernating
C104322,547,2,15117.9,1,2,1,4,Lost
C104323,4,5,90831.5135,5,4,4,13,Champions
C104325,360,2,67729.719,1,2,4,7,Hibernating
C104326,562,1,8809.67,1,1,1,3,Lost
C104327,151,1,22271.336000000003,2,1,2,5,Lost
C104328,36,5,125942.7205,4,4,5,13,Champions
C104332,152,2,55558.734000000004,2,2,3,7,Hibernating
C104333,236,3,53787.5725,2,3,3,8,At Risk
C104334,3,7,195456.069,5,5,5,15,Champions
C104335,8,3,47792.695999999996,5,3,3,11,Loyal Customers
C104336,22,14,253177.742,4,5,5,14,Champions
C104339,114,1,10736.310999999998,3,1,1,5,Hibernating
C104340,3,3,68097.58399999999,5,3,4,12,Loyal Customers
C104343,4,1,19283.82,5,1,2,8,New Customers
C104344,36,10,225111.6645,4,5,5,14,Champions
C104346,164,1,12537.312,2,1,1,4,Lost
C104347,0,7,98175.453,5,5,4,14,Champions
C104349,42,3,56347.309,4,3,3,10,Loyal Customers
C104350,144,6,85322.616,2,5,4,11,Cannot Lose Them
C104351,1,3,33020.85,5,3,2,10,Loyal Customers
C104353,32,6,66353.713,4,5,4,13,Champions
C104354,0,2,81679.4,5,2,4,11,New Customers
C104355,136,10,289185.923,3,5,5,13,Loyal Customers
C104357,367,1,20108.86,1,1,2,4,Lost
C104359,54,3,52669.728,4,3,3,10,Loyal Customers
C104362,45,1,3240.333,4,1,1,6,New Customers
C104363,221,2,55652.226500000004,2,2,3,7,Hibernating
C104364,359,1,5552.5,1,1,1,3,Lost
C104366,135,1,34465.369999999995,3,1,2,6,Hibernating
C104367,276,3,78315.912,2,3,4,9,At Risk
C104369,447,1,16532.505,1,1,1,3,Lost
C104370,51,10,155358.225,4,5,5,14,Champions
C104373,108,1,25088.629999999997,3,1,2,6,Hibernating
C104374,36,8,181633.152,4,5,5,14,Champions
C104376,259,5,106423.779,2,4,4,10,Cannot Lose Them
C104377,239,8,163974.2845,2,5,5,12,Cannot Lose Them
C104378,317,1,1372.2144999999998,1,1,1,3,Lost
C104380,272,1,15999.511999999999,2,1,1,4,Lost
C104382,282,1,19467.37,2,1,2,5,Lost
C104383,290,3,39195.474,1,3,3,7,At Risk
C104384,646,1,22357.592,1,1,2,4,Lost
C104387,10,1,35192.8,5,1,2,8,New Customers
C104388,271,2,23201.112,2,2,2,6,Lost
C104390,216,1,3465.992,2,1,1,4,Lost
C104392,129,2,31736.11,3,2,2,7,Hibernating
C104393,226,3,28313.241500000004,2,3,2,7,At Risk
C104394,328,2,78180.8345,1,2,4,7,Hibernating
C104395,15,6,209066.9955,5,5,5,15,Champions
C104396,0,2,42483.14,5,2,3,10,New Customers
C104400,197,3,70442.387,2,3,4,9,At Risk
C104401,56,4,31062.403,4,4,2,10,Loyal Customers
C104402,129,2,28321.4455,3,2,2,7,Hibernating
C104407,-1,2,13255.074,5,2,1,8,New Customers
C104408,163,2,44727.3625,2,2,3,7,Hibernating
C104410,248,2,22342.31,2,2,2,6,Lost
C104413,455,2,73733.06049999999,1,2,4,7,Hibernating
C104414,323,3,52391.253000000004,1,3,3,7,At Risk
C104416,23,2,46729.818,4,2,3,9,New Customers
C104417,28,1,6071.958,4,1,1,6,New Customers
C104418,55,1,29748.243,4,1,2,7,New Customers
C104419,196,4,70972.5815,2,4,4,10,Cannot Lose Them
C104421,26,1,13073.2635,4,1,1,6,New Customers
C104422,390,2,34530.006499999996,1,2,2,5,Lost
C104423,24,2,33085.54,4,2,2,8,New Customers
C104425,89,4,82299.519,3,4,4,11,Loyal Customers
C104428,36,3,65068.9915,4,3,4,11,Loyal Customers
C104429,55,3,109473.8565,4,3,5,12,Loyal Customers
C104431,180,2,11103.484,2,2,1,5,Lost
C104432,-1,10,207336.6025,5,5,5,15,Champions
C104434,180,1,10308.6685,2,1,1,4,Lost
C104435,25,6,116907.2365,4,5,5,14,Champions
C104439,62,4,46728.714,4,4,3,11,Loyal Customers
C104440,26,7,148258.4935,4,5,5,14,Champions
C104441,9,1,18925.785499999998,5,1,2,8,New Customers
C104442,5,5,242408.41100000002,5,4,5,14,Champions
C104443,143,1,40561.260500000004,2,1,3,6,Hibernating
C104444,527,2,58069.62100000001,1,2,3,6,Hibernating
C104445,32,8,130519.0835,4,5,5,14,Champions
C104446,34,5,130918.025,4,4,5,13,Champions
C104447,829,1,19045.559,1,1,2,4,Lost
C104448,35,6,172354.3615,4,5,5,14,Champions
C104451,369,1,44862.72,1,1,3,5,Hibernating
C104452,39,2,76472.842,4,2,4,10,New Customers
C104453,15,1,6632.93,5,1,1,7,New Customers
C104454,27,6,224504.4515,4,5,5,14,Champions
C104455,408,2,35093.54,1,2,2,5,Lost
C104456,55,7,175294.268,4,5,5,14,Champions
C104457,47,18,374556.5045,4,5,5,14,Champions
C104458,3,1,26799.93,5,1,2,8,New Customers
